frame,dir,touch,is_oos,rolling,triggered,delay,rr_trigger,we,R,label,MFE,MAE,p025,p05
1H,SHORT,2024-01-04 14:45:00+00:00,False,True,False,999,,28.41805296339219,-1.0,SL,1.8090107517370329,1.6456306203296125,,
1H,SHORT,2024-01-04 11:30:00+00:00,False,True,False,999,,32.34961710699477,-1.0,SL,1.7532077167623201,3.3490530249272905,,
1H,LONG,2024-01-05 01:45:00+00:00,False,True,False,999,,31.68923582209817,-1.0,SL,1.3993195923094666,2.8191825750367783,,
1H,LONG,2024-01-05 12:00:00+00:00,False,True,True,1,2.170258277243598,29.87409949314424,-1.0,SL,2.3624707041313715,1.2859592130103334,0.0,0.0
1H,LONG,2024-01-06 05:15:00+00:00,False,True,False,999,,29.402472958715727,3.0,TP3,4.954246170794172,0.8711766683789586,,
1H,SHORT,2024-01-06 12:00:00+00:00,False,True,True,1,2.2910521844380525,23.73416344210159,-1.0,SL,1.7049795108110741,10.382331856912757,0.0,2.0
1H,LONG,2024-01-07 02:30:00+00:00,False,True,True,7,1.6921783501885652,37.26086823466565,-1.0,SL,15.163214182027806,2.405120642229712,0.0,0.0
1H,LONG,2024-01-07 15:45:00+00:00,False,True,True,1,1.5418753621847208,29.04684915915664,-1.0,SL,17.57712923518027,3.3127494777803363,0.0,0.0
1H,SHORT,2024-01-08 06:15:00+00:00,False,True,False,999,,38.12688868128468,-1.0,SL,0.6636946824036584,10.444969362047855,,
1H,LONG,2024-01-10 13:00:00+00:00,False,False,True,0,0.9612697930118774,34.65276592488472,3.0,TP3,6.533712172317337,4.112836844330799,0.0,0.0
1H,LONG,2024-01-09 12:45:00+00:00,False,True,False,999,,29.308066452019382,-1.0,SL,5.764009190091433,3.6218984341191125,,
1H,LONG,2024-01-09 18:30:00+00:00,False,True,True,0,2.6378340698845313,65.14863328572388,-1.0,SL,2.2364030813812414,2.9089035994483416,4.0,10.0
1H,SHORT,2024-01-10 17:30:00+00:00,False,True,False,999,,29.8366374210032,-1.0,SL,8.612001040875441,5.515455075041756,,
1H,LONG,2024-01-11 05:00:00+00:00,False,True,True,13,2.803476249427986,58.583819632937804,-1.0,SL,2.4269779337407216,4.227587705562186,8.0,10.0
1H,SHORT,2024-01-12 11:15:00+00:00,False,True,True,1,2.1885714192075967,46.72098502496313,3.0,TP3,8.42455999328571,0.10240171169016882,0.0,2.0
1H,SHORT,2024-01-14 06:15:00+00:00,False,True,False,999,,60.378810107371685,3.0,TP3,3.8329650115345077,2.3047402559686603,,
1H,SHORT,2024-01-15 13:45:00+00:00,False,True,True,1,0.951258619103509,64.3430518110211,-1.0,SL,3.398699616248971,2.87684194723095,0.0,0.0
1H,SHORT,2024-01-15 17:00:00+00:00,False,True,False,999,,58.355335739921095,-1.0,SL,2.6470041211439304,2.641755560935122,,
1H,LONG,2024-01-16 06:15:00+00:00,False,True,True,1,2.6291006444971674,28.829890209017165,-1.0,SL,2.39470005390917,5.448922084173842,6.0,8.0
1H,LONG,2024-01-16 18:30:00+00:00,False,True,True,1,2.5073082572440804,59.66991392902418,-1.0,SL,0.8180778169523099,3.0230687056676073,1.0,6.0
1H,SHORT,2024-01-17 14:45:00+00:00,False,True,True,0,1.0971868909193854,59.94233921308603,3.0,TP3,8.902383620650543,0.3526033320009217,0.0,0.0
1H,SHORT,2024-01-18 02:15:00+00:00,False,True,True,2,2.5959587885508104,55.74111763120902,3.0,TP3,8.284704689211088,0.8410168782693601,2.0,32.0
1H,SHORT,2024-01-18 14:45:00+00:00,False,True,True,4,2.666147615002635,79.83534547145467,3.0,TP3,7.88379226695259,0.589443408881119,1.0,1.0
1H,SHORT,2024-01-19 07:00:00+00:00,False,True,True,0,1.725798729411761,53.17170202640945,3.0,TP3,3.5613269804810366,1.725167418679458,0.0,0.0
1H,SHORT,2024-01-19 18:00:00+00:00,False,True,False,999,,79.36682795806634,-1.0,SL,2.248152210919559,2.171854116187737,,
1H,SHORT,2024-01-20 11:15:00+00:00,False,True,True,12,2.9886523025470364,60.33976938378568,-1.0,SL,9.998273052267793,1.1919406028470458,0.0,139.0
1H,LONG,2024-01-20 23:45:00+00:00,False,True,True,4,2.653327982803206,32.36099657727646,-1.0,SL,1.2359045638885982,14.87884323443543,2.0,9.0
1H,LONG,2024-01-21 15:30:00+00:00,False,True,False,999,,42.37839859326979,-1.0,SL,1.055134427062018,21.586687553971668,,
1H,SHORT,2024-01-23 17:30:00+00:00,False,True,True,3,2.2616175835297923,82.35492568530339,-1.0,SL,1.302059531703287,5.776661585556058,0.0,1.0
1H,LONG,2024-01-24 14:15:00+00:00,False,True,True,0,1.9902672877471494,37.28553132354281,3.0,TP3,6.450570495797482,0.9175343028544246,0.0,1.0
1H,LONG,2024-01-25 02:45:00+00:00,False,True,True,1,2.3365489321087782,29.074547920986255,3.0,TP3,5.44163183042398,0.8654819504256133,1.0,19.0
1H,LONG,2024-01-26 07:15:00+00:00,False,True,True,2,2.9221276519746624,21.26962716221752,3.0,TP3,8.73027867033573,0.2072817865184979,1.0,2.0
1H,LONG,2024-01-28 22:30:00+00:00,False,True,False,999,,58.60328264498028,3.0,TP3,8.858006710324348,0.026414886902188732,,
1H,LONG,2024-01-28 19:30:00+00:00,False,True,True,4,2.0839702208160222,74.7264973050536,-1.0,SL,10.799621655068908,1.3195689405909274,0.0,1.0
1H,LONG,2024-01-28 13:15:00+00:00,False,True,True,0,1.8935025685884588,76.06714601503838,-1.0,SL,6.600496033067486,2.667898943186482,0.0,1.0
1H,LONG,2024-01-29 07:30:00+00:00,False,True,True,7,2.6659465606529635,56.57082996243302,3.0,TP3,3.428249616237634,0.6514011618933316,1.0,6.0
1H,SHORT,2024-01-29 15:15:00+00:00,False,True,False,999,,43.14378666950854,-1.0,SL,0.9161725798696948,6.427405689663337,,
1H,LONG,2024-01-30 23:15:00+00:00,False,True,False,999,,57.0214002914563,-1.0,SL,2.451257076619806,3.839275961339055,,
1H,LONG,2024-01-30 18:15:00+00:00,False,True,True,3,2.163468823443281,66.20793338245797,-1.0,SL,1.4696004953334902,4.451526764184141,0.0,1.0
1H,SHORT,2024-01-31 14:30:00+00:00,False,True,False,999,,53.88000898212343,-1.0,SL,3.665757414459415,2.7105059577331145,,
1H,SHORT,2024-02-01 15:30:00+00:00,False,True,True,0,2.077410789265483,42.648776080613615,0.041644018026604515,OPEN,0.7029503798842685,0.6557335999323866,0.0,1.0
1H,SHORT,2024-02-01 14:15:00+00:00,False,True,False,999,,42.92565371358532,-1.0,SL,0.48599717444244855,3.501287041554713,,
1H,LONG,2024-02-02 13:45:00+00:00,False,True,True,1,2.734653034417752,53.72740380533516,-1.0,SL,2.299029269622397,1.4163876749445339,3.0,4.0
1H,LONG,2024-02-02 13:30:00+00:00,False,True,False,999,,60.25440117782237,-1.0,SL,2.385564468894994,3.0279470412019367,,
1H,LONG,2024-02-03 08:45:00+00:00,False,True,True,1,2.7238549255146802,58.10461972570244,-1.0,SL,2.044638973197143,3.005916597757028,2.0,26.0
1H,LONG,2024-02-03 18:30:00+00:00,False,True,True,8,2.8284690280129077,65.59060429133001,-1.0,SL,2.4466560138891826,4.181699622388328,141.0,141.0
1H,SHORT,2024-02-04 11:15:00+00:00,False,True,True,6,1.914864635534307,26.358587096185957,3.0,TP3,6.014553677408696,3.912487043018145,0.0,1.0
1H,SHORT,2024-02-04 17:00:00+00:00,False,True,True,1,1.6516676450320598,41.33054733670368,3.0,TP3,4.373159128575792,3.631708271767011,0.0,0.0
1H,LONG,2024-02-05 15:00:00+00:00,False,True,False,999,,73.17765368901999,-1.0,SL,9.031067258529326,2.6772953281304197,,
1H,SHORT,2024-02-06 13:00:00+00:00,False,True,False,999,,73.9067764538908,-1.0,SL,0.28582299742131373,15.506679846050906,,
1H,LONG,2024-02-07 01:45:00+00:00,False,True,True,1,2.356409686718914,44.83665843317948,-1.0,SL,21.347798193241367,1.0800173343218675,30.0,30.0
1H,LONG,2024-02-07 14:45:00+00:00,False,True,True,2,1.32695321853691,36.710022998608125,3.0,TP3,24.034345322313186,0.4442561761922688,0.0,0.0
1H,LONG,2024-02-10 10:45:00+00:00,False,True,True,1,2.464054720123673,59.48497855829342,3.0,TP3,7.706639343587669,0.07868760216212102,0.0,1.0
1H,LONG,2024-02-11 14:00:00+00:00,False,True,True,1,1.9615560656397966,72.01687993091211,3.0,TP3,12.505633021046254,0.8710252989435596,0.0,1.0
1H,LONG,2024-02-12 02:30:00+00:00,False,True,False,999,,72.65619500496283,-1.0,SL,13.388122765998734,1.4890514877837697,,
1H,LONG,2024-02-13 13:30:00+00:00,False,True,False,999,,60.29744096004438,-1.0,SL,7.7553120236556765,2.4827837862302746,,
1H,LONG,2024-02-13 23:00:00+00:00,False,True,True,1,2.6038854072430584,59.77955693748789,3.0,TP3,3.1352999937582946,0.1544751712378743,2.0,35.0
1H,LONG,2024-02-15 07:30:00+00:00,False,True,True,2,2.038926818912998,62.44492375461053,-1.0,SL,2.588744372697446,2.2716155444958943,0.0,1.0
1H,LONG,2024-02-16 02:00:00+00:00,False,True,True,0,1.8201574262422604,55.667898968545956,-1.0,SL,1.1806531754539047,2.1087944180871183,0.0,3.0
1H,LONG,2024-02-16 14:15:00+00:00,False,True,True,7,2.4526095416875617,76.25996708569045,-1.0,SL,0.8650571055453776,2.876684037153966,1.0,216.0
1H,SHORT,2024-02-17 04:15:00+00:00,False,True,True,3,2.228465123866574,25.375057982596104,3.0,TP3,4.078754686260953,1.5354472256765543,1.0,1.0
1H,SHORT,2024-02-17 20:45:00+00:00,False,True,False,999,,57.16957911255654,-1.0,SL,2.300020288427526,4.455038472960926,,
1H,LONG,2024-02-18 18:30:00+00:00,False,True,True,1,1.9771434592608181,67.10364836948187,-1.0,SL,4.719843472639963,4.138835192659449,0.0,3.0
1H,LONG,2024-02-19 16:45:00+00:00,False,True,True,2,1.5530386857709608,60.228215516936956,-1.0,SL,3.8892252256385107,5.014577355315776,0.0,0.0
1H,SHORT,2024-02-20 05:15:00+00:00,False,True,True,9,2.857608546065732,46.17021672053871,-1.0,SL,4.410445136892212,3.604415091250652,0.0,3.0
1H,LONG,2024-02-20 15:00:00+00:00,False,True,False,999,,82.36430564736831,-1.0,SL,0.9915575157134238,3.0739238821615213,,
1H,SHORT,2024-02-22 09:45:00+00:00,False,True,True,1,2.615585116636093,28.759847423435932,0.593136964266846,OPEN,2.628207727770678,0.21348022737736663,1.0,3.0
1H,SHORT,2024-02-21 22:45:00+00:00,False,True,False,999,,45.396731165670516,-1.0,SL,1.9602637072536488,1.3596314818011808,,
1H,SHORT,2024-02-22 15:30:00+00:00,False,True,True,3,2.3891891953361566,63.408323710977655,-1.0,SL,2.00408862206596,1.065278517385919,0.0,24.0
1H,SHORT,2024-02-24 17:30:00+00:00,False,True,True,5,2.754848391403023,58.48144589649464,-1.0,SL,0.9346960730205602,9.883588461872126,87.0,154.0
1H,SHORT,2024-02-24 16:45:00+00:00,False,True,False,999,,79.04397124945785,-1.0,SL,0.9520531837307321,19.133778854056498,,
1H,SHORT,2024-02-24 04:30:00+00:00,False,True,True,1,2.671609044012644,53.54494149986929,-1.0,SL,0.29876624400829455,21.751165074643605,212.0,
1H,LONG,2024-02-26 09:00:00+00:00,False,True,False,999,,47.23030673078705,-1.0,SL,57.84713679107011,1.4098419068698484,,
1H,LONG,2024-02-25 15:45:00+00:00,False,True,False,999,,50.01315980627891,-1.0,SL,46.93308081005894,2.927792618525798,,
1H,LONG,2024-02-26 01:00:00+00:00,False,True,False,999,,51.03265436365342,-1.0,SL,39.073039695318144,2.132079112789596,,
1H,SHORT,2024-02-26 13:15:00+00:00,False,True,True,1,1.4883090395686351,73.52792439839102,-1.0,SL,1.0277130985677834,55.497916582741254,0.0,0.0
1H,LONG,2024-02-29 17:30:00+00:00,False,True,True,2,2.5690015964728015,55.87325801288153,1.2054064127489266,OPEN,1.6219552441278964,0.7673945988414635,7.0,8.0
1H,LONG,2024-03-01 14:30:00+00:00,False,True,True,1,1.7371436752926983,58.626458453214376,3.0,TP3,5.631648088219312,0.49655770627377516,0.0,0.0
1H,LONG,2024-03-02 05:15:00+00:00,False,True,True,2,2.678502672051929,63.44728368811009,3.0,TP3,8.184310916636264,0.7914462826895803,2.0,122.0
1H,LONG,2024-03-02 20:00:00+00:00,False,True,True,13,2.65672395654416,60.138375967653374,-1.0,SL,16.66002938607027,6.629584693784366,20.0,51.0
1H,SHORT,2024-03-03 09:30:00+00:00,False,True,True,0,2.0640326090519365,34.51999776255747,-1.0,SL,7.890667305986187,20.748239197083603,0.0,2.0
1H,LONG,2024-03-05 19:30:00+00:00,False,True,False,999,,58.00351240221199,-1.0,SL,19.79162410391012,7.746077262404715,,
1H,LONG,2024-03-05 05:00:00+00:00,False,True,False,999,,71.80387136698087,-1.0,SL,2.577341805163394,8.25233076524152,,
1H,SHORT,2024-03-06 05:15:00+00:00,False,True,False,999,,58.96053624667414,-1.0,SL,0.2221831365592858,1.2276831126815695,,
1H,LONG,2024-03-06 22:15:00+00:00,False,True,True,14,2.5007155878453333,56.387729537925466,1.305210981809131,OPEN,2.4193276990664856,0.37498947518615694,25.0,26.0
1H,LONG,2024-03-08 16:00:00+00:00,False,True,True,1,1.377505185401283,60.077722833570405,3.0,TP3,6.927220154690084,0.12312053297124723,0.0,0.0
1H,LONG,2024-03-07 23:15:00+00:00,False,True,True,6,2.4352289737913972,61.46435782330066,3.0,TP3,4.177995841535303,1.103387161759017,1.0,24.0
1H,LONG,2024-03-08 09:00:00+00:00,False,True,True,0,1.7102134023367337,67.66908615799224,3.0,TP3,7.8497089778560785,1.7008628978633749,0.0,0.0
1H,LONG,2024-03-08 21:45:00+00:00,False,True,True,1,2.2790938833410217,64.5150133304561,2.5322858790444442,OPEN,2.6920895166135583,0.5007307862428567,1.0,108.0
1H,LONG,2024-03-09 10:00:00+00:00,False,True,True,3,2.6931654877689692,49.37384904356455,3.0,TP3,7.928854101204995,1.974834069029021,1.0,8.0
1H,LONG,2024-03-10 00:30:00+00:00,False,True,True,1,2.004592331479688,53.20852708457923,3.0,TP3,12.63919888358188,3.135402247971476,0.0,1.0
1H,LONG,2024-03-10 14:30:00+00:00,False,True,False,999,,71.64996092530357,-1.0,SL,10.249461550632576,4.7145526252074115,,
1H,LONG,2024-03-12 15:00:00+00:00,False,True,True,0,0.9915028355064396,68.72826589378546,-1.0,SL,3.323954758537943,7.02005487685576,0.0,0.0
1H,LONG,2024-03-12 08:00:00+00:00,False,True,True,4,2.55587938369619,61.02195460388022,-1.0,SL,2.8765138934119863,7.513701079669829,1.0,8.0
1H,LONG,2024-03-14 13:45:00+00:00,False,True,True,1,1.7849522933657804,49.86751501615232,-1.0,SL,0.9652137010707638,6.456550227432669,0.0,0.0
1H,LONG,2024-03-14 12:15:00+00:00,False,True,False,999,,62.5583225192321,-1.0,SL,0.5394374820757609,8.984401173166638,,
1H,LONG,2024-03-14 05:00:00+00:00,False,True,True,1,2.614967605617014,77.2833352265214,-1.0,SL,1.4465860237986765,12.473064368518566,1.0,3.0
1H,SHORT,2024-03-15 00:15:00+00:00,False,True,True,6,2.609228966526668,64.4531144098065,3.0,TP3,6.11056627286166,0.5642374128309411,2.0,2.0
1H,SHORT,2024-03-15 18:45:00+00:00,False,True,True,3,2.910212139713992,56.25681188337262,1.1805228064025985,OPEN,2.3021525653197847,0.46621603337722795,1.0,2.0
1H,SHORT,2024-03-15 22:30:00+00:00,False,True,False,999,,33.292430136570374,0.6901376845464231,OPEN,2.1685269638454767,0.6532225884059604,,
1H,SHORT,2024-03-18 05:30:00+00:00,False,True,True,0,2.008962673657398,57.11158031114649,3.0,TP3,9.252019699985652,0.010727682721006345,0.0,2.0
1H,SHORT,2024-03-17 10:15:00+00:00,False,True,True,1,2.0395898891230666,63.8385142846727,-1.0,SL,6.430374170708875,1.7859507758483235,0.0,9.0
1H,LONG,2024-03-18 08:15:00+00:00,False,True,True,1,2.6492771055332134,22.38729316493953,-1.0,SL,0.9938925697220088,7.239771795225457,1.0,3.0
1H,LONG,2024-03-19 00:00:00+00:00,False,True,True,0,2.151488471145941,30.68595830300594,-1.0,SL,0.5981817494590134,6.3338914419643055,0.0,194.0
1H,SHORT,2024-03-19 16:30:00+00:00,False,True,True,6,1.814245847805953,71.57957396377459,3.0,TP3,3.6136811637489137,3.0493886785529147,0.0,0.0
1H,SHORT,2024-03-20 07:45:00+00:00,False,True,True,3,2.138998823001971,63.84802011227825,-1.0,SL,0.9286317833021492,4.250446676478275,0.0,31.0
1H,LONG,2024-03-21 17:45:00+00:00,False,True,False,999,,53.979175003720414,-1.0,SL,0.725250120270661,3.111562887970646,,
1H,LONG,2024-03-21 17:00:00+00:00,False,True,False,999,,51.717255199479716,-1.0,SL,0.45833630049722207,4.791032815447256,,
1H,LONG,2024-03-22 08:30:00+00:00,False,True,True,2,2.8711399985645394,44.30751331025718,-1.0,SL,2.06389433950698,4.212111255483462,236.0,237.0
1H,SHORT,2024-03-23 07:15:00+00:00,False,True,True,3,2.5284242685173957,67.83494653785708,-1.0,SL,0.9319506488344083,7.150179895000415,1.0,2.0
1H,LONG,2024-03-23 20:00:00+00:00,False,True,True,0,2.1719219210061538,49.20722921488046,-1.0,SL,9.626952998824068,1.3374354409136142,0.0,2.0
1H,LONG,2024-03-27 14:00:00+00:00,False,True,True,1,1.0418621274173518,59.80017514287098,3.0,TP3,3.233652855759864,0.8531837114795813,0.0,0.0
1H,LONG,2024-03-26 13:30:00+00:00,False,True,False,999,,65.27270725409682,-1.0,SL,2.586404814995107,2.757937175256828,,
1H,LONG,2024-03-27 04:45:00+00:00,False,True,True,1,2.109044250782746,56.94284364295553,-1.0,SL,2.154798824991685,2.288694907400946,0.0,2.0
1H,LONG,2024-03-27 13:45:00+00:00,False,True,False,999,,68.07192846267182,-1.0,SL,1.8997850247111967,2.4175343289630034,,
1H,SHORT,2024-03-28 04:00:00+00:00,False,True,False,999,,21.96636677508181,-1.0,SL,0.6717972532504662,2.848729170406923,,
1H,LONG,2024-03-29 03:15:00+00:00,False,True,True,1,2.7386803334790986,74.36545363430554,-1.0,SL,1.5580804965468755,2.071477589007373,4.0,230.0
1H,SHORT,2024-03-30 01:00:00+00:00,False,True,True,3,2.795798466106378,46.91144535564227,-1.0,SL,2.998269882401007,2.1644126201538003,4.0,69.0
1H,SHORT,2024-03-31 01:00:00+00:00,False,True,True,8,1.8677476431357227,36.98106363190672,-1.0,SL,16.728468202294092,4.334042796483468,0.0,1.0
1H,LONG,2024-04-01 05:45:00+00:00,False,True,False,999,,63.401493352619326,-1.0,SL,0.28495765545667545,11.275823379979414,,
1H,LONG,2024-04-01 04:45:00+00:00,False,True,False,999,,65.45549710862916,-1.0,SL,0.240363902637204,17.05219278318321,,
1H,SHORT,2024-04-03 08:30:00+00:00,False,True,True,2,2.166528501568933,73.82705971706125,-1.0,SL,1.7209898341682106,2.8460486317284945,0.0,6.0
1H,SHORT,2024-04-03 14:00:00+00:00,False,True,False,999,,62.58785955156626,-1.0,SL,1.6493416333157473,4.768728764229608,,
1H,SHORT,2024-04-04 07:00:00+00:00,False,True,False,999,,58.062793270450435,-1.0,SL,0.5981305862684173,6.04201341882652,,
1H,LONG,2024-04-05 05:15:00+00:00,False,True,False,999,,68.59781655765933,-1.0,SL,4.449611418755775,1.7403439979781732,,
1H,LONG,2024-04-05 17:45:00+00:00,False,True,True,1,2.2718148298972873,34.51726290983985,3.0,TP3,3.9156228716681927,0.012842655913024352,0.0,6.0
1H,LONG,2024-04-06 04:45:00+00:00,False,True,True,0,2.234744323356017,33.838877213645176,3.0,TP3,8.721121673047252,0.13049770331179283,0.0,1.0
1H,LONG,2024-04-07 19:00:00+00:00,False,True,True,1,1.9979288288481265,75.79602156839672,3.0,TP3,7.646111514610635,3.7816320403925334,0.0,23.0
1H,LONG,2024-04-09 14:30:00+00:00,False,True,False,999,,59.6089305028403,-1.0,SL,4.553737029129667,4.210085836567451,,
1H,LONG,2024-04-09 01:00:00+00:00,False,True,True,1,2.449790250845615,52.23308634457018,-1.0,SL,0.859439514356229,5.8684210689582645,0.0,4.0
1H,SHORT,2024-04-10 17:15:00+00:00,False,True,True,12,2.6872609213950134,38.2694549473374,-1.0,SL,4.682522714458137,1.378404898942476,4.0,169.0
1H,SHORT,2024-04-10 16:45:00+00:00,False,True,True,3,2.387366780245724,40.7827190417311,-1.0,SL,7.635016286542521,3.458407938716368,0.0,1.0
1H,LONG,2024-04-11 13:30:00+00:00,False,True,True,1,1.273319674772759,54.73687519089754,-1.0,SL,2.130144374817749,14.252515003566339,0.0,0.0
1H,LONG,2024-04-11 21:15:00+00:00,False,True,True,11,2.9896701815647537,54.06446837374835,-1.0,SL,1.4315948592828127,14.88698618136863,8.0,9.0
1H,LONG,2024-04-12 09:45:00+00:00,False,True,True,0,2.206925107098322,67.34679965707693,-1.0,SL,0.8381079999266677,19.71541474572653,0.0,3.0
1H,SHORT,2024-04-14 22:00:00+00:00,False,True,False,999,,62.34762474891548,-1.0,SL,3.983607413640631,1.363933086892408,,
1H,SHORT,2024-04-14 17:00:00+00:00,False,True,True,0,1.2321426029111766,66.19167772309953,-1.0,SL,4.9243128566525876,2.3679621718827306,0.0,0.0
1H,LONG,2024-04-15 14:00:00+00:00,False,True,False,999,,32.440341208809414,-1.0,SL,0.8907004367898069,6.576821265122546,,
1H,SHORT,2024-04-17 05:15:00+00:00,False,True,True,0,2.3170671792001656,61.469166324201005,3.0,TP3,3.2193826049762126,0.6589117718589577,1.0,4.0
1H,SHORT,2024-04-16 21:15:00+00:00,False,True,False,999,,59.99358594118218,-1.0,SL,4.686485965468828,2.271578133889383,,
1H,SHORT,2024-04-17 09:15:00+00:00,False,True,True,1,2.4123215520375245,63.49997443440655,3.0,TP3,3.886670802185747,1.9460963487767047,1.0,2.0
1H,SHORT,2024-04-18 03:00:00+00:00,False,True,True,1,2.5822348428980435,59.99765232386948,-1.0,SL,2.5738697574936285,3.7659736113407734,4.0,6.0
1H,SHORT,2024-04-18 09:00:00+00:00,False,True,True,4,2.6466044176534185,61.65063692271637,-1.0,SL,2.648707370773075,5.294773596777044,62.0,62.0
1H,LONG,2024-04-19 01:00:00+00:00,False,True,False,999,,44.286402434708364,-1.0,SL,3.709131884532517,3.6774259887573244,,
1H,LONG,2024-04-19 23:00:00+00:00,False,True,True,2,2.2554414507563907,48.21256690203188,1.748081544700692,OPEN,1.7729471495089704,0.1694529942102572,1.0,64.0
1H,LONG,2024-04-20 06:00:00+00:00,False,True,True,1,2.5920372491520305,42.35619867765774,3.0,TP3,3.150104957560851,0.6460356333651729,2.0,37.0
1H,LONG,2024-04-21 16:00:00+00:00,False,True,True,6,2.549333829506084,69.55000978860706,3.0,TP3,4.903351727235782,0.8415976116733868,0.0,14.0
1H,LONG,2024-04-22 00:30:00+00:00,False,True,True,2,2.474260000211291,58.73178919539153,3.0,TP3,4.012858702845653,2.023840653358147,1.0,1.0
1H,LONG,2024-04-23 04:45:00+00:00,False,True,True,2,2.0179127936679087,61.679097455882896,-1.0,SL,1.7926778357071076,6.5537487891775825,0.0,1.0
1H,LONG,2024-04-23 15:45:00+00:00,False,True,True,1,1.5452760292659633,63.70197801494634,-1.0,SL,1.301401486829858,6.163634221547719,0.0,0.0
1H,LONG,2024-04-24 08:15:00+00:00,False,True,True,0,1.9422553200990003,63.58674879406863,-1.0,SL,0.4683523553828323,7.428115354373612,0.0,
1H,SHORT,2024-04-25 21:15:00+00:00,False,True,True,1,1.6450641842819924,50.31387590072257,3.0,TP3,4.763954767101028,0.35621591981431655,0.0,0.0
1H,SHORT,2024-04-25 15:45:00+00:00,False,True,True,1,2.291236453569609,54.895216676874995,-1.0,SL,3.0196329174632313,1.8060618606427932,0.0,37.0
1H,SHORT,2024-04-26 05:45:00+00:00,False,True,True,7,2.7330695974084414,34.74621006790604,2.08110433317971,OPEN,2.511878492166012,0.45119555361024133,13.0,22.0
1H,SHORT,2024-04-26 18:30:00+00:00,False,True,True,0,2.169808871093253,69.42403425744627,3.0,TP3,3.664538644005521,0.30532583244588646,0.0,4.0
1H,SHORT,2024-04-27 17:45:00+00:00,False,True,True,1,1.277628984102114,59.69430302625468,-1.0,SL,6.301197139344391,1.966929849647005,0.0,0.0
1H,SHORT,2024-04-27 17:30:00+00:00,False,True,False,999,,64.8217955981331,-1.0,SL,7.295290592032085,3.6756266095724897,,
1H,LONG,2024-04-28 10:00:00+00:00,False,True,True,2,2.3471045487365987,38.7243178039028,-1.0,SL,2.9965675565371295,18.6186348263232,1.0,10.0
1H,LONG,2024-04-28 20:00:00+00:00,False,True,False,999,,27.13047215333976,-1.0,SL,3.0651505923212525,20.565775940313213,,
1H,SHORT,2024-04-29 15:30:00+00:00,False,True,True,3,2.6098290524968104,69.45465673080251,-1.0,SL,13.969644067916475,3.7055102405065727,1.0,2.0
1H,LONG,2024-04-30 05:00:00+00:00,False,True,True,0,2.292502772435558,66.74177388900551,-1.0,SL,0.27970468195538806,8.722303524998244,0.0,
1H,SHORT,2024-05-01 18:30:00+00:00,False,True,False,999,,68.89531457218543,-1.0,SL,2.028415123595646,7.3479220548056645,,
1H,SHORT,2024-05-02 07:00:00+00:00,False,True,True,1,2.5403886637961324,53.114026179694676,-1.0,SL,0.34242431626148095,7.932038667090918,2.0,
1H,LONG,2024-05-03 10:30:00+00:00,False,True,True,3,2.3616724483994664,36.21074702457566,3.0,TP3,11.515427790177164,0.44351893988815894,1.0,2.0
1H,LONG,2024-05-05 01:15:00+00:00,False,True,True,2,2.3815110110161553,37.525827477559346,3.0,TP3,3.99674750951323,1.937621887828639,1.0,13.0
1H,LONG,2024-05-06 12:45:00+00:00,False,True,True,3,1.1644973917863595,64.88194777857115,-1.0,SL,1.763178030565536,4.944722337026543,0.0,0.0
1H,LONG,2024-05-05 20:00:00+00:00,False,True,True,7,2.638863493566627,58.06449971342694,3.0,TP3,3.6654791573539964,4.45997436984889,5.0,6.0
1H,LONG,2024-05-06 10:45:00+00:00,False,True,True,1,1.264334634793542,61.65661049600882,-1.0,SL,0.938591228869832,7.72160651776091,0.0,0.0
1H,SHORT,2024-05-07 01:15:00+00:00,False,True,True,5,2.6112171519384613,32.74400141613471,-1.0,SL,4.852387773550037,1.014881993310886,3.0,3.0
1H,SHORT,2024-05-07 14:45:00+00:00,False,True,True,6,2.9627620422091225,36.987738793723224,3.0,TP3,3.971714229113079,0.8738599453967683,1.0,7.0
1H,SHORT,2024-05-09 22:45:00+00:00,False,True,True,1,2.5444962351084692,45.6300424856118,3.0,TP3,5.4611916481097795,0.5458323138989537,0.0,1.0
1H,SHORT,2024-05-08 14:15:00+00:00,False,True,True,2,2.422181390372882,57.69328326533931,3.0,TP3,4.786925001591879,1.5868138722926393,1.0,1.0
1H,SHORT,2024-05-09 15:15:00+00:00,False,True,True,6,2.2683702494619977,42.753949332830224,-1.0,SL,2.468798967455108,1.8901875077566248,0.0,88.0
1H,SHORT,2024-05-09 14:45:00+00:00,False,True,False,999,,53.8198741627106,-1.0,SL,2.698127791422127,3.7781654507568043,,
1H,LONG,2024-05-10 14:15:00+00:00,False,True,False,999,,64.78707057321341,-1.0,SL,1.9340644688132167,3.965709728184481,,
1H,LONG,2024-05-10 14:00:00+00:00,False,True,False,999,,76.12007680769247,-1.0,SL,1.0916524420975442,5.815082440352723,,
1H,SHORT,2024-05-11 15:15:00+00:00,False,True,True,0,1.593368843456126,61.95574187725036,-1.0,SL,1.4403979487644183,3.7101634150601077,0.0,0.0
1H,SHORT,2024-05-11 15:00:00+00:00,False,True,False,999,,67.23475406723402,-1.0,SL,1.0840181402481317,6.394390397924721,,
1H,SHORT,2024-05-12 04:00:00+00:00,False,True,True,10,2.5711048878463956,61.29198497556706,-1.0,SL,1.2196972379334763,7.4126681938352,3.0,3.0
