asset,setup_time,direction,regime,v3_nofib_score,v3_fib_score,entry,stop,tp,R,outcome,MFE,MAE,false_start,split
BTCUSDT,2025-06-01 02:00:00+00:00,SHORT,BEAR_TREND,59.0,59.0,103894.9,104902.97843541294,100870.66469376117,-1.0,SL,0.1892709865595233,1.9132439820617246,True,DEV
BTCUSDT,2025-06-01 08:00:00+00:00,SHORT,BEAR_TREND,72.0,72.0,104210.9,104898.57195514532,102147.88413456401,-1.0,SL,0.7369793056238344,2.3451588914356623,False,DEV
BTCUSDT,2025-06-02 16:00:00+00:00,SHORT,BEAR_TREND,61.0,61.0,104194.9,105952.75844982454,98921.32465052635,-1.0,SL,0.12060129188511158,1.467751854682911,True,DEV
BTCUSDT,2025-06-05 00:00:00+00:00,SHORT,BEAR_TREND,74.0,74.0,104718.2,105661.76348759432,101887.50953721703,-1.0,SL,4.677056772567034,1.2294880156477428,False,DEV
BTCUSDT,2025-06-05 06:00:00+00:00,SHORT,BEAR_TREND,59.0,64.0,104554.5,105405.59733387975,102001.20799836075,-1.0,SL,4.992848444993944,1.5554037679397108,False,DEV
BTCUSDT,2025-06-05 16:00:00+00:00,SHORT,BEAR_TREND,72.0,77.0,104325.5,105934.29694814344,99499.10915556968,-0.3912861723951216,TIME,2.4990102104802934,0.5951652264786798,False,DEV
BTCUSDT,2025-06-05 22:00:00+00:00,SHORT,BEAR_TREND,56.0,56.0,101095.4,105955.19847923846,86516.0045622846,-0.6401088467535524,TIME,0.01893082612232441,0.8616818203244109,False,DEV
BTCUSDT,2025-06-06 04:00:00+00:00,SHORT,BEAR_TREND,58.0,58.0,102464.8,104894.44816360723,95175.85550917832,-1.0,SL,0.05198283516593159,1.1599210298070062,True,DEV
BTCUSDT,2025-06-08 00:00:00+00:00,LONG,BULL_TREND,62.0,62.0,105400.1,104972.5486183256,106682.75414502322,-1.0,SL,2.5318594358428674,1.1055981111528432,False,DEV
BTCUSDT,2025-06-08 06:00:00+00:00,LONG,BULL_TREND,68.0,68.0,105502.4,105301.62441361614,106104.72675915156,-1.0,SL,4.882067673935273,2.8638940139897455,False,DEV
BTCUSDT,2025-06-08 12:00:00+00:00,LONG,BULL_TREND,59.0,59.0,105702.6,104897.01535714445,108119.35392856666,2.2444568873493256,TIME,2.572293325571201,0.5578557188069307,False,DEV
BTCUSDT,2025-06-08 18:00:00+00:00,LONG,BULL_TREND,59.0,59.0,106168.9,104893.6686099878,109994.59417003658,1.7465065692734496,TIME,1.8033589966586527,0.7180657621604186,False,DEV
BTCUSDT,2025-06-09 09:00:00+00:00,LONG,BULL_TREND,62.0,62.0,105867.3,105219.90310547657,107809.49068357032,3.0,TP3R,7.3931463689261285,0.10395477730788912,False,DEV
BTCUSDT,2025-06-09 15:00:00+00:00,LONG,BULL_TREND,55.0,55.0,107793.4,105205.72627455162,115556.42117634512,0.4939958184946628,TIME,1.1053170930598741,0.08888292126556535,False,DEV
BTCUSDT,2025-06-09 21:00:00+00:00,LONG,BULL_TREND,59.0,59.0,109175.5,105378.980563286,120565.05831014202,0.14321011891633686,TIME,0.38933028650034845,0.2353471422691699,False,DEV
BTCUSDT,2025-06-10 03:00:00+00:00,LONG,BULL_TREND,54.0,54.0,109358.8,107233.68870892096,115734.13387323712,0.18690785826953848,TIME,0.47451632497231344,0.5067028745836885,False,DEV
BTCUSDT,2025-06-10 09:00:00+00:00,LONG,BULL_TREND,61.0,61.0,109128.1,108355.37706385335,111446.26880843999,-1.0,SL,1.6035501756671229,1.0949590861366891,False,DEV
BTCUSDT,2025-06-10 15:00:00+00:00,LONG,BULL_TREND,73.0,73.0,109071.7,108745.9149857602,110049.05504271938,-1.0,SL,3.9765487771836083,2.4239911766436775,False,DEV
BTCUSDT,2025-06-10 21:00:00+00:00,LONG,BULL_TREND,60.0,60.0,109719.1,108219.87017650784,114216.78947047649,-0.3718575973238133,TIME,0.42081606843334823,0.9254084852503351,False,DEV
BTCUSDT,2025-06-11 03:00:00+00:00,LONG,BULL_TREND,67.0,67.0,109756.0,108224.7547556104,114349.73573316881,-1.0,SL,0.38791957211059597,1.1459953958580387,True,DEV
BTCUSDT,2025-06-11 13:00:00+00:00,LONG,BULL_TREND,83.0,83.0,109570.0,109051.93038357922,111124.20884926233,-1.0,SL,1.5055891626859725,5.288864494563545,False,DEV
BTCUSDT,2025-06-14 04:00:00+00:00,SHORT,BEAR_TREND,68.0,68.0,105262.4,106233.73358426942,102348.39924719173,-0.20538773005573763,TIME,1.0676043913172928,0.3800959896570462,False,DEV
BTCUSDT,2025-06-14 10:00:00+00:00,SHORT,BEAR_TREND,69.0,69.0,104919.1,106221.8405103706,101010.87846888822,-0.12680959767882083,TIME,0.532492844490321,0.9060131243360373,False,DEV
BTCUSDT,2025-06-14 16:00:00+00:00,SHORT,BEAR_TREND,72.0,72.0,104766.7,105440.97917842765,102743.86246471705,-1.0,SL,0.8027832051143269,1.9764810224567806,False,DEV
BTCUSDT,2025-06-15 08:00:00+00:00,SHORT,BEAR_TREND,69.0,69.0,105234.2,106139.77272637369,102517.48182087892,-1.0,SL,0.9212954141639227,2.22599460130844,False,DEV
BTCUSDT,2025-06-15 20:00:00+00:00,SHORT,BEAR_TREND,65.0,65.0,105028.2,105847.57231737909,102570.08304786272,-1.0,SL,0.7668064769502236,4.703356359813402,False,DEV
BTCUSDT,2025-06-17 16:00:00+00:00,SHORT,BEAR_TREND,55.0,55.0,104354.0,107745.67685494515,94178.96943516454,-0.07898747771604159,TIME,0.3107607372628206,0.33788596290625467,False,DEV
BTCUSDT,2025-06-17 22:00:00+00:00,SHORT,BEAR_TREND,46.0,46.0,104620.2,106526.15228528171,98902.34314415485,-0.1266033792468926,TIME,0.6265109621165004,0.46160651911071343,False,DEV
BTCUSDT,2025-06-18 07:00:00+00:00,SHORT,BEAR_TREND,76.0,76.0,104808.8,105557.1633510919,102563.7099467243,0.07001946303697835,TIME,1.8476318996414818,0.656365653506829,False,DEV
BTCUSDT,2025-06-18 13:00:00+00:00,SHORT,BEAR_TREND,64.0,64.0,104010.7,105559.01223201411,99365.76330395766,-0.3739555808112499,TIME,0.37757242235276933,0.8327131784800442,False,DEV
BTCUSDT,2025-06-18 19:00:00+00:00,SHORT,BEAR_TREND,79.0,79.0,104258.5,105501.81067832278,100528.56796503165,-0.06667681814799946,TIME,0.528427859146426,0.745750853882138,False,DEV
BTCUSDT,2025-06-19 01:00:00+00:00,SHORT,BEAR_TREND,70.0,70.0,104492.7,105372.26521673109,101854.00434980672,-0.0017053880388480554,TIME,0.7076223435860132,0.7859565008371104,False,DEV
BTCUSDT,2025-06-19 13:00:00+00:00,SHORT,BEAR_TREND,71.0,71.0,104589.8,105233.57771945026,102658.46684164923,-1.0,SL,1.1176217788562268,2.9457372361680916,False,DEV
BTCUSDT,2025-06-19 19:00:00+00:00,SHORT,BEAR_TREND,76.0,76.0,104341.4,105082.3912489378,102118.42625318658,-1.0,SL,2.815282910547694,2.8945011200530786,False,DEV
BTCUSDT,2025-06-20 01:00:00+00:00,SHORT,BEAR_TREND,70.0,70.0,104494.2,104914.14763677525,103234.35708967425,-1.0,SL,5.3313789718936295,4.743448529193862,False,DEV
BTCUSDT,2025-06-20 20:00:00+00:00,SHORT,BEAR_TREND,63.0,63.0,103555.5,106548.21798389488,94577.34604831536,0.3832302295678922,TIME,0.4769243235349694,0.1286790142179774,False,DEV
BTCUSDT,2025-06-21 02:00:00+00:00,SHORT,BEAR_TREND,70.0,70.0,103372.8,106129.26727570273,95103.39817289182,0.360751607234843,TIME,0.9370327095000714,0.20598829705143112,False,DEV
BTCUSDT,2025-06-21 08:00:00+00:00,SHORT,BEAR_TREND,68.0,68.0,103444.2,103838.32011044605,102261.83966866185,-1.0,SL,6.734748949998965,1.2595145156084622,False,DEV
BTCUSDT,2025-06-21 14:00:00+00:00,SHORT,BEAR_TREND,74.0,74.0,103507.7,103976.96949605421,102099.89151183736,3.0,TP3R,7.009405102308196,0.47222332127551014,False,DEV
BTCUSDT,2025-06-21 20:00:00+00:00,SHORT,BEAR_TREND,66.0,66.0,102408.6,103981.09305236604,97691.12084290192,2.5371177277998846,TIME,2.6641135194185,0.6066799459397149,False,DEV
BTCUSDT,2025-06-22 02:00:00+00:00,SHORT,BEAR_TREND,70.0,70.0,102378.4,103898.02774801632,97819.51675595102,0.9203569767830834,TIME,2.8052922865910976,0.350283153683427,False,DEV
BTCUSDT,2025-06-22 08:00:00+00:00,SHORT,BEAR_TREND,70.0,70.0,102379.2,103422.54369869205,99249.16890392383,3.0,TP3R,4.0866686647411905,0.3934465704011111,False,DEV
BTCUSDT,2025-06-22 14:00:00+00:00,SHORT,BEAR_TREND,66.0,66.0,100420.1,102976.89679107451,92749.70962677649,-0.6952058162013716,TIME,0.9014013190432119,0.8512213436740709,False,DEV
BTCUSDT,2025-06-22 20:00:00+00:00,SHORT,BEAR_TREND,53.0,53.0,98418.9,102870.52565802455,85064.02302592633,-1.0,SL,0.06817734088959328,1.1014627861085435,True,DEV
BTCUSDT,2025-06-23 12:00:00+00:00,SHORT,BEAR_TREND,73.0,78.0,101155.3,102218.60144687217,97965.3956593835,-1.0,SL,1.5119889140838154,4.6033041847148475,False,DEV
BTCUSDT,2025-06-25 04:00:00+00:00,LONG,BULL_TREND,65.0,65.0,106129.4,105027.14907238538,109436.15278284384,1.502652398383013,TIME,1.923790624144885,0.16348364558873035,False,DEV
BTCUSDT,2025-06-25 10:00:00+00:00,LONG,BULL_TREND,68.0,68.0,106670.6,105622.04032108637,109816.2790367409,0.6216145948653016,TIME,1.5061612913022109,0.019550627791866997,False,DEV
BTCUSDT,2025-06-25 16:00:00+00:00,LONG,BULL_TREND,67.0,67.0,107314.1,105892.28601800729,111579.54194597816,-0.10071641003228313,TIME,0.6581732996382801,0.5725784176485728,False,DEV
BTCUSDT,2025-06-25 22:00:00+00:00,LONG,BULL_TREND,65.0,65.0,107393.9,106345.8092726606,110538.17218201818,-0.41494499345872293,TIME,0.8167231878608222,0.8528841794728788,False,DEV
BTCUSDT,2025-06-26 04:00:00+00:00,LONG,BULL_TREND,65.0,65.0,107785.7,106645.64785024889,111205.85644925332,-1.0,SL,0.30638949286334055,1.2635386901506969,True,DEV
BTCUSDT,2025-06-26 18:00:00+00:00,LONG,BULL_TREND,68.0,68.0,107500.6,106449.75047441556,110653.14857675334,-1.0,SL,0.44792331208239344,1.1300380987844605,True,DEV
BTCUSDT,2025-06-27 04:00:00+00:00,LONG,BULL_TREND,62.0,62.0,107370.7,106298.94897190644,110585.95308428066,-0.164030633413731,TIME,0.2941914602693345,0.9867963475446963,False,DEV
BTCUSDT,2025-06-27 16:00:00+00:00,LONG,BULL_TREND,66.0,66.0,107126.9,106264.36037494405,109714.51887516782,0.29169674376836613,TIME,0.6179426249146881,0.8736989908737404,False,DEV
BTCUSDT,2025-06-27 22:00:00+00:00,LONG,BULL_TREND,75.0,75.0,107115.1,106265.31269838451,109664.46190484648,0.11249873917655687,TIME,0.4976539413992635,0.40963191534899246,False,DEV
BTCUSDT,2025-06-28 04:00:00+00:00,LONG,BULL_TREND,71.0,71.0,107195.0,106333.44206210537,109779.67381368388,0.01195508688037025,TIME,0.39811599999668323,0.180138784838146,False,DEV
BTCUSDT,2025-06-28 10:00:00+00:00,LONG,BULL_TREND,71.0,71.0,107254.5,106736.98644218565,108807.04067344306,1.660053127165009,TIME,1.6917431181852585,0.4148683580518219,False,DEV
BTCUSDT,2025-06-28 16:00:00+00:00,LONG,BULL_TREND,71.0,71.0,107378.5,107005.96281743784,108496.11154768647,3.0,TP3R,3.007753460456401,0.7564345606038577,False,DEV
BTCUSDT,2025-06-28 22:00:00+00:00,LONG,BULL_TREND,66.0,66.0,107210.8,107016.78875824943,107792.83372525172,3.0,TP3R,6.639821426719928,0.5061562366898611,False,DEV
BTCUSDT,2025-06-29 06:00:00+00:00,LONG,BULL_TREND,67.0,67.0,107282.0,107077.38398759266,107895.84803722201,3.0,TP3R,7.340090261411764,0.38217927854210054,False,DEV
BTCUSDT,2025-06-29 12:00:00+00:00,LONG,BULL_TREND,61.0,61.0,108138.9,107087.8493328232,111292.05200153038,-0.4498355928643923,TIME,0.6136716527020731,0.88968118208016,False,DEV
BTCUSDT,2025-06-29 22:00:00+00:00,LONG,BULL_TREND,62.0,62.0,107749.7,107175.41612092115,109472.55163723655,-1.0,SL,1.800851526006351,1.8515233297259364,False,DEV
BTCUSDT,2025-06-30 04:00:00+00:00,LONG,BULL_TREND,67.0,67.0,108463.1,107173.69166293877,112331.32501118371,-1.0,SL,0.012331237159698211,1.377918808908426,True,DEV
BTCUSDT,2025-07-02 16:00:00+00:00,LONG,BULL_TREND,53.0,53.0,109381.8,105894.82097549307,119842.7370735208,-0.02770306311597769,TIME,0.3160902294661355,0.25844720993910464,False,DEV
BTCUSDT,2025-07-02 22:00:00+00:00,LONG,BULL_TREND,49.0,49.0,109234.9,107079.39687733198,115701.40936800404,0.1889118116869124,TIME,0.5794934773529387,0.349941501855186,False,DEV
BTCUSDT,2025-07-03 04:00:00+00:00,LONG,BULL_TREND,54.0,54.0,108764.9,108086.03531998757,110801.49404003727,0.6753923329633345,TIME,2.532316160517497,0.09383313328192462,False,DEV
BTCUSDT,2025-07-03 10:00:00+00:00,LONG,BULL_TREND,61.0,61.0,109902.0,108435.29584935299,114302.11245194104,-0.6572559296124902,TIME,0.3968080404921881,0.9856111741159955,False,DEV
BTCUSDT,2025-07-03 16:00:00+00:00,LONG,BULL_TREND,79.0,79.0,109285.2,108450.30474546236,111789.88576361291,-1.0,SL,0.811958142432403,2.2580078036783364,False,DEV
BTCUSDT,2025-07-03 22:00:00+00:00,LONG,BULL_TREND,73.0,73.0,109642.0,108655.19191095313,112602.42426714061,-1.0,SL,0.13751407341124036,2.474645300444039,True,DEV
BTCUSDT,2025-07-06 20:00:00+00:00,LONG,BULL_TREND,60.0,60.0,108739.5,107714.19032089553,111815.4290373134,-1.0,SL,0.9218678212669958,1.2518169155693957,False,DEV
BTCUSDT,2025-07-07 02:00:00+00:00,LONG,BULL_TREND,69.0,69.0,109407.2,108136.19181081429,113220.22456755713,-1.0,SL,0.20464069564071208,1.535159266951741,True,DEV
BTCUSDT,2025-07-09 12:00:00+00:00,LONG,BULL_TREND,69.0,69.0,109350.0,108240.42128653382,112678.73614039854,1.2709328170100835,TIME,2.421459575055101,0.830044762775698,False,DEV
BTCUSDT,2025-07-09 18:00:00+00:00,LONG,BULL_TREND,69.0,69.0,109420.0,108387.07393420165,112518.77819739506,3.0,TP3R,4.201655998143091,0.09710278723819454,False,DEV
BTCUSDT,2025-07-10 00:00:00+00:00,LONG,BULL_TREND,53.0,53.0,111227.7,108375.43288652049,119784.50134043852,1.618712349267904,TIME,2.199057714601057,0.2789009473343335,False,DEV
BTCUSDT,2025-07-10 06:00:00+00:00,LONG,BULL_TREND,67.0,67.0,111113.6,108933.18605138127,117654.84184585621,3.0,TP3R,3.3398703969093746,0.31250946657705403,False,DEV
BTCUSDT,2025-07-10 13:00:00+00:00,LONG,BULL_TREND,62.0,62.0,110838.2,110716.26344652096,111204.00966043712,-1.0,SL,65.97365408874482,3.329600422647537,False,DEV
BTCUSDT,2025-07-10 19:00:00+00:00,LONG,BULL_TREND,54.0,54.0,113599.9,110375.76540614433,123272.30378156698,1.280312555147878,TIME,1.6385482200612227,0.17635740179196943,False,DEV
BTCUSDT,2025-07-11 01:00:00+00:00,LONG,BULL_TREND,57.0,57.0,115615.6,110357.89624767663,131388.71125697013,0.37349004289795523,TIME,0.6214119611733971,0.0,False,DEV
BTCUSDT,2025-07-11 07:00:00+00:00,LONG,BULL_TREND,60.0,60.0,117443.7,112875.01815276821,131149.74554169533,0.10326829833551925,TIME,0.3149923868898801,0.18224074860990228,False,DEV
BTCUSDT,2025-07-11 13:00:00+00:00,LONG,BULL_TREND,54.0,54.0,117765.4,115113.9174343233,125719.84769703007,-0.12208264319376537,TIME,0.1608534053819629,0.435341350134579,False,DEV
BTCUSDT,2025-07-11 19:00:00+00:00,LONG,BULL_TREND,46.0,46.0,117727.8,116534.58232490538,121307.45302528387,-0.14113099689598077,TIME,0.37637726072434946,0.7252658237160134,False,DEV
BTCUSDT,2025-07-12 01:00:00+00:00,LONG,BULL_TREND,63.0,63.0,117579.2,116545.72435540838,120679.62693377484,-0.2700595814333679,TIME,0.5783397055633402,0.6935818988586347,False,DEV
BTCUSDT,2025-07-12 07:00:00+00:00,LONG,BULL_TREND,65.0,65.0,117915.5,117002.65358563454,120654.03924309637,-1.0,SL,0.2863570430757513,1.1536442313048283,True,DEV
BTCUSDT,2025-07-12 14:00:00+00:00,LONG,BULL_TREND,68.0,68.0,117579.7,117173.13532718018,118799.39401845945,-1.0,SL,2.810131023130808,1.764294952202833,False,DEV
BTCUSDT,2025-07-13 02:00:00+00:00,LONG,BULL_TREND,64.0,64.0,117431.0,116823.19470576235,119254.41588271296,3.0,TP3R,3.6590665153541972,0.11780088241878679,False,DEV
BTCUSDT,2025-07-13 08:00:00+00:00,LONG,BULL_TREND,61.0,61.0,117902.7,116926.2353977026,120832.09380689217,3.0,TP3R,5.527389305563594,0.26770043623187345,False,DEV
BTCUSDT,2025-07-13 14:00:00+00:00,LONG,BULL_TREND,66.0,66.0,118575.1,117129.17871859959,122912.86384420125,3.0,TP3R,3.267743590732549,0.2610100597139609,False,DEV
BTCUSDT,2025-07-13 20:00:00+00:00,LONG,BULL_TREND,69.0,69.0,118913.9,117596.99447233469,122864.61658299592,3.0,TP3R,3.3306109723572606,0.5438507052739922,False,DEV
BTCUSDT,2025-07-14 02:00:00+00:00,LONG,BULL_TREND,67.0,67.0,119134.8,118070.82998038064,122326.71005885808,3.0,TP3R,3.914771960858559,0.8840474662401772,False,DEV
BTCUSDT,2025-07-14 08:00:00+00:00,LONG,BULL_TREND,54.0,54.0,122385.1,118128.06327256435,135156.21018230697,-1.0,SL,0.07216287283127286,1.4465696197339388,True,DEV
BTCUSDT,2025-07-14 14:00:00+00:00,LONG,BULL_TREND,65.0,65.0,121758.1,118797.32765871006,130640.41702386986,-1.0,SL,0.07187313831338872,1.868127421641008,True,DEV
BTCUSDT,2025-07-16 16:00:00+00:00,LONG,BULL_TREND,90.0,95.0,118734.4,117173.50672466304,123417.07982601087,-0.04977918812753136,TIME,0.874883646164217,0.8466946593223613,False,DEV
BTCUSDT,2025-07-16 22:00:00+00:00,LONG,BULL_TREND,65.0,70.0,119292.8,118077.83865840126,122937.68402479622,-1.0,SL,1.3652286235028275,1.5473743366403327,False,DEV
BTCUSDT,2025-07-18 00:00:00+00:00,LONG,BULL_TREND,84.0,84.0,119037.6,117325.89712512896,124172.70862461314,-1.0,SL,1.0565501913620663,1.31372099270992,False,DEV
BTCUSDT,2025-07-18 06:00:00+00:00,LONG,BULL_TREND,62.0,67.0,120419.7,118258.31109989999,126903.86670030002,-1.0,SL,0.020125947717223532,1.6798457694642588,True,DEV
BTCUSDT,2025-07-21 20:00:00+00:00,SHORT,BEAR_TREND,57.0,57.0,116881.3,119795.33241850814,108139.20274447558,-1.0,SL,0.34876070476947707,1.173219617697418,True,DEV
BTCUSDT,2025-07-22 02:00:00+00:00,SHORT,BEAR_TREND,86.0,86.0,117463.1,119276.7361176435,112022.19164706954,-1.0,SL,0.5397444341105884,1.5642608637978606,False,DEV
BTCUSDT,2025-07-22 20:00:00+00:00,LONG,BULL_TREND,61.0,61.0,119672.0,117354.59772247387,126624.20683257838,-1.0,SL,0.25580366678194044,1.0451357640787058,True,DEV
BTCUSDT,2025-07-23 02:00:00+00:00,LONG,BULL_TREND,77.0,82.0,119151.7,117447.10512405631,124265.48462783106,-1.0,SL,0.15035830719490562,1.1156316535019444,True,DEV
BTCUSDT,2025-07-25 04:00:00+00:00,SHORT,BEAR_TREND,53.0,53.0,115190.4,119444.95032972115,102426.74901083653,-0.5464267242908304,TIME,0.12295071381474891,0.5994052960626636,False,DEV
BTCUSDT,2025-07-25 10:00:00+00:00,SHORT,BEAR_TREND,70.0,70.0,116200.0,118702.45746480938,108692.62760557185,-0.5606888507521074,TIME,0.5410281769177335,0.6156348396184851,False,DEV
BTCUSDT,2025-07-25 16:00:00+00:00,SHORT,BEAR_TREND,59.0,59.0,115827.0,116835.63260243383,112801.1021926985,-1.0,SL,0.4103575464458039,2.382135967251379,True,DEV
BTCUSDT,2025-07-28 00:00:00+00:00,LONG,BULL_TREND,67.0,67.0,119455.7,117808.30598748146,124397.8820375556,-1.0,SL,0.21628098517566674,1.2551338564348073,True,DEV
BTCUSDT,2025-07-28 06:00:00+00:00,LONG,BULL_TREND,62.0,62.0,119567.4,118666.69949052496,122269.5015284251,-1.0,SL,0.02642387758154431,2.4196722185382553,True,DEV
BTCUSDT,2025-07-29 08:00:00+00:00,LONG,BULL_TREND,64.0,64.0,118961.7,117353.08532366513,123787.5440290046,-1.0,SL,0.05489195224874441,1.2673637944452025,True,DEV
BTCUSDT,2025-07-30 16:00:00+00:00,SHORT,BEAR_TREND,75.0,80.0,117771.1,118821.60893498613,114619.57319504164,-1.0,SL,1.9715205944701129,1.0841411834493717,False,DEV
BTCUSDT,2025-07-30 22:00:00+00:00,SHORT,BEAR_TREND,76.0,81.0,117289.3,118831.64905477462,112662.25283567615,-1.0,SL,0.8159631544520269,1.0507997492414762,False,DEV
BTCUSDT,2025-07-31 12:00:00+00:00,LONG,BULL_TREND,76.0,76.0,118390.1,117403.26754658141,121350.5973602558,-1.0,SL,0.46603655808724526,4.3923362927357905,True,DEV
BTCUSDT,2025-08-01 00:00:00+00:00,SHORT,BEAR_TREND,63.0,63.0,115248.2,118910.95802279936,104259.92593160192,0.5318669668795385,TIME,0.706625986180189,0.20525516436529972,False,DEV
BTCUSDT,2025-08-01 06:00:00+00:00,SHORT,BEAR_TREND,67.0,67.0,115370.1,118410.35843089005,106249.32470732988,0.5232449925430496,TIME,0.8914044847189585,0.19271388051984484,False,DEV
BTCUSDT,2025-08-01 12:00:00+00:00,SHORT,BEAR_TREND,67.0,67.0,115441.2,116358.2317831691,112690.10465049268,3.0,TP3R,3.03282836107233,0.5613763987775227,False,DEV
BTCUSDT,2025-08-01 18:00:00+00:00,SHORT,BEAR_TREND,59.0,59.0,114092.9,116041.2767499188,108247.76975024356,0.8473207248386574,TIME,0.8688771307040786,0.13190467398602926,False,DEV
BTCUSDT,2025-08-02 00:00:00+00:00,SHORT,BEAR_TREND,62.0,62.0,113300.1,116037.06161839572,105089.21514481287,0.24768341486548298,TIME,0.507898974781686,0.255721525393639,False,DEV
BTCUSDT,2025-08-02 06:00:00+00:00,SHORT,BEAR_TREND,69.0,69.0,113779.3,115124.68164476895,109743.15506569316,0.22714744265185002,TIME,1.4340168884430844,0.15512326989999847,False,DEV
BTCUSDT,2025-08-02 12:00:00+00:00,SHORT,BEAR_TREND,73.0,73.0,113670.1,114053.2070292307,112520.77891230791,3.0,TP3R,4.750891685947078,1.3831643889804521,False,DEV
BTCUSDT,2025-08-02 18:00:00+00:00,SHORT,BEAR_TREND,69.0,69.0,112442.1,114050.60100947708,107616.5969715688,-1.0,SL,0.3681067009044029,1.0928808807968948,True,DEV
BTCUSDT,2025-08-03 00:00:00+00:00,SHORT,BEAR_TREND,62.0,62.0,112622.3,113922.09583960062,108722.91248119816,-1.0,SL,0.5941702354096671,1.6215623529366165,False,DEV
BTCUSDT,2025-08-05 16:00:00+00:00,SHORT,BEAR_TREND,69.0,69.0,113072.5,115115.1490684459,106944.5527946623,-1.0,SL,0.1553864561970405,1.1825330338498998,True,DEV
BTCUSDT,2025-08-05 22:00:00+00:00,SHORT,BEAR_TREND,82.0,82.0,113729.3,115112.72772871082,109579.01681386757,-1.0,SL,0.30706338407418304,1.4058558749667436,True,DEV
BTCUSDT,2025-08-06 04:00:00+00:00,SHORT,BEAR_TREND,62.0,62.0,113351.0,114225.08987879477,110728.7303636157,-1.0,SL,0.053198190630140064,2.657850246708414,True,DEV
BTCUSDT,2025-08-06 12:00:00+00:00,SHORT,BEAR_TREND,84.0,84.0,113903.6,114436.08627760726,112306.14116717824,-1.0,SL,0.7203941512328267,5.406712099581013,False,DEV
BTCUSDT,2025-08-07 20:00:00+00:00,LONG,BULL_TREND,55.0,55.0,117245.1,114640.13173823657,125060.00478529032,-0.3143224476162003,TIME,0.13309183266797184,0.535553549913729,False,DEV
BTCUSDT,2025-08-08 02:00:00+00:00,LONG,BULL_TREND,64.0,64.0,116838.7,115503.82527476273,120843.32417571181,-0.34257896366920804,TIME,0.2930612083695437,0.7406687543838679,False,DEV
BTCUSDT,2025-08-08 08:00:00+00:00,LONG,BULL_TREND,49.0,49.0,116859.4,116298.69513483331,118541.51459550005,-1.0,SL,0.6607754328827857,1.8002340673465047,False,DEV
BTCUSDT,2025-08-08 14:00:00+00:00,LONG,BULL_TREND,63.0,63.0,116713.5,116212.8486715582,118215.45398532541,-1.0,SL,2.3832953838625377,1.7247532383215776,False,DEV
BTCUSDT,2025-08-08 21:00:00+00:00,LONG,BULL_TREND,68.0,68.0,116783.3,115802.22203714827,119726.5338885552,-0.14280210676914218,TIME,1.1450670003172507,0.4885442524942714,False,DEV
BTCUSDT,2025-08-09 07:00:00+00:00,LONG,BULL_TREND,72.0,72.0,116690.5,116213.62091590586,118121.13725228241,3.0,TP3R,4.293541210534244,0.7140174760375628,False,DEV
BTCUSDT,2025-08-09 13:00:00+00:00,LONG,BULL_TREND,71.0,71.0,116854.8,116264.47140681479,118625.78577955565,3.0,TP3R,3.1900877269706376,0.8551169735422629,False,DEV
BTCUSDT,2025-08-10 03:00:00+00:00,LONG,BULL_TREND,61.0,61.0,117875.2,116311.91870969105,122565.04387092685,2.618658603142983,TIME,2.6321558541692753,0.34107745247473725,False,DEV
BTCUSDT,2025-08-10 09:00:00+00:00,LONG,BULL_TREND,60.0,60.0,118276.8,116302.77933831581,124198.86198505257,1.6276931961080119,TIME,2.11406095235068,0.19538802581272205,False,DEV
BTCUSDT,2025-08-10 15:00:00+00:00,LONG,BULL_TREND,56.0,56.0,118853.2,116532.43615828476,125815.4915251457,0.48272899631700994,TIME,1.549834556773202,0.3633286527666699,False,DEV
BTCUSDT,2025-08-10 21:00:00+00:00,LONG,BULL_TREND,68.0,68.0,118200.0,117847.49929433824,119257.50211698528,3.0,TP3R,12.056713452591056,0.2521980766906529,False,DEV
BTCUSDT,2025-08-11 03:00:00+00:00,LONG,BULL_TREND,59.0,59.0,121968.9,117946.78075069639,134035.2577479108,-0.7536076909019539,TIME,0.11961355946452952,0.9743370987020128,False,DEV
BTCUSDT,2025-08-11 09:00:00+00:00,LONG,BULL_TREND,53.0,53.0,121490.0,117947.85241156534,132116.44276530397,-0.8236528623273143,TIME,0.0,0.9711622438409464,False,DEV
BTCUSDT,2025-08-11 16:00:00+00:00,LONG,BULL_TREND,68.0,68.0,120663.6,119276.16751448163,124825.89745655515,-1.0,SL,0.07582350932246744,1.8837673380723083,True,DEV
BTCUSDT,2025-08-12 20:00:00+00:00,LONG,BULL_TREND,48.0,48.0,119700.0,118091.12334775436,124526.62995673693,1.918294976617504,TIME,1.9579499743520734,0.5413715207963724,False,DEV
BTCUSDT,2025-08-13 04:00:00+00:00,LONG,BULL_TREND,60.0,60.0,119675.6,118969.53330831355,121793.80007505938,-1.0,SL,6.897365443436917,1.1990368756496375,False,DEV
BTCUSDT,2025-08-13 10:00:00+00:00,LONG,BULL_TREND,64.0,64.0,120350.4,118770.61992281432,125089.740231557,0.7178214337404392,TIME,2.6555595051392404,0.17996175803562478,False,DEV
BTCUSDT,2025-08-13 16:00:00+00:00,LONG,BULL_TREND,53.0,53.0,121507.4,118753.19938664208,129770.00184007373,-1.0,SL,1.103114996512853,1.487691194362366,False,DEV
