symbol,date,bin,buy_usdt,sell_usdt,net_cvd_usdt,ncvd,buy_count,sell_count
ONDOUSDT,2026-03-29,R1,1529585.2553,1503766.7576,25818.4977,0.851154,9334,11146
ONDOUSDT,2026-03-29,R2,936505.8673,1167439.5068,-230933.6395,-10.976218,508,616
ONDOUSDT,2026-03-30,M,103173.8083,84128.7716,19045.0367,10.168059,6,5
ONDOUSDT,2026-03-30,R1,1265223.1864,1472649.816,-207426.6296,-7.576196,7866,8495
ONDOUSDT,2026-03-30,R2,835524.5502,908594.054,-73069.5038,-4.18948,403,483
ONDOUSDT,2026-03-31,M,22066.4233,31554.5917,-9488.1684,-17.694869,2,2
ONDOUSDT,2026-03-31,R1,1597406.122,1719005.1581,-121599.0361,-3.666585,9688,11019
ONDOUSDT,2026-03-31,R2,1331582.6244,1265820.0661,65762.5583,2.531858,655,595
ONDOUSDT,2026-04-01,M,254844.3681,293459.3193,-38614.9512,-7.042621,12,17
ONDOUSDT,2026-04-01,R1,1493538.4896,1450035.8433,43502.6463,1.477885,9278,9062
ONDOUSDT,2026-04-01,R2,985950.0537,1202699.8703,-216749.8166,-9.903357,425,484
ONDOUSDT,2026-04-02,M,80345.4779,145705.4151,-65359.9372,-28.913815,6,11
ONDOUSDT,2026-04-02,R1,1476263.7683,1525520.4239,-49256.6556,-1.640913,10878,11753
ONDOUSDT,2026-04-02,R2,722148.0342,785770.616,-63622.5818,-4.219232,347,366
ONDOUSDT,2026-04-03,M,89122.975,58787.5511,30335.4239,20.509307,3,4
ONDOUSDT,2026-04-03,R1,877299.6063,813690.2761,63609.3302,3.761662,6089,6664
ONDOUSDT,2026-04-03,R2,425092.7983,664914.4073,-239821.609,-22.001837,199,272
ONDOUSDT,2026-04-04,M,23709.8022,44908.7589,-21198.9567,-30.89391,2,3
ONDOUSDT,2026-04-04,R1,418108.4927,393876.4487,24232.044,2.984297,3216,4027
ONDOUSDT,2026-04-04,R2,357644.1429,244329.8667,113314.2762,18.823782,178,130
ONDOUSDT,2026-04-05,M,165058.1508,86371.6427,78686.5081,31.295618,7,6
ONDOUSDT,2026-04-05,R1,1106166.7557,1367991.3426,-261824.5869,-10.582371,7869,9450
ONDOUSDT,2026-04-05,R2,552853.278,623645.8944,-70792.6164,-6.017226,294,294
ONDOUSDT,2026-04-06,M,189674.388,84479.0093,105195.3787,38.370992,6,6
ONDOUSDT,2026-04-06,R1,2058366.7716,1954866.4403,103500.3313,2.578976,14019,13626
ONDOUSDT,2026-04-06,R2,1432845.1705,2198361.5335,-765516.363,-21.081597,666,1063
ONDOUSDT,2026-04-07,M,37187.8721,53870.7787,-16682.9066,-18.321056,3,4
ONDOUSDT,2026-04-07,R1,1904750.6988,2082334.8335,-177584.1347,-4.453984,11022,16486
ONDOUSDT,2026-04-07,R2,1787406.1754,1079240.5861,708165.5893,24.703622,926,495
ONDOUSDT,2026-04-08,M,74742.1381,141723.5523,-66981.4142,-30.943201,4,8
ONDOUSDT,2026-04-08,R1,1411835.4612,1435847.938,-24012.4768,-0.843228,10565,10692
ONDOUSDT,2026-04-08,R2,764844.8467,1172413.9706,-407569.1239,-21.038445,363,525
ONDOUSDT,2026-04-09,M,122548.1831,222324.9644,-99776.7813,-28.931444,9,12
ONDOUSDT,2026-04-09,R1,1865193.7631,1851669.552,13524.2111,0.363861,12578,12135
ONDOUSDT,2026-04-09,R2,1726057.7223,2449931.82,-723874.0977,-17.334193,821,1223
ONDOUSDT,2026-04-10,M,167870.7533,41490.6033,126380.15,60.364602,8,3
ONDOUSDT,2026-04-10,R1,1194254.6444,1253315.2553,-59060.6109,-2.413031,7330,8429
ONDOUSDT,2026-04-10,R2,937940.4868,1076705.3057,-138764.8189,-6.887802,429,505
ONDOUSDT,2026-04-11,M,152743.6422,126422.1698,26321.4724,9.428616,8,8
ONDOUSDT,2026-04-11,R1,1018950.2328,1242987.6145,-224037.3817,-9.904666,7506,10583
ONDOUSDT,2026-04-11,R2,606778.8073,766707.9177,-159929.1104,-11.644023,282,324
ONDOUSDT,2026-04-12,M,109217.6125,86388.1135,22829.499,11.671181,5,5
ONDOUSDT,2026-04-12,R1,1283251.025,1713003.5986,-429752.5736,-14.342992,7890,24351
ONDOUSDT,2026-04-12,R2,1041897.5163,1057386.7481,-15489.2318,-0.737834,501,471
ONDOUSDT,2026-04-13,M,142768.9649,109490.798,33278.1669,13.192023,8,5
ONDOUSDT,2026-04-13,R1,1709806.5902,1794603.9511,-84797.3609,-2.419733,9510,11199
ONDOUSDT,2026-04-13,R2,2279826.2738,1891579.2981,388246.9757,9.307342,1167,850
ONDOUSDT,2026-04-14,M,84538.8388,313610.9927,-229072.1539,-57.534158,5,20
ONDOUSDT,2026-04-14,R1,1347622.2428,1516277.5117,-168655.2689,-5.889007,7974,11747
ONDOUSDT,2026-04-14,R2,1515351.8134,1407045.9575,108305.8559,3.706061,651,602
ONDOUSDT,2026-04-15,M,73760.8497,115457.2127,-41696.363,-22.036143,4,9
ONDOUSDT,2026-04-15,R1,999387.2308,1063108.8252,-63721.5944,-3.089538,7352,10447
ONDOUSDT,2026-04-15,R2,748863.1819,886001.8503,-137138.6684,-8.388379,336,411
ONDOUSDT,2026-04-16,M,334001.7594,177691.5899,156310.1695,30.547626,19,11
ONDOUSDT,2026-04-16,R1,2201945.187,1924057.1335,277888.0535,6.735044,17821,14918
ONDOUSDT,2026-04-16,R2,1709742.626,1965390.7761,-255648.1501,-6.95616,782,898
ONDOUSDT,2026-04-17,M,564916.2684,440794.7108,124121.5576,12.341673,31,27
ONDOUSDT,2026-04-17,R1,2098842.6946,2066977.7923,31864.9023,0.764913,13569,13948
ONDOUSDT,2026-04-17,R2,2346887.4276,3512749.261,-1165861.8334,-19.896487,992,1415
ONDOUSDT,2026-04-18,M,177941.7954,168048.1274,9893.668,2.859525,9,10
ONDOUSDT,2026-04-18,R1,971306.0063,1134506.4741,-163200.4678,-7.75,6427,7147
ONDOUSDT,2026-04-18,R2,1089755.4611,1273280.9334,-183525.4723,-7.766511,482,610
ONDOUSDT,2026-04-19,M,116573.541,349690.0987,-233116.5577,-49.996727,7,21
ONDOUSDT,2026-04-19,R1,907264.3123,1060529.1629,-153264.8506,-7.788665,6167,7208
ONDOUSDT,2026-04-19,R2,776290.2072,961090.9899,-184800.7827,-10.636744,402,503
ONDOUSDT,2026-04-20,M,42617.2049,122563.1002,-79945.8953,-48.399169,2,7
ONDOUSDT,2026-04-20,R1,756992.5793,777302.3757,-20309.7964,-1.323722,5501,5989
ONDOUSDT,2026-04-20,R2,862634.731,732316.548,130318.183,8.170669,430,354
ONDOUSDT,2026-04-21,M,123543.8119,45515.7337,78028.0782,46.154198,8,4
ONDOUSDT,2026-04-21,R1,877739.6538,858077.0458,19662.608,1.132758,6712,6013
ONDOUSDT,2026-04-21,R2,858015.0654,962247.038,-104231.9726,-5.726207,420,479
ONDOUSDT,2026-04-22,M,398964.956,439005.8257,-40040.8697,-4.778313,17,18
ONDOUSDT,2026-04-22,R1,1155930.627,1127296.6153,28634.0117,1.254103,8447,7622
ONDOUSDT,2026-04-22,R2,1216626.1336,1317550.7153,-100924.5817,-3.982539,563,582
ONDOUSDT,2026-04-23,M,36394.0521,66724.555,-30330.5029,-29.41322,3,3
ONDOUSDT,2026-04-23,R1,860249.0906,941073.4778,-80824.3872,-4.486947,6388,7557
ONDOUSDT,2026-04-23,R2,725897.4354,622023.9547,103873.4807,7.706197,335,332
ONDOUSDT,2026-04-24,M,0.0,47284.3554,-47284.3554,-100.0,0,4
ONDOUSDT,2026-04-24,R1,716895.1463,677224.4685,39670.6778,2.845572,6199,5223
ONDOUSDT,2026-04-24,R2,629427.4294,613418.3601,16009.0693,1.288098,302,319
ONDOUSDT,2026-04-25,M,64444.4347,125697.9887,-61253.554,-32.214565,5,6
ONDOUSDT,2026-04-25,R1,406865.7619,463827.6836,-56961.9217,-6.542133,3056,3609
ONDOUSDT,2026-04-25,R2,496378.9212,419639.9998,76738.9214,8.377438,216,222
ONDOUSDT,2026-04-26,M,316198.2303,109166.9183,207031.312,48.671433,17,8
ONDOUSDT,2026-04-26,R1,1269138.7824,1092800.4134,176338.369,7.46583,7545,6587
ONDOUSDT,2026-04-26,R2,1599696.2459,1481799.7618,117896.4841,3.82595,696,708
ONDOUSDT,2026-04-27,M,296686.0863,131394.2557,165291.8306,38.612338,11,9
ONDOUSDT,2026-04-27,R1,1082672.0518,1063055.1971,19616.8547,0.914229,7078,6199
ONDOUSDT,2026-04-27,R2,1131783.6342,1331904.3824,-200120.7482,-8.122812,481,582
ONDOUSDT,2026-04-28,M,32873.9265,134465.1019,-101591.1754,-60.709792,2,7
ONDOUSDT,2026-04-28,R1,741084.3891,743348.681,-2264.2919,-0.152536,4314,4176
ONDOUSDT,2026-04-28,R2,686535.997,844642.8198,-158106.8228,-10.325824,315,406
ONDOUSDT,2026-04-29,M,123510.621,42945.1645,80565.4565,48.400514,9,3
ONDOUSDT,2026-04-29,R1,1062248.2323,1114383.2604,-52135.0281,-2.395216,5946,6391
ONDOUSDT,2026-04-29,R2,808318.668,948529.1969,-140210.5289,-7.980801,369,460
ONDOUSDT,2026-04-30,M,29038.3013,87619.4203,-58581.119,-50.216238,1,4
ONDOUSDT,2026-04-30,R1,785629.0146,690786.411,94842.6036,6.423843,6826,4217
ONDOUSDT,2026-04-30,R2,479939.8547,543326.2511,-63386.3964,-6.194517,225,259
ONDOUSDT,2026-05-01,M,189321.263,94734.5477,94586.7153,33.298638,12,6
ONDOUSDT,2026-05-01,R1,1114271.0397,906900.137,207370.9027,10.259938,6868,4989
ONDOUSDT,2026-05-01,R2,1170676.8682,1044972.6474,125704.2208,5.67347,524,467
ONDOUSDT,2026-05-02,M,461182.6003,391826.2759,69356.3244,8.130786,28,23
ONDOUSDT,2026-05-02,R1,1289433.4527,1485523.8848,-196090.4321,-7.066431,8826,9161
ONDOUSDT,2026-05-02,R2,2477281.5291,2425115.2561,52166.273,1.064097,959,1003
ONDOUSDT,2026-05-03,M,423274.5368,531590.3472,-108315.8104,-11.343575,27,27
ONDOUSDT,2026-05-03,R1,1449236.4666,1497236.5955,-48000.1289,-1.629071,8807,11735
ONDOUSDT,2026-05-03,R2,1775140.562,1853245.0284,-78104.4664,-2.152596,797,819
ONDOUSDT,2026-05-04,M,1353204.449,1103113.5032,250090.9458,10.181538,69,59
ONDOUSDT,2026-05-04,R1,6413047.7796,6185194.6618,227853.1178,1.80861,38193,37296
ONDOUSDT,2026-05-04,R2,6835298.6436,5881558.0644,953740.5792,7.499814,3028,2658
ONDOUSDT,2026-05-05,M,526072.6215,618333.1587,-92260.5372,-8.061873,26,38
ONDOUSDT,2026-05-05,R1,4485931.0542,4173942.4102,311988.644,3.602693,27195,28129
ONDOUSDT,2026-05-05,R2,3833097.2855,4229661.9045,-396564.619,-4.918473,1716,1848
ONDOUSDT,2026-05-05,W,118090.4222,0.0,118090.4222,100.0,1,0
ONDOUSDT,2026-05-06,M,656091.273,732725.8956,-76634.6226,-5.517978,39,39
ONDOUSDT,2026-05-06,R1,4764449.1899,4541520.0527,222929.1372,2.39555,29544,28140
ONDOUSDT,2026-05-06,R2,3709193.7408,4159061.9788,-449868.238,-5.717509,1669,1790
ONDOUSDT,2026-05-07,M,1418554.6578,932909.3549,485645.3029,20.652891,66,51
ONDOUSDT,2026-05-07,R1,7794037.0644,6985955.4406,808081.6238,5.467402,47064,41323
ONDOUSDT,2026-05-07,R2,6095415.7778,6474498.5799,-379082.8021,-3.015795,2865,2887
ONDOUSDT,2026-05-08,M,2562406.7295,2929642.4372,-367235.7077,-6.686679,125,139
ONDOUSDT,2026-05-08,R1,17335810.9767,17592881.4491,-257070.4724,-0.735987,107847,111842
ONDOUSDT,2026-05-08,R2,13437868.1969,11090421.851,2347446.3459,9.570363,6505,5210
ONDOUSDT,2026-05-08,W,414068.4347,304287.4104,109781.0243,15.282262,2,2
ONDOUSDT,2026-05-09,M,2810346.2876,2829825.5344,-19479.2468,-0.345366,156,166
ONDOUSDT,2026-05-09,R1,13727181.0568,12383585.0472,1343596.0096,5.145755,95565,78889
ONDOUSDT,2026-05-09,R2,10329087.2242,11161675.8802,-832588.656,-3.87417,4366,5066
ONDOUSDT,2026-05-09,W,0.0,130055.1,-130055.1,-100.0,0,1
ONDOUSDT,2026-05-10,M,1907677.5559,1580535.9466,327141.6093,9.378486,125,100
ONDOUSDT,2026-05-10,R1,5079977.2499,5432980.668,-353003.4181,-3.357794,38938,37654
ONDOUSDT,2026-05-10,R2,5403026.7945,5018486.6686,384540.1259,3.689868,2234,2166
ONDOUSDT,2026-05-11,M,3288078.9705,2064322.4915,1223756.479,22.86369,208,145
ONDOUSDT,2026-05-11,R1,11025195.6181,11601972.7069,-576777.0888,-2.549047,69773,84715
ONDOUSDT,2026-05-11,R2,9825975.3981,7676075.439,2149899.9591,12.283703,4168,3326
ONDOUSDT,2026-05-12,M,1257040.1664,2043955.4183,-786915.2519,-23.838725,67,118
ONDOUSDT,2026-05-12,R1,7553463.1911,7047788.6757,505674.5154,3.463227,50444,44965
ONDOUSDT,2026-05-12,R2,6555313.262,7210002.2883,-654689.0263,-4.756077,2836,3101
ONDOUSDT,2026-05-13,M,638440.3842,768552.8866,-130112.5024,-9.247557,33,42
ONDOUSDT,2026-05-13,R1,4792152.7344,4406666.2967,385486.4377,4.190608,29703,28468
ONDOUSDT,2026-05-13,R2,4006580.6794,4084192.3696,-77611.6902,-0.959262,1799,1765
ONDOUSDT,2026-05-14,M,1104740.122,935113.8518,169626.2702,8.315608,52,59
ONDOUSDT,2026-05-14,R1,4606092.8103,4077534.5294,528558.2809,6.086837,29096,29187
ONDOUSDT,2026-05-14,R2,3702109.4772,3891360.6257,-189251.1485,-2.492288,1678,1750
ONDOUSDT,2026-05-15,M,603060.3465,617477.7598,-14417.4133,-1.181234,25,32
ONDOUSDT,2026-05-15,R1,3310368.0696,2826530.6039,483837.4657,7.884071,22287,18240
ONDOUSDT,2026-05-15,R2,2863461.3275,3145925.8977,-282464.5702,-4.700389,1283,1351
ONDOUSDT,2026-05-16,M,418244.3069,401586.2724,16658.0345,2.031887,19,24
ONDOUSDT,2026-05-16,R1,1774188.3084,1855044.5693,-80856.2609,-2.227916,12264,13887
ONDOUSDT,2026-05-16,R2,1885172.9424,2302636.4176,-417463.4752,-9.968541,793,958
ONDOUSDT,2026-05-17,M,515393.2946,349821.2377,165572.0569,19.136532,31,23
ONDOUSDT,2026-05-17,R1,2541785.1325,2488995.9688,52789.1637,1.049323,15662,18639
ONDOUSDT,2026-05-17,R2,2315727.4807,2315509.0937,218.387,0.004716,1024,994
ONDOUSDT,2026-05-18,M,351516.9644,415358.4077,-63841.4433,-8.324879,27,24
ONDOUSDT,2026-05-18,R1,4748892.019,4421113.377,327778.642,3.574465,28629,27144
ONDOUSDT,2026-05-18,R2,4321672.183,4163402.6192,158269.5638,1.86527,1969,1934
ONDOUSDT,2026-05-19,M,775547.3678,662609.2843,112938.0835,7.852975,50,42
ONDOUSDT,2026-05-19,R1,7968906.92,7150402.7339,818504.1861,5.413635,42797,41359
ONDOUSDT,2026-05-19,R2,7183804.8876,6026629.2247,1157175.6629,8.759558,3442,2843
ONDOUSDT,2026-05-20,M,718663.4677,746204.3326,-27540.8649,-1.880092,47,46
ONDOUSDT,2026-05-20,R1,7926257.7319,7889696.3905,36561.3414,0.231167,43490,40431
ONDOUSDT,2026-05-20,R2,7823828.0578,7655852.0544,167976.0034,1.085139,3681,3763
ONDOUSDT,2026-05-20,W,0.0,156765.3477,-156765.3477,-100.0,0,1
ONDOUSDT,2026-05-21,M,1018982.8423,816024.2639,202958.5784,11.06037,52,53
ONDOUSDT,2026-05-21,R1,8885649.795,8790641.8109,95007.9841,0.537488,50704,46149
ONDOUSDT,2026-05-21,R2,7773871.923,8232092.0234,-458220.1004,-2.862809,3750,3991
ONDOUSDT,2026-05-22,M,1968956.0142,2099299.5454,-130343.5312,-3.203917,115,122
ONDOUSDT,2026-05-22,R1,14662253.506,15493848.4432,-831594.9372,-2.757634,85684,85010
ONDOUSDT,2026-05-22,R2,17631387.0833,18085292.9452,-453905.8619,-1.270851,8199,8436
ONDOUSDT,2026-05-23,M,1744660.6993,1736643.6673,8017.032,0.230288,95,92
ONDOUSDT,2026-05-23,R1,9070831.1393,9301428.9515,-230597.8122,-1.255141,52473,56903
ONDOUSDT,2026-05-23,R2,11786665.5771,10648488.6551,1138176.922,5.073185,5209,4726
ONDOUSDT,2026-05-24,M,1794389.4788,1774322.5256,20066.9532,0.562302,77,93
ONDOUSDT,2026-05-24,R1,7893616.1127,8657521.643,-763905.5303,-4.615426,54070,50815
ONDOUSDT,2026-05-24,R2,9522803.623,9906489.0245,-383685.4015,-1.974778,4307,4595
ONDOUSDT,2026-05-24,W,0.0,166740.606,-166740.606,-100.0,0,1
ONDOUSDT,2026-05-25,M,1185046.9112,822997.5645,362049.3467,18.029947,70,51
ONDOUSDT,2026-05-25,R1,5559656.0371,5341287.1557,218368.8814,2.003211,33748,32285
ONDOUSDT,2026-05-25,R2,6138876.2911,6051455.1693,87421.1218,0.717135,2729,2692
ONDOUSDT,2026-05-26,M,1068960.3016,1957723.3536,-888763.052,-29.364253,68,108
ONDOUSDT,2026-05-26,R1,6982228.4045,8421978.8628,-1439750.4583,-9.346476,44436,46218
ONDOUSDT,2026-05-26,R2,8155465.7033,9197670.3077,-1042204.6044,-6.005857,3440,3889
ONDOUSDT,2026-05-26,W,0.0,578547.6354,-578547.6354,-100.0,0,4
ONDOUSDT,2026-05-27,M,491458.4338,800092.6894,-308634.2556,-23.896403,23,48
ONDOUSDT,2026-05-27,R1,2889026.0801,3316011.6845,-426985.6044,-6.881273,22116,19994
ONDOUSDT,2026-05-27,R2,3620180.6883,4543514.4024,-923333.7141,-11.310243,1512,1866
ONDOUSDT,2026-05-28,M,1933111.358,2167276.7692,-234165.4112,-5.710811,90,110
ONDOUSDT,2026-05-28,R1,5539440.7226,5109022.1146,430418.608,4.042073,32395,30136
ONDOUSDT,2026-05-28,R2,7144067.8579,7228908.3954,-84840.5375,-0.590278,2948,2893
ONDOUSDT,2026-05-28,W,780887.1343,232332.4905,548554.6438,54.139757,4,2
ONDOUSDT,2026-05-29,M,649405.7298,759158.3905,-109752.6607,-7.791811,30,35
ONDOUSDT,2026-05-29,R1,2763380.6895,2856137.2216,-92756.5321,-1.650614,17516,20634
ONDOUSDT,2026-05-29,R2,3146926.6738,3176082.3875,-29155.7137,-0.461105,1357,1342
ONDOUSDT,2026-05-30,M,969482.8854,780989.2509,188493.6345,10.76816,54,38
ONDOUSDT,2026-05-30,R1,3783494.3334,3336123.0533,447371.2801,6.283642,21905,25371
ONDOUSDT,2026-05-30,R2,4744449.1723,4346573.7599,397875.4124,4.376575,2032,1758
ONDOUSDT,2026-05-31,M,795843.1821,578428.8628,217414.3193,15.820326,35,31
ONDOUSDT,2026-05-31,R1,3579309.217,4144775.9824,-565466.7654,-7.320825,21593,28474
ONDOUSDT,2026-05-31,R2,4093059.1881,4288459.405,-195400.2169,-2.331322,1781,1915
ONDOUSDT,2026-06-01,M,591695.6606,798974.2246,-207278.564,-14.904944,37,46
ONDOUSDT,2026-06-01,R1,4256940.8634,4249923.6077,7017.2557,0.082489,27717,28952
ONDOUSDT,2026-06-01,R2,3878064.3729,4262923.5398,-384859.1669,-4.727426,1712,1875
ONDOUSDT,2026-06-02,M,1155457.5283,1809864.9916,-654407.4633,-22.068677,63,88
ONDOUSDT,2026-06-02,R1,10247357.2735,11476339.1805,-1228981.907,-5.657333,79676,71703
ONDOUSDT,2026-06-02,R2,10324637.4028,11565539.1923,-1240901.7895,-5.668761,4927,5547
ONDOUSDT,2026-06-02,W,495684.582,330921.28,164763.302,19.932511,2,2
ONDOUSDT,2026-06-03,M,1725612.6874,2590003.7449,-864391.0575,-20.029376,99,120
ONDOUSDT,2026-06-03,R1,9718892.6611,12148269.9098,-2429377.2487,-11.109705,65307,69308
ONDOUSDT,2026-06-03,R2,10832989.1485,10442518.4746,390470.6739,1.835306,4919,4959
ONDOUSDT,2026-06-03,W,121014.8894,1011852.2949,-890837.4055,-78.635644,1,5
ONDOUSDT,2026-06-04,M,2559857.2017,2423598.0195,136259.1822,2.734231,117,120
ONDOUSDT,2026-06-04,R1,15514896.5407,12826066.75,2688829.7907,9.487433,94954,87729
ONDOUSDT,2026-06-04,R2,14405430.2861,13563775.6089,841654.6772,3.009219,6868,5954
ONDOUSDT,2026-06-04,W,816636.6581,191816.68,624819.9781,61.958244,3,1
ONDOUSDT,2026-06-05,M,1224785.6756,1165250.9896,59534.686,2.490953,56,56
ONDOUSDT,2026-06-05,R1,8943167.2615,8709611.7379,233555.5236,1.323052,58572,61764
ONDOUSDT,2026-06-05,R2,7288814.6334,7937933.4695,-649118.8361,-4.263017,3649,3818
ONDOUSDT,2026-06-05,W,617842.7659,365113.9802,252728.7857,25.711079,4,2
ONDOUSDT,2026-06-06,M,194016.8657,319762.5757,-125745.71,-24.474648,8,13
ONDOUSDT,2026-06-06,R1,3304370.6825,3296494.0059,7876.6766,0.119328,27155,26545
ONDOUSDT,2026-06-06,R2,2132537.7668,2196812.8356,-64275.0688,-1.484635,1018,996
ONDOUSDT,2026-06-07,M,749730.9245,806925.8007,-57194.8762,-3.674213,33,35
ONDOUSDT,2026-06-07,R1,4802988.6823,4760515.4579,42473.2244,0.444118,32714,33456
ONDOUSDT,2026-06-07,R2,3604335.9908,3626908.3734,-22572.3826,-0.312151,1853,1775
ONDOUSDT,2026-06-07,W,359252.12,119819.0182,239433.1018,49.978611,1,1
ONDOUSDT,2026-06-08,M,643947.8601,543160.1538,100787.7063,8.490188,32,26
ONDOUSDT,2026-06-08,R1,5918102.4857,5246734.1362,671368.3495,6.013239,43506,32917
ONDOUSDT,2026-06-08,R2,4501839.7903,4279183.8907,222655.8996,2.535649,2270,2084
ONDOUSDT,2026-06-08,W,0.0,124897.3804,-124897.3804,-100.0,0,1
ONDOUSDT,2026-06-09,M,300531.0974,413540.008,-113008.9106,-15.826002,19,19
ONDOUSDT,2026-06-09,R1,3579570.7388,3403698.203,175872.5358,2.518484,32367,25381
ONDOUSDT,2026-06-09,R2,3206932.4439,3517005.3142,-310072.8703,-4.611477,1489,1505
ONDOUSDT,2026-06-09,W,269813.0952,0.0,269813.0952,100.0,1,0
ONDOUSDT,2026-06-10,M,94874.3433,229022.1635,-134147.8202,-41.416878,7,11
ONDOUSDT,2026-06-10,R1,3287936.5543,3300942.8702,-13006.3159,-0.197398,24930,27276
ONDOUSDT,2026-06-10,R2,2973033.2108,2811081.3195,161951.8913,2.799943,1531,1441
ONDOUSDT,2026-06-11,M,149975.7494,369050.0603,-219074.3109,-42.208751,9,17
ONDOUSDT,2026-06-11,R1,3369761.1362,2955030.32,414730.8162,6.557225,23136,21658
ONDOUSDT,2026-06-11,R2,2090806.0522,1853522.5176,237283.5346,6.015816,1098,926
ONDOUSDT,2026-06-11,W,0.0,105500.9725,-105500.9725,-100.0,0,1
ONDOUSDT,2026-06-12,M,128661.6558,159246.6766,-30585.0208,-10.62318,5,12
ONDOUSDT,2026-06-12,R1,2825920.8769,2422024.9847,403895.8922,7.696266,21103,17459
ONDOUSDT,2026-06-12,R2,2136878.6997,2747202.9011,-610324.2014,-12.496192,1114,1310
ONDOUSDT,2026-06-13,M,82858.7299,182147.0382,-99288.3083,-37.466471,2,10
ONDOUSDT,2026-06-13,R1,2394048.8609,2144358.486,249690.3749,5.501718,16797,13863
ONDOUSDT,2026-06-13,R2,2304154.3301,2466873.2888,-162718.9587,-3.410564,1099,1191
ONDOUSDT,2026-06-14,M,340420.4125,401798.741,-61378.3285,-8.269569,18,20
ONDOUSDT,2026-06-14,R1,2910212.0191,2676914.0144,233298.0047,4.175635,15629,20042
ONDOUSDT,2026-06-14,R2,3111422.8191,2378967.4285,732455.3906,13.34068,1361,1104
ONDOUSDT,2026-06-15,M,574636.3606,490190.0893,84446.2713,7.93052,33,30
ONDOUSDT,2026-06-15,R1,4634859.6121,4440871.6781,193987.934,2.137436,28371,26147
ONDOUSDT,2026-06-15,R2,3913128.1591,4708871.2415,-795743.0824,-9.229218,1902,2067
ONDOUSDT,2026-06-16,M,427620.5886,621601.7277,-193981.1391,-18.488087,18,33
ONDOUSDT,2026-06-16,R1,4225032.1065,3747171.7427,477860.3638,5.994081,24809,25526
ONDOUSDT,2026-06-16,R2,4224749.161,3993504.8791,231244.2819,2.813788,2133,1943
ONDOUSDT,2026-06-17,M,477148.5267,658923.0748,-181774.5481,-16.000272,20,26
ONDOUSDT,2026-06-17,R1,4454454.0732,3975614.8217,478839.2515,5.680134,29498,31241
ONDOUSDT,2026-06-17,R2,5158237.171,4670125.5076,488111.6634,4.966358,2285,2100
ONDOUSDT,2026-06-17,W,105431.55,0.0,105431.55,100.0,1,0
ONDOUSDT,2026-06-18,M,571884.6127,482251.5249,89633.0878,8.50299,24,26
ONDOUSDT,2026-06-18,R1,4776121.2796,4181235.3166,594885.963,6.641312,30113,29117
ONDOUSDT,2026-06-18,R2,5701956.3831,5501407.331,200549.0521,1.790079,2641,2539
ONDOUSDT,2026-06-18,W,280205.5276,262457.6204,17747.9072,3.27052,2,2
ONDOUSDT,2026-06-19,M,112867.5334,103620.4351,9247.0983,4.271414,8,7
ONDOUSDT,2026-06-19,R1,2441954.0119,2080986.9999,360967.012,7.980803,16583,17521
ONDOUSDT,2026-06-19,R2,2254184.8046,2067863.9798,186320.8248,4.310938,1087,1020
ONDOUSDT,2026-06-20,M,165367.6605,382009.1217,-216641.4612,-39.578124,9,20
ONDOUSDT,2026-06-20,R1,1963028.5434,1819415.9982,143612.5452,3.796818,12942,14479
ONDOUSDT,2026-06-20,R2,2163453.0365,2620528.6112,-457075.5747,-9.554292,1037,1071
ONDOUSDT,2026-06-21,M,168358.407,258091.9335,-89733.5265,-21.041964,12,15
ONDOUSDT,2026-06-21,R1,1655210.9245,1688202.3879,-32991.4634,-0.98676,10650,13418
ONDOUSDT,2026-06-21,R2,1655768.4515,2004759.5863,-348991.1348,-9.533901,762,933
ONDOUSDT,2026-06-22,M,111336.4727,142255.692,-30919.2193,-12.192498,6,9
ONDOUSDT,2026-06-22,R1,2107390.9043,1812780.9365,294609.9678,7.515231,14561,14421
ONDOUSDT,2026-06-22,R2,1137829.2828,1139057.8302,-1228.5474,-0.053957,526,510
ONDOUSDT,2026-06-23,M,257824.6932,243829.082,13995.6112,2.789895,17,17
ONDOUSDT,2026-06-23,R1,2164814.135,1926665.0015,238149.1335,5.820612,21406,14723
ONDOUSDT,2026-06-23,R2,1966786.7191,2703591.8611,-736805.142,-15.776133,860,1160
ONDOUSDT,2026-06-24,M,157589.6763,266583.0109,-108993.3346,-25.69551,10,9
ONDOUSDT,2026-06-24,R1,2030946.4247,2386463.0398,-355516.6151,-8.048079,13573,17750
ONDOUSDT,2026-06-24,R2,1648486.5547,1925776.202,-277289.6473,-7.757954,902,1017
ONDOUSDT,2026-06-25,M,307025.1739,302886.9862,4138.1877,0.678489,13,17
ONDOUSDT,2026-06-25,R1,2521508.3652,2754530.364,-233021.9988,-4.416609,17909,22682
ONDOUSDT,2026-06-25,R2,1724359.3171,1988022.4156,-263663.0985,-7.102263,857,996
ONDOUSDT,2026-06-26,M,187042.3643,234111.2236,-47068.8593,-11.176174,10,14
ONDOUSDT,2026-06-26,R1,1954428.5813,1792887.913,161540.6683,4.310836,20532,14109
ONDOUSDT,2026-06-26,R2,1237351.2143,1238324.7672,-973.5529,-0.039325,569,560
ONDOUSDT,2026-06-27,M,111120.9467,147648.1455,-36527.1988,-14.11575,6,10
ONDOUSDT,2026-06-27,R1,873594.2936,1039941.8725,-166347.5789,-8.693203,7539,7777
