symbol,date,bin,buy_usdt,sell_usdt,net_cvd_usdt,ncvd,buy_count,sell_count
ETHUSDT,2026-03-26,R2,154687865.4175,151046975.171,3640890.2465,1.190865,46849,45530
ETHUSDT,2026-03-26,W,12272460.5928,22199306.3147,-9926845.7219,-28.797032,70,126
ETHUSDT,2026-03-27,M,202335337.3228,151833986.7685,50501350.5543,14.259098,9564,6720
ETHUSDT,2026-03-27,MW,1500000.0644,0.0,1500000.0644,100.0,1,0
ETHUSDT,2026-03-27,R1,39976940.9433,47093910.3057,-7116969.3624,-8.173768,366962,371176
ETHUSDT,2026-03-27,R2,155527490.9016,155765908.1329,-238417.2313,-0.076589,45978,50510
ETHUSDT,2026-03-27,W,15414789.7593,24660264.8086,-9245475.0493,-23.070399,86,131
ETHUSDT,2026-03-28,M,75215574.3084,56028883.6519,19186690.6565,14.619048,3273,2553
ETHUSDT,2026-03-28,R1,17197706.6128,17019762.4191,177944.1937,0.520039,159834,153588
ETHUSDT,2026-03-28,R2,71016102.1996,57482017.384,13534084.8156,10.532516,20949,18540
ETHUSDT,2026-03-28,W,10243764.3635,7124241.208,3119523.1555,17.961321,62,41
ETHUSDT,2026-03-29,M,71769788.4873,58052298.3256,13717490.1617,10.566376,3481,2840
ETHUSDT,2026-03-29,R1,21280899.9948,20853264.293,427635.7018,1.014938,208515,189045
ETHUSDT,2026-03-29,R2,78160213.4033,70814214.9556,7345998.4477,4.931047,24314,22101
ETHUSDT,2026-03-29,W,3034342.9715,7284631.5986,-4250288.6271,-41.18906,21,42
ETHUSDT,2026-03-30,M,153697271.6751,146365103.2321,7332168.443,2.443548,7338,6947
ETHUSDT,2026-03-30,R1,45185563.829,41068918.7783,4116645.0507,4.772674,392596,371572
ETHUSDT,2026-03-30,R2,142026722.7134,138198598.8796,3828123.8338,1.366088,44598,46043
ETHUSDT,2026-03-30,W,15014684.0733,10409501.9016,4605182.1717,18.113391,101,73
ETHUSDT,2026-03-31,M,194688367.8566,171823909.4232,22864458.4334,6.238388,8933,7882
ETHUSDT,2026-03-31,R1,51900405.0463,51564885.2687,335519.7776,0.324282,473361,471789
ETHUSDT,2026-03-31,R2,185780289.8605,182022712.8461,3757577.0144,1.021628,56650,57064
ETHUSDT,2026-03-31,W,20497471.3636,16109178.5412,4388292.8224,11.987693,137,110
ETHUSDT,2026-04-01,M,196895851.0548,195318277.3466,1577573.7082,0.402223,8731,8819
ETHUSDT,2026-04-01,R1,41377025.4168,39595899.8669,1781125.5499,2.199656,383420,369073
ETHUSDT,2026-04-01,R2,155465981.9054,158292682.8459,-2826700.9405,-0.900916,53157,49050
ETHUSDT,2026-04-01,W,41141984.3355,23929557.1068,17212427.2287,26.451544,232,150
ETHUSDT,2026-04-02,M,135310337.4733,142911456.975,-7601119.5017,-2.732036,6513,6785
ETHUSDT,2026-04-02,MW,0.0,1219583.3538,-1219583.3538,-100.0,0,1
ETHUSDT,2026-04-02,R1,42061970.6606,56953691.02,-14891720.3594,-15.039763,401589,439410
ETHUSDT,2026-04-02,R2,147170638.0193,160780516.937,-13609878.9177,-4.419493,45768,57690
ETHUSDT,2026-04-02,W,8350789.43,21789540.7969,-13438751.3669,-44.587273,52,118
ETHUSDT,2026-04-03,M,49840665.7469,53986059.4869,-4145393.74,-3.992608,2375,2558
ETHUSDT,2026-04-03,MW,2801918.1368,0.0,2801918.1368,100.0,2,0
ETHUSDT,2026-04-03,R1,16348466.839,16170409.0601,178057.7789,0.547552,169884,158803
ETHUSDT,2026-04-03,R2,55816393.4771,68340772.5362,-12524379.0591,-10.08752,16772,20974
ETHUSDT,2026-04-03,W,8531595.0526,8304281.7774,227313.2752,1.350172,47,49
ETHUSDT,2026-04-04,M,34673312.5619,30662400.7061,4010911.8558,6.138927,1527,1408
ETHUSDT,2026-04-04,R1,14762391.9706,11188691.4676,3573700.503,13.770911,274166,143810
ETHUSDT,2026-04-04,R2,31423184.6039,41785674.7515,-10362490.1476,-14.154694,10217,12483
ETHUSDT,2026-04-04,W,7241541.6733,6317136.2619,924405.4114,6.817814,46,40
ETHUSDT,2026-04-05,M,61889843.6141,62116677.9881,-226834.374,-0.182921,2909,2841
ETHUSDT,2026-04-05,R1,24827597.9305,23201336.4929,1626261.4376,3.386004,411908,353674
ETHUSDT,2026-04-05,R2,67599154.0349,67210721.1922,388432.8427,0.288134,21184,22219
ETHUSDT,2026-04-05,W,7438219.9656,10443873.0941,-3005653.1285,-16.808173,44,60
ETHUSDT,2026-04-06,M,164830687.5181,164424605.118,406082.4001,0.123334,7485,7355
ETHUSDT,2026-04-06,R1,49328932.6962,45334381.8508,3994550.8454,4.219745,773889,648790
ETHUSDT,2026-04-06,R2,154591866.7343,148677648.4022,5914218.3321,1.950153,49055,49163
ETHUSDT,2026-04-06,W,17062175.2826,17140940.0692,-78764.7866,-0.230285,109,119
ETHUSDT,2026-04-07,M,229772724.2351,216594579.8426,13178144.3925,2.95231,9894,9640
ETHUSDT,2026-04-07,MW,1234182.775,0.0,1234182.775,100.0,1,0
ETHUSDT,2026-04-07,R1,57913086.0018,50233625.7546,7679460.2472,7.100965,576515,545627
ETHUSDT,2026-04-07,R2,186676282.7817,180708772.7741,5967510.0076,1.62432,61716,55222
ETHUSDT,2026-04-07,W,37481239.7441,25596712.87,11884526.8741,18.841016,209,155
ETHUSDT,2026-04-08,M,191977288.8312,226574110.2123,-34596821.3811,-8.265848,8405,9641
ETHUSDT,2026-04-08,MW,4500000.1274,3754740.437,745259.6904,9.028263,3,2
ETHUSDT,2026-04-08,R1,47361408.046,43274395.116,4087012.93,4.50927,422425,391238
ETHUSDT,2026-04-08,R2,159836644.7289,176295985.1396,-16459340.4107,-4.89668,59477,58937
ETHUSDT,2026-04-08,W,22433672.4961,26912676.6152,-4479004.1191,-9.076668,150,188
ETHUSDT,2026-04-09,M,135539578.2844,142012463.7041,-6472885.4197,-2.332134,6422,6339
ETHUSDT,2026-04-09,MW,0.0,1499999.9935,-1499999.9935,-100.0,0,1
ETHUSDT,2026-04-09,R1,32095493.3085,35817894.9321,-3722401.6236,-5.481101,347451,358449
ETHUSDT,2026-04-09,R2,115400460.3775,115100515.7022,299944.6753,0.130127,35045,38355
ETHUSDT,2026-04-09,W,14697193.5953,12244702.7678,2452490.8275,9.102889,102,78
ETHUSDT,2026-04-10,M,142887267.3394,130062747.1156,12824520.2238,4.698487,6525,5883
ETHUSDT,2026-04-10,MW,0.0,1456944.291,-1456944.291,-100.0,0,1
ETHUSDT,2026-04-10,R1,26433478.4431,28007952.9325,-1574474.4894,-2.892052,263897,272298
ETHUSDT,2026-04-10,R2,109221338.0578,136136692.7525,-26915354.6947,-10.969828,33337,38546
ETHUSDT,2026-04-10,W,14992423.188,16793455.9562,-1801032.7682,-5.666141,99,115
ETHUSDT,2026-04-11,M,116043656.6911,118080727.4883,-2037070.7972,-0.870081,5195,5273
ETHUSDT,2026-04-11,R1,21759773.9361,20268141.0645,1491632.8716,3.549148,196191,186785
ETHUSDT,2026-04-11,R2,90550500.1991,92552874.7235,-2002374.5244,-1.093576,27736,27721
ETHUSDT,2026-04-11,W,15564160.0787,13551158.9657,2013001.113,6.91389,97,82
ETHUSDT,2026-04-12,M,126107489.4189,146351659.0111,-20244169.5922,-7.430167,5524,6457
ETHUSDT,2026-04-12,MW,3000000.135,1438051.849,1561948.286,35.194457,2,1
ETHUSDT,2026-04-12,R1,25645655.7431,26652016.2539,-1006360.5108,-1.924293,253994,247625
ETHUSDT,2026-04-12,R2,101975737.7732,96865941.7613,5109796.0119,2.569781,31157,28682
ETHUSDT,2026-04-12,W,21433694.0389,22050592.8575,-616898.8186,-1.418671,108,117
ETHUSDT,2026-04-13,M,229840398.7172,233498894.9523,-3658496.2351,-0.789593,10516,10759
ETHUSDT,2026-04-13,MW,1500000.065,0.0,1500000.065,100.0,1,0
ETHUSDT,2026-04-13,R1,49950405.4844,47227402.9584,2723002.526,2.802083,432454,410370
ETHUSDT,2026-04-13,R2,219248299.6031,195171989.6456,24076309.9575,5.809636,72637,59392
ETHUSDT,2026-04-13,W,31304227.862,21511396.2982,9792831.5638,18.541543,183,131
ETHUSDT,2026-04-14,M,228755914.8909,263935940.1975,-35180025.3066,-7.140371,10041,11211
ETHUSDT,2026-04-14,MW,1499999.924,0.0,1499999.924,100.0,1,0
ETHUSDT,2026-04-14,R1,51924728.6656,51040172.4818,884556.1838,0.859085,437339,434015
ETHUSDT,2026-04-14,R2,224311385.1391,200237362.5764,24074022.5627,5.670497,74081,72750
ETHUSDT,2026-04-14,W,28466908.6647,37527236.534,-9060327.8693,-13.728987,172,232
ETHUSDT,2026-04-15,M,136116090.1693,149099780.4712,-12983690.3019,-4.552233,6227,6782
ETHUSDT,2026-04-15,MW,2899317.9626,0.0,2899317.9626,100.0,2,0
ETHUSDT,2026-04-15,R1,32419157.2754,39496237.6931,-7077080.4177,-9.840842,315539,366735
ETHUSDT,2026-04-15,R2,108617435.2696,131925484.4268,-23308049.1572,-9.689767,36314,50370
ETHUSDT,2026-04-15,W,15930409.172,11337432.039,4592977.133,16.843934,94,73
ETHUSDT,2026-04-16,M,173859265.1158,167660958.0672,6198307.0486,1.814917,7697,7431
ETHUSDT,2026-04-16,MW,1039538.3876,1499999.952,-460461.5644,-18.131704,1,1
ETHUSDT,2026-04-16,R1,35606799.612,41115640.5011,-5508840.8891,-7.180221,363470,397272
ETHUSDT,2026-04-16,R2,134542833.868,173445141.6845,-38902307.8165,-12.631113,40728,53914
ETHUSDT,2026-04-16,W,18945770.0478,20166778.6573,-1221008.6095,-3.121782,127,126
ETHUSDT,2026-04-17,M,297563013.7799,280692888.7418,16870125.0381,2.917415,12724,12714
ETHUSDT,2026-04-17,MW,1500000.0675,0.0,1500000.0675,100.0,1,0
ETHUSDT,2026-04-17,R1,42228371.2561,45000420.8329,-2772049.5768,-3.177907,435520,458381
ETHUSDT,2026-04-17,R2,190238777.9686,217447134.1226,-27208356.154,-6.673852,54455,64210
ETHUSDT,2026-04-17,W,76255795.727,31540990.1098,44714805.6172,41.480648,397,202
ETHUSDT,2026-04-18,M,100599041.727,126337633.7241,-25738591.9971,-11.341751,4809,5475
ETHUSDT,2026-04-18,R1,24064066.1204,31938672.9637,-7874606.8433,-14.06111,221265,255401
ETHUSDT,2026-04-18,R2,97155092.9885,110382100.389,-13227007.4005,-6.373319,28581,34013
ETHUSDT,2026-04-18,W,12343267.775,23199491.0874,-10856223.3124,-30.544121,72,135
ETHUSDT,2026-04-19,M,121564757.9574,141915029.9601,-20350272.0027,-7.723656,5828,6118
ETHUSDT,2026-04-19,MW,0.0,1031164.0521,-1031164.0521,-100.0,0,1
ETHUSDT,2026-04-19,R1,27749747.9835,33552173.9277,-5802425.9442,-9.465325,284599,310216
ETHUSDT,2026-04-19,R2,112835893.2367,111808477.5687,1027415.668,0.457352,34185,34802
ETHUSDT,2026-04-19,W,14484607.7114,26166660.6954,-11682052.984,-28.737241,81,156
ETHUSDT,2026-04-20,M,157206975.7537,137896974.3484,19310001.4053,6.543457,7660,6323
ETHUSDT,2026-04-20,R1,37347917.1935,40649927.2505,-3302010.057,-4.233463,355105,356947
ETHUSDT,2026-04-20,R2,136898947.5516,153314949.104,-16416001.5524,-5.656518,40849,45791
ETHUSDT,2026-04-20,W,12218192.0921,18518314.6848,-6300122.5927,-20.497198,75,103
ETHUSDT,2026-04-21,M,111783899.0499,109180107.5601,2603791.4898,1.178378,5322,5158
ETHUSDT,2026-04-21,R1,31224201.4099,32681509.1593,-1457307.7494,-2.280403,305435,312970
ETHUSDT,2026-04-21,R2,102365371.6394,121463647.9875,-19098276.3481,-8.532529,31522,36942
ETHUSDT,2026-04-21,W,5913031.7468,9575181.0868,-3662149.34,-23.644751,45,57
ETHUSDT,2026-04-22,M,187557150.9676,211835354.4915,-24278203.5239,-6.078783,8453,9363
ETHUSDT,2026-04-22,MW,4846578.9315,1239893.37,3606685.5615,59.257405,4,1
ETHUSDT,2026-04-22,R1,63463701.0762,44391752.5614,19071948.5148,17.682878,478725,388615
ETHUSDT,2026-04-22,R2,166107165.5791,160361925.8362,5745239.7429,1.759811,61681,49264
ETHUSDT,2026-04-22,W,36022326.9392,31160079.448,4862247.4912,7.237382,199,195
ETHUSDT,2026-04-23,M,187810055.2973,181124028.6238,6686026.6735,1.812255,8471,8098
ETHUSDT,2026-04-23,R1,43228054.3442,51468567.1789,-8240512.8347,-8.702014,374843,400925
ETHUSDT,2026-04-23,R2,144999892.274,171628910.7238,-26629018.4498,-8.410169,47652,66749
ETHUSDT,2026-04-23,W,19750709.7181,31602128.5211,-11851418.803,-23.07841,125,189
ETHUSDT,2026-04-24,M,87921359.4899,92780337.933,-4858978.4431,-2.68895,4368,4427
ETHUSDT,2026-04-24,MW,1500000.0548,0.0,1500000.0548,100.0,1,0
ETHUSDT,2026-04-24,R1,23094180.286,28694612.915,-5600432.629,-10.813986,231016,255778
ETHUSDT,2026-04-24,R2,84383369.9798,89203473.8471,-4820103.8673,-2.776768,24863,26863
ETHUSDT,2026-04-24,W,7425083.0732,11082408.6389,-3657325.5657,-19.761325,41,64
ETHUSDT,2026-04-25,M,31885157.2674,35637223.2718,-3752066.0044,-5.556774,1454,1605
ETHUSDT,2026-04-25,MW,1073042.3913,0.0,1073042.3913,100.0,1,0
ETHUSDT,2026-04-25,R1,10301094.6224,8627465.4937,1673629.1287,8.84182,86932,78865
ETHUSDT,2026-04-25,R2,30214550.6486,29182749.2065,1031801.4421,1.737118,9304,8846
ETHUSDT,2026-04-25,W,4253286.0643,6499018.5725,-2245732.5082,-20.886057,21,36
ETHUSDT,2026-04-26,M,90553693.9231,88360463.3263,2193230.5968,1.225856,4070,4069
ETHUSDT,2026-04-26,R1,16118898.5498,17946874.499,-1827975.9492,-5.366019,157725,156280
ETHUSDT,2026-04-26,R2,58840529.8882,64367483.8061,-5526953.9179,-4.485872,17033,19342
ETHUSDT,2026-04-26,W,15066204.9938,11785068.9544,3281136.0394,12.219666,85,74
ETHUSDT,2026-04-27,M,152664290.7809,170129578.6861,-17465287.9052,-5.410663,7436,7801
ETHUSDT,2026-04-27,MW,2813546.2224,0.0,2813546.2224,100.0,2,0
ETHUSDT,2026-04-27,R1,36343003.381,39902219.144,-3559215.763,-4.668116,315024,325029
ETHUSDT,2026-04-27,R2,126985338.1647,127132537.6429,-147199.4782,-0.057926,38233,39244
ETHUSDT,2026-04-27,W,15484563.4793,26198465.5994,-10713902.1201,-25.703271,100,162
ETHUSDT,2026-04-28,M,92607097.9607,87094102.8043,5512995.1564,3.067868,4418,4131
ETHUSDT,2026-04-28,R1,27506735.8531,26029956.7667,1476779.0864,2.758443,225980,218642
ETHUSDT,2026-04-28,R2,82745222.0195,87352196.7271,-4606974.7076,-2.708433,25363,26769
ETHUSDT,2026-04-28,W,13089299.9115,12670018.4661,419281.4454,1.627688,79,74
ETHUSDT,2026-04-29,M,187995749.7371,182990517.2503,5005232.4868,1.349169,8667,8124
ETHUSDT,2026-04-29,MW,1163694.726,0.0,1163694.726,100.0,1,0
ETHUSDT,2026-04-29,R1,44593086.4295,38469411.4952,6123674.9343,7.37237,363556,336013
ETHUSDT,2026-04-29,R2,149068452.3176,155179686.0864,-6111233.7688,-2.008635,50584,52033
ETHUSDT,2026-04-29,W,26480761.1325,25613884.353,866876.7795,1.664042,160,170
ETHUSDT,2026-04-30,M,83604195.3895,80547318.4648,3056876.9247,1.862229,4003,3767
ETHUSDT,2026-04-30,R1,26843867.9305,28165061.5403,-1321193.6098,-2.40178,249248,246047
ETHUSDT,2026-04-30,R2,70185517.331,70551357.5939,-365840.2629,-0.259946,22653,23557
ETHUSDT,2026-04-30,W,9105173.967,8555397.4547,549776.5123,3.113017,64,55
ETHUSDT,2026-05-01,M,85606031.887,95862717.8187,-10256685.9317,-5.65204,4069,4568
ETHUSDT,2026-05-01,MW,2641125.2162,3726024.687,-1084899.4708,-17.039013,2,2
ETHUSDT,2026-05-01,R1,24034838.9553,22985429.4904,1049409.4649,2.231824,191397,188434
ETHUSDT,2026-05-01,R2,83560884.3041,100390766.7135,-16829882.4094,-9.149079,27280,31541
ETHUSDT,2026-05-01,W,9737575.1664,10205861.5894,-468286.423,-2.348073,48,55
ETHUSDT,2026-05-02,M,46077953.2275,39357644.1062,6720309.1213,7.865936,1961,1846
ETHUSDT,2026-05-02,R1,11786793.4036,10571159.1242,1215634.2794,5.437145,88797,84664
ETHUSDT,2026-05-02,R2,41525139.482,37404600.1624,4120539.3196,5.220516,13535,12413
ETHUSDT,2026-05-02,W,6260093.6368,4931113.7951,1328979.8417,11.875214,41,33
ETHUSDT,2026-05-03,M,73091493.1675,81040189.2926,-7948696.1251,-5.157081,3369,3857
ETHUSDT,2026-05-03,MW,3986639.051,0.0,3986639.051,100.0,2,0
ETHUSDT,2026-05-03,R1,16411737.0849,16217313.0259,194424.059,0.595862,138202,139907
ETHUSDT,2026-05-03,R2,69651980.0845,72976179.5356,-3324199.4511,-2.330675,21956,22452
ETHUSDT,2026-05-03,W,10162158.8866,7832309.8896,2329848.997,12.947584,62,48
ETHUSDT,2026-05-04,M,231506410.3021,251306519.6791,-19800109.377,-4.10099,10774,11993
ETHUSDT,2026-05-04,MW,4079174.5297,1299083.578,2780090.9517,51.691289,3,1
ETHUSDT,2026-05-04,R1,44236804.1541,46765812.5214,-2529008.3673,-2.77905,425583,436413
ETHUSDT,2026-05-04,R2,209146661.1015,218223766.3714,-9077105.2699,-2.123943,71247,71988
ETHUSDT,2026-05-04,W,31006800.9417,30419716.8875,587084.0542,0.95575,170,187
ETHUSDT,2026-05-05,M,152043828.3312,149015863.9547,3027964.3765,1.005769,6930,6914
ETHUSDT,2026-05-05,MW,0.0,2710369.9941,-2710369.9941,-100.0,0,2
ETHUSDT,2026-05-05,R1,29619768.1674,32732474.1113,-3112705.9439,-4.992132,247211,255146
ETHUSDT,2026-05-05,R2,129565225.1311,142053351.0017,-12488125.8706,-4.59767,37131,46146
ETHUSDT,2026-05-05,W,20078423.1485,23661245.2706,-3582822.1221,-8.191242,113,139
ETHUSDT,2026-05-06,M,204047982.4623,224910197.0457,-20862214.5834,-4.863461,9346,10794
ETHUSDT,2026-05-06,MW,4001526.7853,3583438.545,418088.2403,5.512065,3,2
ETHUSDT,2026-05-06,R1,42018050.6291,36481187.8938,5536862.7353,7.053397,314988,297206
ETHUSDT,2026-05-06,R2,169466030.5033,236136467.9498,-66670437.4465,-16.437383,49690,71468
ETHUSDT,2026-05-06,W,39489372.5882,39307374.0129,181998.5753,0.230972,218,227
ETHUSDT,2026-05-07,M,151578380.9544,228171464.0638,-76593083.1094,-20.169352,7116,12316
ETHUSDT,2026-05-07,MW,1266534.8795,2277540.804,-1011005.9245,-28.526646,1,1
ETHUSDT,2026-05-07,R1,53544783.5981,31040892.0111,22503891.587,26.604849,322563,264735
ETHUSDT,2026-05-07,R2,189763676.8288,387084468.8938,-197320792.065,-34.206713,59957,109935
ETHUSDT,2026-05-07,W,14152519.9188,25840676.654,-11688156.7352,-29.225363,90,138
ETHUSDT,2026-05-08,M,162450484.6108,185994575.7179,-23544091.1071,-6.756902,7721,10385
ETHUSDT,2026-05-08,R1,45179459.8749,25348041.255,19831418.6199,28.118703,260465,207120
ETHUSDT,2026-05-08,R2,155732748.0587,355736052.5456,-200003304.4869,-39.103715,47945,96859
ETHUSDT,2026-05-08,W,13924990.1868,20173649.3923,-6248659.2055,-18.325245,90,119
ETHUSDT,2026-05-09,M,79505603.2988,106986079.1563,-27480475.8575,-14.735497,3549,5894
ETHUSDT,2026-05-09,R1,22666938.5793,14588587.2138,8078351.3655,21.683633,140003,107619
ETHUSDT,2026-05-09,R2,87862869.0801,187191717.5593,-99328848.4792,-36.112413,32958,48661
ETHUSDT,2026-05-09,W,20943024.0093,14696905.1989,6246118.8104,17.525621,126,89
ETHUSDT,2026-05-10,M,162819702.1386,141360123.5232,21459578.6154,7.054899,7058,6554
ETHUSDT,2026-05-10,MW,41516897.4744,0.0,41516897.4744,100.0,24,0
ETHUSDT,2026-05-10,R1,42283206.1482,26799398.8292,15483807.319,22.413468,279049,200019
ETHUSDT,2026-05-10,R2,196917773.4565,229460475.7112,-32542702.2547,-7.632355,74143,62861
ETHUSDT,2026-05-10,W,70758721.9797,21361955.1667,49396766.813,53.621802,308,136
ETHUSDT,2026-05-11,M,96309953.4554,128377656.8972,-32067703.4418,-14.272128,4692,5922
ETHUSDT,2026-05-11,R1,25470634.3846,31082143.4145,-5611509.0299,-9.922605,233664,240884
ETHUSDT,2026-05-11,R2,106131485.963,138183003.3821,-32051517.4191,-13.118959,34812,47685
ETHUSDT,2026-05-11,W,13826166.1071,14047020.649,-220854.5419,-0.792355,86,97
ETHUSDT,2026-05-12,M,107476085.895,137210560.6591,-29734474.7641,-12.152063,4911,5986
ETHUSDT,2026-05-12,MW,2583196.006,0.0,2583196.006,100.0,2,0
ETHUSDT,2026-05-12,R1,25935650.0548,28106923.2228,-2171273.168,-4.017709,244573,247061
ETHUSDT,2026-05-12,R2,106513966.0297,125533131.6452,-19019165.6155,-8.196252,36536,47026
ETHUSDT,2026-05-12,W,15239644.8966,30605801.3884,-15366156.4918,-33.517302,93,173
ETHUSDT,2026-05-13,M,124560617.5464,134825267.8254,-10264650.279,-3.957289,6063,6189
ETHUSDT,2026-05-13,R1,22386527.0388,25363753.0606,-2977226.0218,-6.234992,208019,220717
ETHUSDT,2026-05-13,R2,118433194.5737,127754752.5248,-9321557.9511,-3.786358,36525,43176
ETHUSDT,2026-05-13,W,17291313.4747,17379276.3776,-87962.9029,-0.25371,101,117
ETHUSDT,2026-05-14,M,128557975.1589,122495533.1291,6062442.0298,2.414801,5854,5776
ETHUSDT,2026-05-14,R1,26601693.0369,33428050.0303,-6826356.9934,-11.371625,239070,269769
ETHUSDT,2026-05-14,R2,120920690.4078,125200910.4088,-4280220.001,-1.739067,37373,44421
ETHUSDT,2026-05-14,W,15348971.4283,12814884.9974,2534086.4309,8.997654,95,86
ETHUSDT,2026-05-15,M,125662393.4299,188213111.8705,-62550718.4406,-19.928512,5830,8698
ETHUSDT,2026-05-15,R1,29127448.6121,35808428.6063,-6680979.9942,-10.28858,258469,293856
ETHUSDT,2026-05-15,R2,109982736.0334,129524887.1878,-19542151.1544,-8.159302,36144,41091
ETHUSDT,2026-05-15,W,11368217.733,17746649.4394,-6378431.7064,-21.907817,74,104
ETHUSDT,2026-05-16,M,79859900.3345,107656338.8805,-27796438.546,-14.823483,3568,5360
ETHUSDT,2026-05-16,R1,23555156.0208,19097778.9298,4457377.091,10.450341,173058,151132
ETHUSDT,2026-05-16,R2,88414794.9291,95953006.7925,-7538211.8634,-4.088681,32754,29106
ETHUSDT,2026-05-16,W,8787734.7672,12363236.4129,-3575501.6457,-16.904669,57,75
ETHUSDT,2026-05-17,M,71271612.6721,76200971.0147,-4929358.3426,-3.342559,3381,3521
ETHUSDT,2026-05-17,R1,20806067.6076,21359519.1675,-553451.5599,-1.312567,166321,170992
ETHUSDT,2026-05-17,R2,78422844.8419,88204301.6627,-9781456.8208,-5.870266,25784,30036
ETHUSDT,2026-05-17,W,10735586.4151,11576584.1461,-840997.731,-3.769233,61,72
ETHUSDT,2026-05-18,M,166916045.4163,183871683.8904,-16955638.4741,-4.833589,7905,8562
ETHUSDT,2026-05-18,R1,48179276.6132,37424310.8388,10754965.7744,12.563686,379294,344800
ETHUSDT,2026-05-18,R2,154944074.7892,176133174.9653,-21189100.1761,-6.400047,54349,58138
ETHUSDT,2026-05-18,W,19305402.3053,21615873.6457,-2310471.3404,-5.646137,121,145
ETHUSDT,2026-05-19,M,63544994.7036,77884899.9901,-14339905.2865,-10.139232,3111,3742
ETHUSDT,2026-05-19,R1,30889873.8777,23349691.3991,7540182.4786,13.901628,239985,214985
ETHUSDT,2026-05-19,R2,83939681.5333,105519218.8056,-21579537.2723,-11.390089,31323,38535
ETHUSDT,2026-05-19,W,4206404.0535,7003571.4924,-2797167.4389,-24.952485,25,49
ETHUSDT,2026-05-20,M,81306342.5985,81581284.2663,-274941.6678,-0.168792,3811,3659
ETHUSDT,2026-05-20,R1,29641424.0256,21859089.1254,7782334.9002,15.111179,221966,193156
ETHUSDT,2026-05-20,R2,79465502.6287,91126949.6975,-11661447.0688,-6.835852,28976,29595
ETHUSDT,2026-05-20,W,9540055.7688,8056126.1297,1483929.6391,8.433248,61,52
ETHUSDT,2026-05-21,M,104796554.5169,98607863.1446,6188691.3723,3.042555,4884,4401
ETHUSDT,2026-05-21,R1,33082682.5041,23255403.6222,9827278.8819,17.443402,231661,204195
ETHUSDT,2026-05-21,R2,104857275.1419,107864147.7513,-3006872.6094,-1.413526,37866,38602
ETHUSDT,2026-05-21,W,10781013.0433,13079025.2201,-2298012.1768,-9.631217,65,86
ETHUSDT,2026-05-22,M,92892998.8133,103864763.8772,-10971765.0639,-5.576281,4479,4602
ETHUSDT,2026-05-22,R1,28422766.1169,22318763.7582,6104002.3587,12.029599,214409,197735
ETHUSDT,2026-05-22,R2,99916358.7362,91755959.5856,8160399.1506,4.257474,34749,30762
ETHUSDT,2026-05-22,W,10516344.8877,17329296.7655,-6812951.8778,-24.466852,66,112
ETHUSDT,2026-05-23,M,163969017.5354,163964325.45,4692.0854,0.001431,7866,7576
ETHUSDT,2026-05-23,R1,47902656.4854,28580532.7503,19322123.7351,25.26323,319819,242750
ETHUSDT,2026-05-23,R2,154305172.967,127869240.5907,26435932.3763,9.36865,55357,39741
ETHUSDT,2026-05-23,W,18998602.1749,20564150.6242,-1565548.4493,-3.957127,121,133
ETHUSDT,2026-05-24,M,84117351.5363,95054577.1533,-10937225.617,-6.104319,3829,4229
ETHUSDT,2026-05-24,R1,22500149.5772,21254295.075,1245854.5022,2.847378,181778,173257
ETHUSDT,2026-05-24,R2,78291180.8329,81274867.9125,-2983687.0796,-1.869876,28173,28061
ETHUSDT,2026-05-24,W,17316759.4834,16723602.1547,593157.3287,1.742512,103,106
ETHUSDT,2026-05-25,M,70460484.4926,72796378.9979,-2335894.5053,-1.630564,3207,3612
ETHUSDT,2026-05-25,R1,21330873.1841,17929471.4819,3401401.7022,8.663708,168250,152737
ETHUSDT,2026-05-25,R2,82387304.8187,71253200.1907,11134104.628,7.246855,29795,23476
ETHUSDT,2026-05-25,W,8269022.4711,7490132.3555,778890.1156,4.942461,59,54
ETHUSDT,2026-05-26,M,111790442.1892,137017108.5392,-25226666.35,-10.139028,5140,6269
ETHUSDT,2026-05-26,R1,31353706.3543,38397763.5473,-7044057.193,-10.098794,268428,280486
ETHUSDT,2026-05-26,R2,107823239.1378,137767171.4548,-29943932.317,-12.192631,36560,51565
ETHUSDT,2026-05-26,W,11941642.6809,16687292.4866,-4745649.8057,-16.57641,67,103
ETHUSDT,2026-05-27,M,97866971.738,124789941.9969,-26922970.2589,-12.091684,4731,5523
ETHUSDT,2026-05-27,R1,40633171.6445,30106388.2531,10526783.3914,14.881042,311726,266140
ETHUSDT,2026-05-27,R2,101988622.2183,126999981.1308,-25011358.9125,-10.922534,36459,45718
ETHUSDT,2026-05-27,W,10213353.2048,19606332.2321,-9392979.0273,-31.499256,65,126
ETHUSDT,2026-05-28,M,147162144.2095,158267421.7309,-11105277.5214,-3.635954,7087,7069
ETHUSDT,2026-05-28,R1,43660833.8802,37687234.5145,5973599.3657,7.343259,354509,324287
ETHUSDT,2026-05-28,R2,142954343.2548,158418874.8708,-15464531.616,-5.131356,46791,54800
ETHUSDT,2026-05-28,W,17618488.0845,20336007.2781,-2717519.1936,-7.15994,114,124
ETHUSDT,2026-05-29,M,123948043.0731,130710674.3916,-6762631.3185,-2.655566,5623,5693
ETHUSDT,2026-05-29,R1,34264460.3412,27337699.887,6926760.4542,11.244347,279164,258687
