ts,asset,variant,direction,regime,entry,sl,tp1,tp2,tp3,rr2,score,pre,reaction,R,outcome,mfe,mae,entry_eff,false_start,tp1_hit,tp2_hit,tp3_hit,bars
2023-01-28 18:29:59.999000+00:00,BTCUSDT,v3_fib,LONG,trend,23002.4,22855.57,23124.3,23837.4,23837.4,5.686848736634135,73.34478021978019,51.25,22.094780219780194,4.6278008581352035,TIME,5.229176598787647,0.45835319757544174,0.3446932814021184,False,True,False,False,49
2023-02-01 01:29:59.999000+00:00,BTCUSDT,v3_fib,LONG,transition,23056.7,22772.75857142857,23330.0,23962.7,23962.7,3.190798907219278,73.76778050275905,51.75,22.017780502759052,-1.0,SL,4.31321348970359,1.0907179045980273,0.8082832331329286,False,True,False,False,37
2023-02-03 03:59:59.999000+00:00,BTCUSDT,v3_fib,LONG,transition,23534.9,23319.665714285715,24149.0,24281.4,23962.7,3.468313598470754,71.64905430577444,46.25,25.399054305774445,-1.0,SL,0.8595284872298586,1.5513327669516273,0.2835443037974561,False,False,False,False,20
2023-02-04 22:29:59.999000+00:00,BTCUSDT,v3_fib,LONG,transition,23413.0,23272.834285714285,23591.4,24281.4,24281.4,6.195523665864883,70.09523809523806,46.25,23.84523809523806,-1.0,SL,0.2639732561457857,4.794325084593729,0.15481171548117156,True,False,False,False,3
2023-02-14 01:59:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,21698.7,21783.064285714285,21338.0,21338.0,21405.0,4.275505884345195,71.125,42.375,28.75,-1.0,SL,2.5306917280501726,7.364490728981594,0.3501577287066281,False,False,False,False,16
2023-02-26 06:29:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,23125.6,23266.50857142857,22700.0,22700.0,21338.0,3.0203982318828593,74.375,45.625,28.75,-1.0,SL,0.16180704813657715,3.8989821160630944,0.12411540555252687,True,False,False,False,7
2023-03-04 14:59:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,22334.0,22409.27,22262.2,21883.2,21338.0,5.989105885478898,74.46147798742135,46.25,28.211477987421347,-1.0,SL,2.4777467782648985,4.198219742261169,0.9268953068592184,False,True,False,False,21
2023-03-12 06:29:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,20366.7,20560.358571428573,19968.3,19521.6,19521.6,4.363865713590189,71.10238095238095,45.625,25.477380952380955,-1.0,SL,0.5396094747014243,11.521824123457296,0.6333333333333333,False,False,False,False,22
2023-04-01 08:59:59.999000+00:00,BTCUSDT,v3_fib,LONG,trend,28426.3,28212.535714285714,28845.3,29184.8,29184.8,3.5483008654392387,70.09798994974877,41.5,28.597989949748765,-1.0,SL,0.6956260233234244,1.1522036956594357,0.257058823529416,False,False,False,False,13
2023-04-06 05:29:59.999000+00:00,BTCUSDT,v3_fib,SHORT,trend,28058.6,28340.818571428572,27775.0,27166.0,24120.5,3.1627968190814353,71.6545875672445,49.375,22.27958756724451,0.3366185276862389,TIME,1.3266313343760747,0.4124462802387231,0.9162406606370324,False,True,False,False,49
2023-04-16 20:59:59.999000+00:00,BTCUSDT,v3_fib,LONG,transition,30334.4,30125.571428571428,30397.4,31059.0,31059.0,3.469831714324757,73.86586470310286,50.0,23.86586470310286,-1.0,SL,0.3136543986865471,5.336913394445141,0.10285804020100453,True,True,False,False,7
2023-05-01 00:59:59.999000+00:00,BTCUSDT,v3_fib,LONG,transition,29303.3,29107.104285714286,29950.0,29950.0,31059.0,3.296198402469852,70.24673913043479,41.75,28.49673913043479,-1.0,SL,0.0,8.42678957600649,0.0,True,False,False,False,2
2023-05-13 07:29:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,26718.3,27013.91,25751.0,25751.0,26666.6,3.272216772098364,71.84973045822102,50.0,21.849730458221018,-1.0,SL,0.5456513649741178,1.1271607861709687,0.0,False,False,False,False,23
2023-06-08 10:29:59.999000+00:00,BTCUSDT,v3_fib,SHORT,trend,26377.3,26546.154285714285,26111.0,25321.6,25321.6,6.252136245960175,77.53805073431243,52.5,25.03805073431243,-1.0,SL,0.836816189783241,2.5033418501159126,0.3014446227929304,True,False,False,False,5
2023-06-16 10:59:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,25553.0,25777.905714285713,25205.0,24777.0,24796.8,3.450334743448072,71.25827032136111,43.125,28.13327032136111,-1.0,SL,1.826987817117033,5.989176416784217,0.7110226682817103,False,True,False,False,10
2023-06-23 08:59:59.999000+00:00,BTCUSDT,v3_fib,LONG,trend,29992.0,29759.22857142857,30260.0,30822.0,30822.0,3.5657297164600514,71.69083948133243,46.25,25.440839481332432,3.5657297164600514,TP2,6.478458328218985,0.39051184485087215,0.7701368990767264,False,True,True,True,13
2023-06-25 14:29:59.999000+00:00,BTCUSDT,v3_fib,LONG,transition,30686.0,30426.00142857143,31053.2,31500.0,31500.0,3.1307864328925232,74.83470077220078,49.375,25.45970077220078,-1.0,SL,0.11846218935268726,2.9461700339013177,0.08014571948998006,True,False,False,False,2
2023-07-01 08:59:59.999000+00:00,BTCUSDT,v3_fib,SHORT,trend,30429.8,30564.457142857143,30275.0,29500.0,24777.0,6.904943772543953,71.08772158498442,45.625,25.462721584984422,-1.0,SL,0.10248249522596428,1.7704222363674873,0.0659025787965577,True,False,False,False,6
2023-07-02 14:59:59.999000+00:00,BTCUSDT,v3_fib,LONG,transition,30586.5,30444.062857142857,30650.0,31300.0,31500.0,5.009227127755595,76.98833333333332,48.75,28.23833333333332,-1.0,SL,2.5513008244238127,3.06521172246403,0.2193813695691058,True,False,False,False,1
2023-07-03 13:29:59.999000+00:00,BTCUSDT,v3_fib,LONG,transition,30617.6,30522.745714285713,30798.3,31300.0,31500.0,7.194192596162555,76.07193187308746,50.625,25.44693187308747,7.194192596162555,TP2,8.197837284255579,0.14337781258470117,0.976347826086959,False,True,True,False,11
2023-07-09 02:59:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,30287.9,30366.47142857143,30026.8,29680.0,26230.9,7.7369090909092115,70.28993094860763,48.125,22.16493094860763,-1.0,SL,4.570363636363725,1.9790909090909352,0.7651083238312615,False,False,False,False,24
2023-07-21 15:59:59.999000+00:00,BTCUSDT,v3_fib,SHORT,trend,29852.0,29968.96285714286,29710.3,29400.0,29400.0,3.8644746806067443,71.22583643122678,42.75,28.47583643122678,-1.0,SL,0.7694750470234668,1.7458533844688053,0.3059143439836838,True,False,False,False,5
2023-07-23 15:59:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,29886.0,29987.879999999997,29768.6,29468.8,29400.0,4.095013741656963,74.87781954887224,46.25,28.627819548872242,-1.0,SL,10.365135453474943,4.733019238319721,0.0002073398299783369,True,False,False,False,3
2023-08-03 12:29:59.999000+00:00,BTCUSDT,v3_fib,SHORT,trend,29116.2,29292.52857142857,28955.4,28550.0,28550.0,3.211050798023196,72.35484521122216,47.375,24.979845211222155,-1.0,SL,0.27335331766994025,1.8363444867536334,0.12956989247312023,True,False,False,False,5
2023-08-04 06:59:59.999000+00:00,BTCUSDT,v3_fib,SHORT,trend,29184.8,29381.41142857143,29079.6,28550.0,28550.0,3.2287034615048658,81.1895161290323,53.125,28.064516129032302,0.7598744441537814,TIME,2.0588833667567243,0.7069782311738766,0.43205574912890987,False,True,False,False,49
2023-08-10 10:29:59.999000+00:00,BTCUSDT,v3_fib,LONG,transition,29505.9,29343.36,29650.0,30250.0,30420.0,4.577950043066289,71.40884279475982,43.0,28.40884279475982,-1.0,SL,1.3775070751814729,1.244001476559614,0.8545801526717474,False,True,False,False,15
2023-08-20 04:29:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,26097.1,26292.855714285717,25906.9,24581.0,24581.0,7.744856928095336,70.30916221628836,48.125,22.18416221628836,0.27227813090658676,TIME,0.759109385604483,0.9598698085806519,0.5466988727858085,False,False,False,False,49
2023-08-21 06:29:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,26090.7,26302.72142857143,25982.3,24581.0,24581.0,7.120506687329462,79.64888211382114,51.125,28.52388211382115,0.15470134420374979,TIME,1.371087828049731,0.8928342822490967,0.9995590828924227,False,True,False,False,49
2023-08-26 07:59:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,26039.7,26146.144285714287,25820.0,25280.0,24581.0,7.1370670102401,73.02970467032954,47.5,25.529704670329536,0.02724429949941642,TIME,0.7900846854827003,0.2846559568385805,0.8587127158555746,False,False,False,False,49
2023-09-02 12:29:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,25809.3,25853.530000000002,25740.0,25312.0,24581.0,11.243499886953725,75.56634342478718,50.625,24.941343424787174,-1.0,SL,1.3203707890570562,6.911598462581474,0.18734673859735385,True,False,False,False,5
2023-09-04 05:29:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,25965.6,26155.332857142857,25777.0,25312.0,24581.0,3.4448435017656016,71.56465146299485,49.375,22.189651462994842,1.2744234374646908,TIME,2.2895349099861892,0.18130755272451343,0.6692307692307553,False,True,False,False,49
2023-09-07 15:59:59.999000+00:00,BTCUSDT,v3_fib,SHORT,trend,25766.7,25849.834285714285,25625.0,25326.0,24581.0,5.301061965151133,71.4686192468619,42.75,28.718619246861905,-1.0,SL,1.6443275939100581,8.231260954737715,0.03164855928200616,True,False,False,False,1
2023-09-23 13:59:59.999000+00:00,BTCUSDT,v3_fib,SHORT,trend,26561.8,26613.944285714286,26492.2,26360.1,24888.0,3.868113202377971,70.37871769868357,45.5,24.878717698683573,-1.0,SL,0.6175173282923799,1.1276403386208282,0.45350500715307684,False,False,False,False,9
2023-09-24 01:29:59.999000+00:00,BTCUSDT,v3_fib,SHORT,trend,26566.4,26626.992857142857,26530.1,26360.1,24888.0,3.4046917364141285,72.31693620844561,48.75,23.566936208445608,-1.0,SL,9.925262289284696,2.863373806436466,0.6412776412776835,False,True,False,False,33
2023-09-27 05:29:59.999000+00:00,BTCUSDT,v3_fib,SHORT,transition,26234.7,26309.13,26073.8,25965.0,24888.0,3.6235388956066057,73.5634667879892,51.25,22.313466787989196,-1.0,SL,2.4815262662904742,8.265484347709235,0.3824404761904828,False,False,False,False,9
2023-10-07 15:29:59.999000+00:00,BTCUSDT,v3_fib,LONG,trend,27941.4,27840.109999999997,28018.7,28450.0,28613.0,5.02122618224875,73.43353444920203,48.0,25.43353444920203,-1.0,SL,1.3880935926546776,2.6695626419191374,0.10546139359696227,False,False,False,False,9
