window_end_utc,window_start_utc,venue,symbol,status,field_coverage,field_total,trade_completeness,trade_count,trade_notional_1h_usdt,taker_buy_notional_usdt,taker_sell_notional_usdt,taker_buy_ratio,taker_sell_ratio,cvd_notional_usdt,last_price,index_price,mark_price,basis_bps,volume_24h_base,volume_24h_quote,volume_24h_usdt,price_ts_utc,long_position_ratio,short_position_ratio,long_short_position_ratio,long_short_ts_utc,depth_ts_utc,best_bid,best_ask,depth_bid_notional_0_5pct,depth_ask_notional_0_5pct,depth_imbalance_0_5pct,depth_bid_notional_1pct,depth_ask_notional_1pct,depth_imbalance_1pct,liquidation_completeness,liquidation_count,long_liquidation_amount_raw,short_liquidation_amount_raw,errors
2026-09-17T22:17:21.297293Z,2026-09-17T21:17:21.297293Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,15005,44578536.99663,20670493.56306,23908043.43357,0.46368712290003206,0.536312877099968,-3237549.8705100007,76292.8,76325.853,76292.8,-4.330511707481,26300.1618,2011890861.29806,2011890861.29806,2026-09-17T22:17:26.700000Z,0.491,0.509,0.9646,2026-09-17T22:00:00Z,2026-09-17T22:17:27.100000Z,76292.7,76292.8,82358088.74756,97049820.94723,-0.08189010297630511,82358088.74756,100537900.30488001,-0.09939972796291062,FULL,0,0.0,0.0,
2026-09-17T22:17:21.297293Z,2026-09-17T21:17:21.297293Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,8834,46058119.0757,24887180.9594,21170938.1163,0.5403429722889038,0.4596570277110962,3716242.8430999964,2440.28,2441.3045,2440.28,-4.196526897811692,710032.08,1738034679.7846,1738034679.7846,2026-09-17T22:17:31.589000Z,0.493,0.507,0.9723,2026-09-17T22:00:00Z,2026-09-17T22:17:31.997000Z,2440.1,2440.11,55790385.045499995,35166797.3401,0.22673951813908702,82413371.55939999,63230534.6227,0.13171053591981738,FULL,0,0.0,0.0,
