window_end_utc,window_start_utc,venue,symbol,status,field_coverage,field_total,trade_completeness,trade_count,trade_notional_1h_usdt,taker_buy_notional_usdt,taker_sell_notional_usdt,taker_buy_ratio,taker_sell_ratio,cvd_notional_usdt,last_price,index_price,mark_price,basis_bps,volume_24h_base,volume_24h_quote,volume_24h_usdt,price_ts_utc,long_position_ratio,short_position_ratio,long_short_position_ratio,long_short_ts_utc,depth_ts_utc,best_bid,best_ask,depth_bid_notional_0_5pct,depth_ask_notional_0_5pct,depth_imbalance_0_5pct,depth_bid_notional_1pct,depth_ask_notional_1pct,depth_imbalance_1pct,liquidation_completeness,liquidation_count,long_liquidation_amount_raw,short_liquidation_amount_raw,errors
2026-09-07T03:19:47.493239Z,2026-09-07T02:19:47.493239Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,44824,123452392.11904001,59629723.38141,63822668.73763,0.4830179663421308,0.5169820336578691,-4192945.3562199995,79766.0,79802.8775,79766.0,-4.6210739706731285,17361.174,1386600089.11531,1386600089.11531,2026-09-07T03:20:01.678000Z,0.498,0.502,0.992,2026-09-07T03:00:00Z,2026-09-07T03:20:02.032000Z,79773.0,79773.1,85653275.75979,83969742.1463,0.009925148333477187,85653275.75979,94423561.76896,-0.04870302105216493,FULL,1,0,0.0183,
2026-09-07T03:19:47.493239Z,2026-09-07T02:19:47.493239Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,32109,132421486.9497,67299959.3961,65121527.5536,0.5082253714736169,0.49177462852638304,2178431.842500001,2508.44,2509.2525,2508.44,-3.238016102404817,598084.82,1495185636.3228,1495185636.3228,2026-09-07T03:20:13.676000Z,0.4972,0.5028,0.9888,2026-09-07T03:00:00Z,2026-09-07T03:20:14.011000Z,2508.27,2508.28,47170238.5393,48840314.376,-0.017394711164441804,72274161.9932,77980700.6975,-0.0379790617229269,FULL,6,0,18.57,
2026-09-07T04:18:43.830832Z,2026-09-07T03:18:43.830832Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,28952,81024604.92445001,41871958.75113,39152646.17332,0.516780782703881,0.483219217296119,2719312.577809997,79630.0,79661.62,79630.5,-3.906523618273372,18011.673,1438292346.7008,1438292346.7008,2026-09-07T04:18:52.703000Z,0.4977,0.5023,0.9908,2026-09-07T04:00:00Z,2026-09-07T04:18:53.047000Z,79630.0,79630.1,84516041.46475,99719202.68599,-0.08252037383683697,84516041.46475,99745613.30854,-0.08265187818120923,FULL,2,0.0089,0,
2026-09-07T04:18:43.830832Z,2026-09-07T03:18:43.830832Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,15245,54626247.6794,25332120.1234,29294127.556,0.46373531405769514,0.5362646859423049,-3962007.4326000027,2496.21,2497.3325,2496.21,-4.494795947275199,603250.06,1507952647.3243,1507952647.3243,2026-09-07T04:18:59.191000Z,0.4972,0.5028,0.9888,2026-09-07T04:00:00Z,2026-09-07T04:18:59.532000Z,2496.2,2496.21,52835472.7446,55863176.7803,-0.02785410903386094,76396511.0317,79559108.2468,-0.020278828231590367,FULL,0,0.0,0.0,
2026-09-07T05:17:28.930060Z,2026-09-07T04:17:28.930060Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,20087,66863856.37859,43758678.0892,23105178.28939,0.6544444257213327,0.34555557427866734,20653499.799809996,79813.2,79841.192,79813.2,-3.5059596805619986,18437.9108,1472197055.46252,1472197055.46252,2026-09-07T05:17:34.876000Z,0.4978,0.5022,0.9912,2026-09-07T05:00:00Z,2026-09-07T05:17:35.165000Z,79813.1,79813.2,41321447.11486,82193553.94528,-0.3309080393442995,46525525.41888,82193553.94528,-0.2770997796332224,FULL,0,0.0,0.0,
2026-09-07T05:17:28.930060Z,2026-09-07T04:17:28.930060Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,10576,54169409.5568,31774232.5506,22395177.0062,0.5865715135270717,0.4134284864729283,9379055.5444,2507.32,2508.1045,2507.32,-3.1278601031170528,613579.93,1533726245.0069,1533726245.0069,2026-09-07T05:17:39.515000Z,0.497,0.503,0.988,2026-09-07T05:00:00Z,2026-09-07T05:17:39.789000Z,2507.31,2507.32,31738239.9414,56480734.6536,-0.2804668136961358,57046185.4489,85569309.123,-0.20000017361171077,FULL,0,0.0,0.0,
2026-09-07T06:26:13.036749Z,2026-09-07T05:26:13.036749Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,14908,39836904.14808,12213456.17448,27623447.9736,0.3065864789362315,0.6934135210637686,-15409991.79912,79728.5,79762.7775,79728.5,-4.297430590352036,18404.0417,1469408235.52692,1469408235.52692,2026-09-07T06:26:18.586000Z,0.4981,0.5019,0.9924,2026-09-07T06:00:00Z,2026-09-07T06:26:18.949000Z,79729.5,79729.6,95834708.00377999,105389411.03651,-0.04748289160514067,95834708.00377999,105389411.03651,-0.04748289160514067,FULL,0,0.0,0.0,
2026-09-07T06:26:13.036749Z,2026-09-07T05:26:13.036749Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,10258,32744610.1894,14957675.4188,17786934.7706,0.45679809080891304,0.5432019091910869,-2829259.3517999984,2505.81,2506.7085,2505.84,-3.464702816462495,590039.48,1474489282.1003,1474489282.1003,2026-09-07T06:26:23.734000Z,0.4974,0.5026,0.9896,2026-09-07T06:00:00Z,2026-09-07T06:26:24.124000Z,2505.92,2505.93,42959167.0582,55139577.089999996,-0.12416479066642047,63753536.0598,86166195.22929999,-0.14949772772924866,FULL,0,0.0,0.0,
2026-09-07T07:20:29.986896Z,2026-09-07T06:20:29.986896Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,14295,24952623.87086,9996838.019199999,14955785.85166,0.4006327379011406,0.5993672620988594,-4958947.832460001,79550.6,79589.1475,79555.4,-4.240213780404289,17549.9235,1401332817.71914,1401332817.71914,2026-09-07T07:20:34.092000Z,0.4982,0.5018,0.9928,2026-09-07T07:00:00Z,2026-09-07T07:20:34.365000Z,79550.6,79550.7,88445734.60522,99379520.82532,-0.05821254545900747,88445734.60522,104280488.4734,-0.08216190622757351,FULL,0,0.0,0.0,
2026-09-07T07:20:29.986896Z,2026-09-07T06:20:29.986896Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,8894,33315924.556599997,14846488.7741,18469435.7825,0.4456273980593722,0.5543726019406279,-3622947.008399999,2498.16,2499.059,2498.15,-3.637369105732313,557437.35,1393192989.2343,1393192989.2343,2026-09-07T07:20:38.048000Z,0.4974,0.5026,0.9896,2026-09-07T07:00:00Z,2026-09-07T07:20:38.304000Z,2498.29,2498.3,44849961.3412,54817436.626099996,-0.10000737942582023,67132697.2109,79191691.9351,-0.0824127460540276,FULL,1,12.9,0,
2026-09-07T08:20:35.582269Z,2026-09-07T07:20:35.582269Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,56928,184203217.83962,85228831.20877,98974386.63085,0.462689154990637,0.5373108450093631,-13745555.422079995,79435.4,79467.194,79435.4,-4.000896269221732,19263.9076,1536881045.63579,1536881045.63579,2026-09-07T08:20:53.024000Z,0.498,0.502,0.992,2026-09-07T08:00:00Z,2026-09-07T08:20:53.350000Z,79435.3,79435.4,74303290.95873,83935903.83991,-0.06087374808395316,77270161.96412,83935903.83991,-0.04134920012186888,FULL,17,2.0697,0,
2026-09-07T08:20:35.582269Z,2026-09-07T07:20:35.582269Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,26121,114298038.0271,53592817.4103,60705220.6168,0.4688865910156146,0.5311134089843854,-7112403.206500001,2489.3,2490.4205,2489.3,-4.499240188554632,580274.0,1449723924.1713,1449723924.1713,2026-09-07T08:21:02.850000Z,0.4972,0.5028,0.9888,2026-09-07T08:00:00Z,2026-09-07T08:21:03.168000Z,2489.38,2489.39,44843662.1401,50712808.1191,-0.06142070718057863,69036758.9517,75967741.0228,-0.04779839296241741,FULL,6,0.96,0.81,
2026-09-07T09:19:44.708965Z,2026-09-07T08:19:44.708965Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,17280,65956012.06769,30389753.50123,35566258.56646,0.4607578983101844,0.5392421016898157,-5176505.065229997,79499.8,79531.686,79499.8,-4.009219671263775,19638.5141,1566476505.8703,1566476505.8703,2026-09-07T09:19:50.621000Z,0.4986,0.5014,0.9944,2026-09-07T09:00:00Z,2026-09-07T09:19:51Z,79499.8,79499.9,87714512.7895,92816504.83845,-0.02826102747320971,88010343.34541,92816504.83845,-0.02657880475886643,FULL,0,0.0,0.0,
2026-09-07T09:19:44.708965Z,2026-09-07T08:19:44.708965Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,11150,52611499.0694,20567138.3638,32044360.7056,0.39092477362543543,0.6090752263745647,-11477222.3418,2494.25,2495.708,2494.26,-5.801960806312012,581688.1,1453189877.9489,1453189877.9489,2026-09-07T09:19:56.328000Z,0.4973,0.5027,0.9892,2026-09-07T09:00:00Z,2026-09-07T09:19:56.675000Z,2494.24,2494.25,52740326.4783,52996302.7139,-0.002420885151679159,78917274.6394,77375520.43879999,0.009864525103851444,FULL,0,0.0,0.0,
2026-09-07T10:19:00.261168Z,2026-09-07T09:19:00.261168Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,17391,57270643.209759995,26851226.87226,30419416.3375,0.4688480060179252,0.5311519939820749,-3568189.465239998,79378.3,79408.5815,79378.9,-3.737820200201414,19972.6599,1592786770.19792,1592786770.19792,2026-09-07T10:19:06.305000Z,0.4985,0.5015,0.994,2026-09-07T10:00:00Z,2026-09-07T10:19:06.729000Z,79378.2,79378.3,98409450.29129,104671076.85546,-0.030833219965227036,98409450.29129,104671076.85546,-0.030833219965227036,FULL,0,0.0,0.0,
2026-09-07T10:19:00.261168Z,2026-09-07T09:19:00.261168Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,9972,52423612.475700006,25087616.6675,27335995.8082,0.47855566380758097,0.5214443361924189,-2248379.1407000013,2488.27,2489.317,2488.27,-4.20597296366898,585732.57,1463085814.0036,1463085814.0036,2026-09-07T10:19:11.331000Z,0.4976,0.5024,0.9904,2026-09-07T10:00:00Z,2026-09-07T10:19:11.748000Z,2488.26,2488.27,54921556.8906,50470277.9429,0.04223551999765651,79037212.2596,75569506.1162,0.02242920734512392,FULL,0,0.0,0.0,
2026-09-07T11:18:09.663828Z,2026-09-07T10:18:09.663828Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,11568,40652716.77179,20396253.46843,20256463.30336,0.5017193213168843,0.4982806786831157,139790.16507000104,79374.0,79407.8635,79375.0,-4.138569979282858,20150.7982,1606719589.22557,1606719589.22557,2026-09-07T11:18:13.917000Z,0.4983,0.5017,0.9932,2026-09-07T11:00:00Z,2026-09-07T11:18:14.292000Z,79374.0,79374.1,89574386.59009,104710996.40729,-0.07790915396555649,89574386.59009,104710996.40729,-0.07790915396555649,FULL,0,0.0,0.0,
2026-09-07T11:18:09.663828Z,2026-09-07T10:18:09.663828Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,6309,23544215.8801,10504150.0283,13040065.8518,0.44614567254194687,0.5538543274580531,-2535915.8235,2490.16,2491.3285,2490.26,-4.288876396668639,582257.08,1454294596.0569,1454294596.0569,2026-09-07T11:18:17.964000Z,0.4977,0.5023,0.9908,2026-09-07T11:00:00Z,2026-09-07T11:18:18.337000Z,2490.15,2490.16,58765563.8295,50519319.2661,0.07545640650213596,84373396.7032,75848885.8267,0.05320427809352415,FULL,0,0.0,0.0,
2026-09-07T12:24:18.533942Z,2026-09-07T11:24:18.533942Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,10959,23781784.58359,14718670.67665,9063113.90694,0.6189052223947161,0.3810947776052839,5655556.769710001,79450.2,79481.8865,79450.1,-3.9992130785659885,20141.6012,1605815973.29233,1605815973.29233,2026-09-07T12:24:21.925000Z,0.4982,0.5018,0.9928,2026-09-07T12:00:00Z,2026-09-07T12:24:22.249000Z,79452.9,79453.0,93942399.46963,99893082.9262,-0.03069966026353293,94162726.08219999,99893082.9262,-0.029529426989490248,FULL,0,0.0,0.0,
2026-09-07T12:24:18.533942Z,2026-09-07T11:24:18.533942Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,6153,20024561.3596,9421260.318,10603301.0416,0.470485228056361,0.529514771943639,-1182040.7236000001,2491.16,2492.2775,2491.18,-4.40360272883078,579038.53,1446133280.1431,1446133280.1431,2026-09-07T12:24:25.629000Z,0.4994,0.5006,0.9976,2026-09-07T12:00:00Z,2026-09-07T12:24:25.956000Z,2491.48,2491.49,45985024.4251,61937963.9073,-0.1478178072040163,66364831.6342,88222893.5037,-0.14139584401026353,FULL,0,0.0,0.0,
2026-09-07T13:20:35.896910Z,2026-09-07T12:20:35.896910Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,19135,58203065.12578,32452558.33998,25750506.7858,0.5575747302972489,0.44242526970275103,6702051.55418,79593.9,79626.306,79594.3,-4.0195259089370605,20444.3722,1629750110.65126,1629750110.65126,2026-09-07T13:20:42.786000Z,0.4977,0.5023,0.9908,2026-09-07T13:00:00Z,2026-09-07T13:20:43.172000Z,79593.9,79594.0,90109392.31337,96314346.46619,-0.0332841417806621,90533697.31257,96314346.46619,-0.030937702299225815,FULL,0,0.0,0.0,
2026-09-07T13:20:35.896910Z,2026-09-07T12:20:35.896910Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,15673,64589873.152,37692507.5041,26897365.6479,0.5835668296699986,0.4164331703300014,10795141.856200002,2507.81,2508.8385,2507.88,-3.820493028944272,586020.58,1463700732.4038,1463700732.4038,2026-09-07T13:20:49.998000Z,0.4974,0.5026,0.9896,2026-09-07T13:00:00Z,2026-09-07T13:20:50.406000Z,2507.96,2507.97,51326463.1977,61761503.401,-0.09227365666878969,73360416.6678,94357253.3835,-0.1251915597758881,FULL,0,0.0,0.0,
2026-09-07T14:19:00.677444Z,2026-09-07T13:19:00.677444Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,36233,105025707.9077,48881752.60208,56143955.30562,0.46542654723202503,0.534573452767975,-7262202.703539997,79114.7,79148.2915,79114.7,-4.2441219340794145,21082.1208,1679975174.57074,1679975174.57074,2026-09-07T14:19:10.460000Z,0.4981,0.5019,0.9924,2026-09-07T14:00:00Z,2026-09-07T14:19:10.716000Z,79122.7,79122.8,84980788.98518,94918772.32171,-0.05524184308363504,84980788.98518,102056050.34768,-0.09129357309183363,FULL,0,0.0,0.0,
2026-09-07T14:19:00.677444Z,2026-09-07T13:19:00.677444Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,21201,64372068.457399994,28962261.3766,35409807.0808,0.44991969452972574,0.5500803054702743,-6447545.704199996,2484.51,2486.011,2484.9,-4.469006774305839,582332.91,1454698951.9526,1454698951.9526,2026-09-07T14:19:17.739000Z,0.4984,0.5016,0.9936,2026-09-07T14:00:00Z,2026-09-07T14:19:17.988000Z,2484.5,2484.51,62547461.773,39995679.6949,0.21992482144853723,87186708.1633,65267667.6179,0.14377442715621255,FULL,0,0.0,0.0,
2026-09-07T15:18:01.809864Z,2026-09-07T14:18:01.809864Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,38790,137790095.0266,74187443.22831,63602651.79829,0.5384091157930352,0.4615908842069648,10584791.430020005,78930.0,78962.5845,78930.0,-4.126574656380111,20289.8964,1616317759.78445,1616317759.78445,2026-09-07T15:18:16.043000Z,0.4968,0.5032,0.9872,2026-09-07T15:00:00Z,2026-09-07T15:18:16.448000Z,78926.9,78927.0,90161121.3518,94805879.77955,-0.025111281468263844,90161121.3518,99414064.55924,-0.048808830981614,FULL,4,0.1013,0,
2026-09-07T15:18:01.809864Z,2026-09-07T14:18:01.809864Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,22993,84923607.1338,42873787.2279,42049819.9059,0.5048512265894559,0.4951487734105441,823967.3219999969,2475.91,2476.934,2475.98,-3.8515358099977526,553669.66,1383979221.1253,1383979221.1253,2026-09-07T15:18:26.434000Z,0.4991,0.5009,0.9964,2026-09-07T15:00:00Z,2026-09-07T15:18:26.904000Z,2477.0,2477.01,62662423.9986,50151730.5623,0.11089648710301157,91832801.4713,75794557.2313,0.09567796309703021,FULL,6,11.49,0,
2026-09-07T16:18:40.005119Z,2026-09-07T15:18:40.005119Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,48089,142487986.92932,73675424.52579,68812562.40353,0.5170641126562907,0.48293588734370924,4862862.122260004,78875.0,78901.7855,78875.0,-3.3947900963526845,22012.8696,1751685490.48372,1751685490.48372,2026-09-07T16:18:56.957000Z,0.4962,0.5038,0.9849,2026-09-07T16:00:00Z,2026-09-07T16:18:57.366000Z,78875.0,78875.1,92695792.03254,106556759.32875,-0.0695648171203436,92695792.03254,106556759.32875,-0.0695648171203436,FULL,8,0.6628,0,
2026-09-07T16:18:40.005119Z,2026-09-07T15:18:40.005119Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,25700,95715178.5168,46651397.902,49063780.6148,0.487398118301704,0.512601881698296,-2412382.712799996,2474.66,2475.5335,2474.66,-3.528532334545753,581556.23,1452855737.6592,1452855737.6592,2026-09-07T16:19:07.453000Z,0.4987,0.5013,0.9948,2026-09-07T16:00:00Z,2026-09-07T16:19:07.822000Z,2474.65,2474.66,53440322.476,56306948.8745,-0.026120252132236135,80671633.4973,81665568.0813,-0.006122654415222045,FULL,2,0.79,0,
2026-09-07T17:16:37.026980Z,2026-09-07T16:16:37.026980Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,21578,74077106.94587,43865525.8327,30211581.11317,0.5921603534645817,0.4078396465354183,13653944.719529998,79103.6,79133.1325,79103.6,-3.732001889348302,22680.5579,1804236852.08101,1804236852.08101,2026-09-07T17:16:44.666000Z,0.4961,0.5039,0.9845,2026-09-07T17:00:00Z,2026-09-07T17:16:45.074000Z,79103.6,79103.7,101351753.16672,104030942.02964,-0.013044861741435968,102088886.30465,104030942.02964,-0.009421974298563545,FULL,1,0,0.0001,
2026-09-07T17:16:37.026980Z,2026-09-07T16:16:37.026980Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,11991,40764441.214200005,24526234.6215,16238206.5927,0.6016575694641549,0.39834243053584495,8288028.0287999995,2489.1,2490.2975,2489.23,-4.286636436008351,578760.88,1445872034.0138,1445872034.0138,2026-09-07T17:16:50.536000Z,0.4982,0.5018,0.9928,2026-09-07T17:00:00Z,2026-09-07T17:16:50.946000Z,2488.96,2488.97,59050019.479499996,60025971.315,-0.008196042115528466,82470303.21869999,86854960.16319999,-0.0258948774502169,FULL,1,0,1.96,
2026-09-07T18:21:11.052397Z,2026-09-07T17:21:11.052397Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,13716,43669375.41875,15320421.64666,28348953.77209,0.35082758797786656,0.6491724120221334,-13028532.12543,79157.4,79193.4135,79157.4,-4.547537277200808,22833.1573,1816041884.31299,1816041884.31299,2026-09-07T18:21:14.896000Z,0.4958,0.5042,0.9833,2026-09-07T18:00:00Z,2026-09-07T18:21:15.158000Z,79157.3,79157.4,98153668.41223,96405255.0536,0.008986549305907688,98589633.3871,96405255.0536,0.011202233817345886,FULL,1,0,0.0015,
2026-09-07T18:21:11.052397Z,2026-09-07T17:21:11.052397Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,10879,35843889.2907,18618148.2934,17225740.9973,0.5194232172296837,0.4805767827703162,1392407.2961000018,2494.03,2495.028,2494.03,-3.9999551107228193,577503.11,1442766145.39,1442766145.39,2026-09-07T18:21:19.392000Z,0.499,0.501,0.996,2026-09-07T18:00:00Z,2026-09-07T18:21:19.642000Z,2494.03,2494.04,65562982.1575,60083060.6871,0.04361395986961251,90524603.2016,88693873.3769,0.010215073019539448,FULL,2,0,1.71,
2026-09-07T19:16:41.956172Z,2026-09-07T18:16:41.956172Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,11007,34507428.772929996,10657872.685899999,23849556.08703,0.30885734072023263,0.6911426592797675,-13191683.401130002,79142.4,79178.736,79142.4,-4.589110894622772,22940.3475,1824290568.8494,1824290568.8494,2026-09-07T19:16:45.187000Z,0.4967,0.5033,0.9868,2026-09-07T19:00:00Z,2026-09-07T19:16:45.446000Z,79142.3,79142.4,114125069.93556,91745606.44152,0.10870641651290337,114547853.55533,91745606.44152,0.11053305865420147,FULL,0,0.0,0.0,
2026-09-07T19:16:41.956172Z,2026-09-07T18:16:41.956172Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,6839,26427770.725500003,11875838.1775,14551932.548,0.449369653643963,0.5506303463560369,-2676094.3705,2490.41,2491.264,2490.41,-3.4279787288715724,576317.08,1439752276.5703,1439752276.5703,2026-09-07T19:16:48.527000Z,0.4989,0.5011,0.9956,2026-09-07T19:00:00Z,2026-09-07T19:16:48.790000Z,2490.43,2490.44,53471512.7056,55161240.9848,-0.015554501030284808,80195368.8581,82635893.7145,-0.014988060755912058,FULL,0,0.0,0.0,
2026-09-07T20:18:08.104044Z,2026-09-07T19:18:08.104044Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,17002,48846476.155039996,22930740.35926,25915735.79578,0.46944513021732065,0.5305548697826794,-2984995.436519999,79206.0,79244.1225,79206.0,-4.8107668805341675,23363.5166,1857735252.7117,1857735252.7117,2026-09-07T20:18:12.751000Z,0.4967,0.5033,0.9868,2026-09-07T20:00:00Z,2026-09-07T20:18:12.976000Z,79206.0,79206.1,94345551.75637001,96450209.72326,-0.011030947179163059,94345551.75637001,96450209.72326,-0.011030947179163059,FULL,1,0,0.0102,
2026-09-07T20:18:08.104044Z,2026-09-07T19:18:08.104044Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,6360,24223250.9096,12629929.7013,11593321.2083,0.521396973033648,0.478603026966352,1036608.4930000007,2488.74,2489.623,2488.79,-3.3458881123771267,581217.68,1451980631.0418,1451980631.0418,2026-09-07T20:18:15.972000Z,0.4984,0.5016,0.9936,2026-09-07T20:00:00Z,2026-09-07T20:18:16.198000Z,2488.74,2488.75,63049912.546500005,51729600.6352,0.09862658934072627,88224470.7937,80473416.1566,0.04594636469503339,FULL,0,0.0,0.0,
2026-09-07T21:17:42.915350Z,2026-09-07T20:17:42.915350Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,8486,21002671.5965,7484314.00401,13518357.59249,0.35635057043206003,0.6436494295679399,-6034043.58848,79192.9,79233.036,79193.2,-5.027700819137948,23226.6763,1846601712.33432,1846601712.33432,2026-09-07T21:17:45.304000Z,0.4969,0.5031,0.9876,2026-09-07T21:00:00Z,2026-09-07T21:17:45.532000Z,79192.9,79193.0,104150762.99086,93075460.78466,0.056155322523468026,104150762.99086,93075460.78466,0.056155322523468026,FULL,0,0.0,0.0,
2026-09-07T21:17:42.915350Z,2026-09-07T20:17:42.915350Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,6061,26333150.9408,12717584.4898,13615566.451,0.48294959150124556,0.5170504084987544,-897981.9611999989,2493.29,2494.4395,2493.5,-3.7663771761153875,568408.47,1419769986.1766,1419769986.1766,2026-09-07T21:17:48.521000Z,0.4987,0.5013,0.9948,2026-09-07T21:00:00Z,2026-09-07T21:17:48.754000Z,2493.25,2493.26,50602260.6056,52354161.6484,-0.017015947178874873,73525440.2555,80396075.7416,-0.04463726491772243,FULL,0,0.0,0.0,
2026-09-07T22:17:41.356321Z,2026-09-07T21:17:41.356321Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,13621,32538528.14009,17458101.71588,15080426.42421,0.5365363067658324,0.4634636932341676,2377675.2916699983,79061.6,79106.919,79068.9,-4.806027144098612,23187.7381,1843212343.2505,1843212343.2505,2026-09-07T22:17:45.098000Z,0.497,0.503,0.988,2026-09-07T22:00:00Z,2026-09-07T22:17:45.334000Z,79061.5,79061.6,88024481.40501,92848069.75384,-0.026668437625970775,88024481.40501,93156490.17954,-0.028325318766353386,FULL,0,0.0,0.0,
2026-09-07T22:17:41.356321Z,2026-09-07T21:17:41.356321Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,7002,26260920.1748,11987719.6226,14273200.5522,0.4564851323870755,0.5435148676129244,-2285480.9296000004,2483.98,2485.288,2484.08,-4.860603680539866,561589.34,1402478597.5893,1402478597.5893,2026-09-07T22:17:48.648000Z,0.4992,0.5008,0.9968,2026-09-07T22:00:00Z,2026-09-07T22:17:48.893000Z,2484.0,2484.01,38769100.7728,19657333.8154,0.32710821894409886,58049351.9892,41577741.7651,0.16533263797418632,FULL,0,0.0,0.0,
2026-09-07T23:17:09.563533Z,2026-09-07T22:17:09.563533Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,32650,84672409.38839999,43010405.32668,41662004.06172,0.5079624595231179,0.4920375404768822,1348401.2649599984,79068.9,79104.891,79072.3,-4.119972809266681,22854.0714,1815369837.10567,1815369837.10567,2026-09-07T23:17:18.432000Z,0.4971,0.5029,0.9884,2026-09-07T23:00:00Z,2026-09-07T23:17:18.688000Z,79068.8,79068.9,80556317.62234999,83641050.43491,-0.01878673726051613,81010548.83378,83641050.43491,-0.015976167937715304,FULL,5,0.3562,0,
2026-09-07T23:17:09.563533Z,2026-09-07T22:17:09.563533Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,13864,58476810.337400004,25846474.8349,32630335.5025,0.44199529156550754,0.5580047084344925,-6783860.667600002,2485.01,2486.2245,2485.01,-4.884916868929112,560576.29,1399518829.6238,1399518829.6238,2026-09-07T23:17:23.699000Z,0.499,0.501,0.996,2026-09-07T23:00:00Z,2026-09-07T23:17:23.951000Z,2485.01,2485.02,41442111.0678,43180147.0616,-0.020538756967963253,65310943.3111,69484245.2048,-0.030960317943453358,FULL,2,0.91,0,
2026-09-08T00:29:30.404630Z,2026-09-07T23:29:30.404630Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,20878,42663004.37872,21733298.015,20929706.36372,0.5094178980475275,0.4905821019524726,803591.6512800008,78983.0,79021.4295,78984.3,-4.698662152143873,21614.3071,1715027212.83555,1715027212.83555,2026-09-08T00:29:35.975000Z,0.4979,0.5021,0.9916,2026-09-08T00:00:00Z,2026-09-08T00:29:36.214000Z,78983.0,78983.1,87311038.68623,96001446.44734,-0.04740761522477728,87311038.68623,96030176.31777,-0.04755688802078557,FULL,0,0.0,0.0,
2026-09-08T00:29:30.404630Z,2026-09-07T23:29:30.404630Z,Bitget USDT Futures,ETHUSDT,OK,7,7,FULL,9226,32844090.054899998,17146083.222,15698006.8329,0.5220447025123773,0.4779552974876228,1448076.3890999984,2483.39,2484.369,2483.39,-3.940638447832434,514250.73,1282602376.3717,1282602376.3717,2026-09-08T00:29:40.007000Z,0.4975,0.5025,0.99,2026-09-08T00:00:00Z,2026-09-08T00:29:40.259000Z,2483.38,2483.39,46153791.228199996,47557620.0455,-0.014980340155158775,71391797.9084,72348768.5311,-0.006657623845546706,FULL,0,0.0,0.0,
2026-09-08T01:17:49.043766Z,2026-09-08T00:17:49.043766Z,Bitget USDT Futures,BTCUSDT,OK,7,7,FULL,26049,67171086.43463,36466983.39374,30704103.04089,0.5428970309900998,0.4571029690099001,5762880.352849998,79262.1,79295.9245,79262.9,-4.1647159306401615,21251.5937,1685436987.64966,1685436987.64966,2026-09-08T01:17:57.858000Z,0.4978,0.5022,0.9912,2026-09-08T01:00:00Z,2026-09-08T01:17:58.221000Z,79268.3,79268.4,89784063.83417,84134277.56253,0.03248528146179299,93475519.61678,84134277.56253,0.052594182317653004,FULL,0,0.0,0.0,
