asset,setup_time,direction,regime,v3_nofib_score,v3_fib_score,segment_gate,entry,stop,tp,R,outcome,MFE,MAE,false_start,split,tier
BTCUSDT,2026-03-16 22:00:00+00:00,LONG,BULL_TREND,64.0,64.0,True,74837.3,72861.62377624326,80764.32867127024,-0.14810119010473657,TIME,0.5879505892879606,0.7627768061785153,False,OOS,60-64
BTCUSDT,2026-03-17 04:00:00+00:00,LONG,BULL_TREND,84.0,84.0,True,74642.0,73050.3857767869,79416.84266963929,-0.154560066385549,TIME,0.13458035048692743,0.8241318661704236,False,OOS,75+
BTCUSDT,2026-03-17 15:00:00+00:00,LONG,BULL_TREND,83.0,83.0,True,74072.0,73261.80460584452,76502.58618246645,-1.0,SL,0.8701604638654681,4.012365441040945,False,OOS,75+
BTCUSDT,2026-03-17 21:00:00+00:00,LONG,BULL_TREND,70.0,70.0,True,74667.0,73269.6180035492,78859.1459893524,-1.0,SL,0.07871863261397968,3.013492381249713,True,OOS,70-74
BTCUSDT,2026-03-18 03:00:00+00:00,LONG,BULL_TREND,71.0,71.0,True,74231.5,73430.98501048979,76633.04496853062,-1.0,SL,0.5015521323912453,4.71633891866288,False,OOS,70-74
BTCUSDT,2026-03-18 10:00:00+00:00,LONG,BULL_TREND,66.0,66.0,True,74205.0,73446.22812209623,76481.3156337113,-1.0,SL,0.0,6.3047934950044615,True,OOS,65-69
BTCUSDT,2026-03-19 23:00:00+00:00,SHORT,BEAR_TREND,67.0,67.0,False,70165.8,70716.93616778193,68512.39149665424,-1.0,SL,1.480214959005929,2.1344997275981368,False,OOS,65-69
BTCUSDT,2026-03-20 07:00:00+00:00,SHORT,BEAR_TREND,62.0,62.0,False,70243.9,70997.89439985431,67981.91680043704,-1.0,SL,1.1855525719722977,1.4566421185783494,False,OOS,60-64
BTCUSDT,2026-03-20 13:00:00+00:00,SHORT,BEAR_TREND,72.0,72.0,True,70285.3,71397.20569027711,66949.58292916867,-0.38591402468050146,TIME,0.8411684625581017,0.5420423739802885,False,OOS,70-74
BTCUSDT,2026-03-20 19:00:00+00:00,SHORT,BEAR_TREND,66.0,66.0,False,69845.5,71400.5515816301,65180.345255109685,-0.3559367461108819,TIME,0.13549389775169246,0.7923852909807184,False,OOS,65-69
BTCUSDT,2026-03-21 16:00:00+00:00,SHORT,BEAR_TREND,70.0,70.0,True,70530.1,71111.56405610521,68785.70783168438,3.0,TP3R,4.299663880767291,0.13225237087755645,False,OOS,70-74
BTCUSDT,2026-03-21 22:00:00+00:00,SHORT,BEAR_TREND,43.0,43.0,False,70282.9,71106.4104889684,67812.36853309479,3.0,TP3R,3.6221760863503127,0.07516601285497886,False,OOS,<55
BTCUSDT,2026-03-22 04:00:00+00:00,SHORT,BEAR_TREND,63.0,63.0,True,69411.0,70779.79907036862,65304.60278889413,0.9284050723805443,TIME,1.5422278153881999,0.0600526416034607,False,OOS,60-64
BTCUSDT,2026-03-22 10:00:00+00:00,SHORT,BEAR_TREND,64.0,64.0,True,68701.6,70409.458214701,63578.02535589704,0.07828518717136006,TIME,0.8206770257245263,0.1747217640383796,False,OOS,60-64
BTCUSDT,2026-03-22 16:00:00+00:00,SHORT,BEAR_TREND,59.0,59.0,True,68754.6,69594.79675513375,66234.00973459877,-1.0,SL,1.731261149382159,3.612487172146778,False,OOS,55-59
BTCUSDT,2026-03-22 22:00:00+00:00,SHORT,BEAR_TREND,66.0,66.0,True,67870.1,69043.79098191048,64349.027054268576,-1.0,SL,0.40044612018314824,3.3396354410252873,True,OOS,65-69
BTCUSDT,2026-03-23 04:00:00+00:00,SHORT,BEAR_TREND,67.0,67.0,True,68140.2,69047.27055883581,65418.988323492566,-1.0,SL,0.7535246220285723,4.023501771112629,False,OOS,65-69
BTCUSDT,2026-03-27 00:00:00+00:00,SHORT,BEAR_TREND,65.0,65.0,True,68894.2,69924.14000675562,65804.37997973312,3.0,TP3R,3.2945608265949207,0.24127618926347946,False,OOS,65-69
BTCUSDT,2026-03-27 06:00:00+00:00,SHORT,BEAR_TREND,65.0,65.0,True,68714.7,69515.92110047527,66311.03669857417,3.0,TP3R,4.011002703365733,0.26247436553437664,False,OOS,65-69
BTCUSDT,2026-03-27 12:00:00+00:00,SHORT,BEAR_TREND,59.0,59.0,True,66603.2,69198.49114558107,58817.32656325679,0.09097245232080892,TIME,0.4246922361202839,0.03725978881585042,False,OOS,55-59
BTCUSDT,2026-03-27 18:00:00+00:00,SHORT,BEAR_TREND,54.0,54.0,True,65590.1,68983.68222556356,55409.35332330933,-0.38596383200424017,TIME,0.02625544161824733,0.49914806461443423,False,OOS,<55
BTCUSDT,2026-03-28 00:00:00+00:00,SHORT,BEAR_TREND,59.0,59.0,True,66264.6,66860.6715707263,64476.385287821104,-1.0,SL,0.631803324458381,1.7101973153288903,False,OOS,55-59
BTCUSDT,2026-03-28 06:00:00+00:00,SHORT,BEAR_TREND,68.0,68.0,True,66328.4,66513.03038403373,65774.50884789879,-1.0,SL,1.3058522369532541,5.175746153598435,False,OOS,65-69
BTCUSDT,2026-03-28 12:00:00+00:00,SHORT,BEAR_TREND,68.0,68.0,True,66367.2,66566.73947657697,65768.58157026907,-1.0,SL,0.6695416981734629,4.594579557525994,False,OOS,65-69
BTCUSDT,2026-03-28 22:00:00+00:00,SHORT,BEAR_TREND,66.0,66.0,True,66565.5,67315.5959447033,64315.212165890116,0.38795037095568746,TIME,0.6059224865957387,0.712575509538883,False,OOS,65-69
BTCUSDT,2026-03-29 07:00:00+00:00,SHORT,BEAR_TREND,66.0,66.0,True,66568.6,67131.14242908226,64880.97271275324,-1.0,SL,2.933823147691292,2.148104636251891,False,OOS,65-69
BTCUSDT,2026-03-29 13:00:00+00:00,SHORT,BEAR_TREND,67.0,67.0,True,66567.8,67130.45490402545,64879.83528792366,-1.0,SL,2.9318148445843826,2.5418777829319597,False,OOS,65-69
BTCUSDT,2026-03-29 19:00:00+00:00,SHORT,BEAR_TREND,71.0,71.0,True,66404.0,67016.36020421633,64566.91938735102,-1.0,SL,2.4263497036053656,2.848650170257893,False,OOS,70-74
BTCUSDT,2026-03-30 01:00:00+00:00,SHORT,BEAR_TREND,88.0,88.0,True,66371.4,66895.8798988999,64797.960303300264,-1.0,SL,0.3266092758927233,3.3881184078307576,True,OOS,75+
BTCUSDT,2026-03-31 00:00:00+00:00,SHORT,BEAR_TREND,66.0,66.0,True,66615.0,68193.42465917855,61879.726022464354,-1.0,SL,0.4289086565286731,1.2575829884924905,True,OOS,65-69
BTCUSDT,2026-04-02 08:00:00+00:00,SHORT,BEAR_TREND,58.0,58.0,True,66743.8,68688.725145752,60909.024562744,-0.2024242428352038,TIME,0.5489671426851616,0.33739087667884465,False,OOS,55-59
BTCUSDT,2026-04-02 14:00:00+00:00,SHORT,BEAR_TREND,69.0,69.0,True,66357.0,68156.38451487609,60958.846455371735,-0.22001967713235387,TIME,0.1105933714305104,0.5796426452362932,False,OOS,65-69
BTCUSDT,2026-04-02 20:00:00+00:00,SHORT,BEAR_TREND,71.0,71.0,True,66856.8,67450.60515998656,65075.38452004033,-0.02054545972667747,TIME,1.038724554050635,0.8305754702622693,False,OOS,70-74
BTCUSDT,2026-04-03 02:00:00+00:00,SHORT,BEAR_TREND,63.0,64.0,True,66479.6,67444.38684667017,63585.23945998952,-0.34961090230877007,TIME,0.24834501094926248,0.9021681866871092,False,OOS,60-64
BTCUSDT,2026-04-03 10:00:00+00:00,SHORT,BEAR_TREND,71.0,71.0,True,66791.2,67297.17176325497,65273.28471023508,-1.0,SL,0.6180186775411401,1.104409456379898,False,OOS,70-74
BTCUSDT,2026-04-04 04:00:00+00:00,SHORT,BEAR_TREND,56.0,56.0,True,66773.1,67068.97078605101,65885.487641847,-1.0,SL,0.09328396482932239,2.641017757884659,True,OOS,55-59
BTCUSDT,2026-04-06 00:00:00+00:00,LONG,BULL_TREND,68.0,68.0,True,69205.2,66611.00070181859,76987.79789454423,-0.11286719574909373,TIME,0.43454641314191406,0.3768792940023481,False,OOS,65-69
BTCUSDT,2026-04-06 06:00:00+00:00,LONG,BULL_TREND,51.0,51.0,True,69276.6,67117.89865199852,75752.70404400447,-0.3643857454984385,TIME,0.48913667514848236,0.4859866331075656,False,OOS,<55
BTCUSDT,2026-04-06 12:00:00+00:00,LONG,BULL_TREND,67.0,67.0,True,69449.9,68530.8906772694,72206.92796819177,-1.0,SL,0.9603819876142223,1.5417689080563983,False,OOS,65-69
BTCUSDT,2026-04-06 18:00:00+00:00,LONG,BULL_TREND,62.0,62.0,True,69710.5,68722.24271094394,72675.27186716817,-1.0,SL,0.2477087725139132,2.0232585402024656,True,OOS,60-64
BTCUSDT,2026-04-07 09:00:00+00:00,LONG,BULL_TREND,67.0,67.0,True,69070.2,68181.96194016245,71734.91417951263,-1.0,SL,4.135377852049941,1.5302204008783276,False,OOS,65-69
BTCUSDT,2026-04-08 00:00:00+00:00,LONG,BULL_TREND,58.0,58.0,True,71929.9,67636.41112490477,84810.36662528566,-0.22343134637299195,TIME,0.21628098430310033,0.293071680539077,False,OOS,55-59
BTCUSDT,2026-04-08 06:00:00+00:00,LONG,BULL_TREND,53.0,53.0,True,71772.2,68103.5604692813,82778.11859215607,-0.2158838428709965,TIME,0.2961043163014698,0.3664028555393849,False,OOS,<55
BTCUSDT,2026-04-08 12:00:00+00:00,LONG,BULL_TREND,62.0,62.0,True,71805.9,71135.11007818692,73818.26976543923,-1.0,SL,1.569194714725193,2.0541453519093884,False,OOS,60-64
BTCUSDT,2026-04-08 18:00:00+00:00,LONG,BULL_TREND,54.0,54.0,True,71670.6,70609.49853779879,74853.90438660365,-1.0,SL,0.7985098788218576,1.1710472977977795,False,OOS,<55
BTCUSDT,2026-04-09 09:00:00+00:00,LONG,BULL_TREND,64.0,64.0,True,71287.0,70382.51102175166,74000.46693474501,0.4174733015887915,TIME,2.0354034645787955,0.9030513578859133,False,OOS,60-64
BTCUSDT,2026-04-09 15:00:00+00:00,LONG,BULL_TREND,77.0,77.0,True,71300.5,70544.2412826076,73569.27615217719,2.21855293884758,TIME,2.4165010702967846,0.06333811286850993,False,OOS,75+
BTCUSDT,2026-04-09 21:00:00+00:00,LONG,BULL_TREND,66.0,66.0,True,72306.1,70416.9206680122,77973.63799596342,0.38672877033396813,TIME,0.6055010133931416,0.48910126442456997,False,OOS,65-69
BTCUSDT,2026-04-10 03:00:00+00:00,LONG,BULL_TREND,77.0,77.0,True,71824.3,70413.8606992778,76055.61790216663,0.8356970763622713,TIME,1.1526196123204764,0.31351934094120204,False,OOS,75+
BTCUSDT,2026-04-10 10:00:00+00:00,LONG,BULL_TREND,71.0,71.0,True,71780.0,71336.37869801922,73110.86390594233,3.0,TP3R,3.764472067827722,0.27320599677886764,False,OOS,70-74
BTCUSDT,2026-04-10 16:00:00+00:00,LONG,BULL_TREND,69.0,69.0,True,72661.2,71330.9372021699,76651.9883934903,0.13290606960398763,TIME,0.592965541310091,0.15733733239883788,False,OOS,65-69
BTCUSDT,2026-04-10 22:00:00+00:00,LONG,BULL_TREND,58.0,58.0,True,73114.7,71602.54054264014,77651.17837207956,0.22755536681348723,TIME,0.4356022090091277,0.4383135632780513,False,OOS,55-59
BTCUSDT,2026-04-11 04:00:00+00:00,LONG,BULL_TREND,67.0,67.0,True,72796.1,72269.77568445922,74375.07294662236,-1.0,SL,1.8568399200706505,2.9204426902083718,False,OOS,65-69
BTCUSDT,2026-04-11 10:00:00+00:00,LONG,BULL_TREND,73.0,73.0,True,72774.9,72533.99649116477,73497.61052650567,-1.0,SL,4.144813020066729,6.292560898466831,False,OOS,70-74
BTCUSDT,2026-04-11 16:00:00+00:00,LONG,BULL_TREND,67.0,67.0,True,72838.0,72423.12341106444,74082.62976680667,-1.0,SL,2.254646381469579,5.475122146149435,False,OOS,65-69
BTCUSDT,2026-04-11 22:00:00+00:00,LONG,BULL_TREND,63.0,63.0,True,73458.8,72420.22926695703,76574.51219912892,-1.0,SL,0.06759289258451737,2.7848849461852976,True,OOS,60-64
BTCUSDT,2026-04-13 20:00:00+00:00,LONG,BULL_TREND,59.0,59.0,True,73010.8,70468.49774870176,80637.70675389473,0.5310934210558595,TIME,1.1793247630052437,0.022617295001267954,False,OOS,55-59
BTCUSDT,2026-04-14 02:00:00+00:00,LONG,BULL_TREND,57.0,57.0,True,74458.5,70726.9472350492,85653.1582948524,0.009593861390963052,TIME,0.41551067281248616,0.18536519341141275,False,OOS,55-59
BTCUSDT,2026-04-14 08:00:00+00:00,LONG,BULL_TREND,64.0,64.0,True,74509.4,72226.44868555786,81358.2539433264,-0.3038610572251779,TIME,0.6568690232303308,0.4644864712146147,False,OOS,60-64
BTCUSDT,2026-04-14 14:00:00+00:00,LONG,BULL_TREND,61.0,61.0,True,75516.5,74065.02339352635,79870.92981942094,-1.0,SL,0.33930963668544795,1.424411520501855,True,OOS,60-64
BTCUSDT,2026-04-14 20:00:00+00:00,LONG,BULL_TREND,62.0,62.0,True,74361.1,73726.54255883145,76264.77232350566,-1.0,SL,1.3850597959760425,1.4373797245531512,False,OOS,60-64
BTCUSDT,2026-04-15 02:00:00+00:00,LONG,BULL_TREND,73.0,73.0,True,74494.3,73710.60039601653,76845.39881195044,-1.0,SL,1.1883379744819127,1.3338018734306272,False,OOS,70-74
BTCUSDT,2026-04-15 12:00:00+00:00,LONG,BULL_TREND,80.0,80.0,True,74157.1,73404.34399549844,76415.36801350472,0.7315783556779958,TIME,1.685140991787802,0.8197875490991426,False,OOS,75+
BTCUSDT,2026-04-15 18:00:00+00:00,LONG,BULL_TREND,63.0,63.0,True,74246.6,73401.92340392659,76780.62978822026,-1.0,SL,1.3958004820788492,1.171809429314376,False,OOS,60-64
BTCUSDT,2026-04-16 00:00:00+00:00,LONG,BULL_TREND,76.0,76.0,True,74563.8,73490.15354610742,77784.73936167774,-1.0,SL,0.8719816440558615,1.2173467301655785,False,OOS,75+
BTCUSDT,2026-04-16 06:00:00+00:00,LONG,BULL_TREND,70.0,70.0,True,74973.1,73827.82379403635,78408.92861789098,-1.0,SL,0.4600636922834258,1.4985904632113376,True,OOS,70-74
BTCUSDT,2026-04-16 12:00:00+00:00,LONG,BULL_TREND,72.0,72.0,True,74707.9,74182.61055553606,76283.76833339181,-1.0,SL,3.126086041336276,2.7624769834864056,False,OOS,70-74
BTCUSDT,2026-04-16 19:00:00+00:00,LONG,BULL_TREND,73.0,73.0,True,74792.4,73195.49684822928,79583.10945531215,1.4985880623671057,TIME,2.1965013946591685,0.19562864513955705,False,OOS,70-74
BTCUSDT,2026-04-17 01:00:00+00:00,LONG,BULL_TREND,76.0,76.0,True,74857.3,73204.4343716153,79815.89688515413,1.458194761031728,TIME,2.0828674399651197,0.22827021962379715,False,OOS,75+
BTCUSDT,2026-04-17 07:00:00+00:00,LONG,BULL_TREND,69.0,69.0,True,74994.7,74192.8832381573,77400.15028552809,3.0,TP3R,4.122263536127536,0.1212247044781364,False,OOS,65-69
BTCUSDT,2026-04-17 13:00:00+00:00,LONG,BULL_TREND,66.0,66.0,True,76877.4,74424.42086247503,84236.33741257488,-0.3091343046501029,TIME,0.5799478594161215,0.4756664996251378,False,OOS,65-69
BTCUSDT,2026-04-17 19:00:00+00:00,LONG,BULL_TREND,58.0,58.0,True,77185.5,74636.24776138162,84833.25671585515,-0.580562400840379,TIME,0.14925945508092175,0.7020097787459092,False,OOS,55-59
BTCUSDT,2026-04-18 01:00:00+00:00,LONG,BULL_TREND,62.0,62.0,True,77267.5,75521.64682532185,82505.05952403446,-1.0,SL,0.06443840847082652,1.072026002613327,True,OOS,60-64
BTCUSDT,2026-04-18 07:00:00+00:00,LONG,BULL_TREND,67.0,67.0,True,77028.4,76781.81689816942,77768.14930549172,-1.0,SL,0.14477877735734143,7.544718134327992,True,OOS,65-69
BTCUSDT,2026-04-20 20:00:00+00:00,LONG,BULL_TREND,61.0,62.0,True,76292.3,74510.62393647178,81637.32819058468,-0.4253859697139057,TIME,0.39664898376674024,0.8499861624683138,False,OOS,60-64
BTCUSDT,2026-04-21 02:00:00+00:00,LONG,BULL_TREND,76.0,77.0,True,75682.9,74588.89778573041,78964.90664280874,0.9263235364442224,TIME,1.203014018466781,0.8272378137773969,False,OOS,75+
BTCUSDT,2026-04-21 08:00:00+00:00,LONG,BULL_TREND,68.0,68.0,True,76091.3,75388.03488904146,78201.09533287563,-1.0,SL,3.3503723749192162,1.8675745171118467,False,OOS,65-69
BTCUSDT,2026-04-21 16:00:00+00:00,LONG,BULL_TREND,72.0,73.0,True,75924.8,75299.73115831966,77800.00652504104,-1.0,SL,5.630099863143845,1.8348378986814418,False,OOS,70-74
BTCUSDT,2026-04-22 00:00:00+00:00,LONG,BULL_TREND,61.0,62.0,True,76372.8,74718.53385232057,81335.5984430383,0.8863144555407549,TIME,1.856533185006663,0.17784320885287686,False,OOS,60-64
BTCUSDT,2026-04-22 06:00:00+00:00,LONG,BULL_TREND,54.0,54.0,True,77918.3,74718.2627515594,87518.41174532179,0.07440538391108395,TIME,0.4767757002652025,0.15862315360465362,False,OOS,<55
BTCUSDT,2026-04-22 12:00:00+00:00,LONG,BULL_TREND,53.0,53.0,True,78380.0,75659.74804229793,86540.75587310622,-0.2611155183580963,TIME,0.3911402386780422,0.6894214319706748,False,OOS,<55
BTCUSDT,2026-04-22 18:00:00+00:00,LONG,BULL_TREND,60.0,60.0,True,78919.2,77433.09466659512,83377.51600021463,-1.0,SL,0.14171270048368068,1.6247838869320261,True,OOS,60-64
BTCUSDT,2026-04-23 01:00:00+00:00,LONG,BULL_TREND,79.0,79.0,True,78229.2,77787.31482351363,79554.85552945909,-1.0,SL,0.9477575222823202,3.90282383698202,False,OOS,75+
BTCUSDT,2026-04-23 15:00:00+00:00,LONG,BULL_TREND,74.0,74.0,True,78062.1,76453.41096510121,82888.16710469639,-0.23379285358507274,TIME,0.3642096062629371,0.7223272955752468,False,OOS,70-74
BTCUSDT,2026-04-23 22:00:00+00:00,LONG,BULL_TREND,82.0,82.0,True,78018.3,76450.57279661333,82721.48161016003,-0.29048421116647904,TIME,0.3366019284860501,0.45307627402623396,False,OOS,75+
BTCUSDT,2026-04-24 11:00:00+00:00,LONG,BULL_TREND,64.0,64.0,True,78179.4,77306.9142228517,80796.85733144487,-1.0,SL,0.2905491489254542,1.1147459654630936,True,OOS,60-64
BTCUSDT,2026-04-26 12:00:00+00:00,LONG,BULL_TREND,54.0,54.0,True,77933.8,77258.397577132,79960.00726860402,-0.21320622361483868,TIME,2.2522868566867498,0.7776104766841156,False,OOS,<55
BTCUSDT,2026-04-26 18:00:00+00:00,LONG,BULL_TREND,59.0,59.0,True,78063.1,77693.15360414094,79172.9391875772,3.0,TP3R,3.762436978924527,4.198986711014741,False,OOS,55-59
BTCUSDT,2026-04-27 00:00:00+00:00,LONG,BULL_TREND,73.0,73.0,True,78542.1,77675.28467654447,81142.54597036661,-1.0,SL,1.0531655074586628,2.4712299633335766,False,OOS,70-74
BTCUSDT,2026-04-28 16:00:00+00:00,SHORT,BEAR_TREND,51.0,51.0,False,75980.6,77170.0469491569,72412.25915252934,-1.0,SL,0.2567579833774716,1.59115965730251,True,OOS,<55
BTCUSDT,2026-04-28 22:00:00+00:00,SHORT,BEAR_TREND,56.0,56.0,False,76322.9,76828.64979746468,74805.65060760594,-1.0,SL,2.8767188979479346,3.065349719904261,False,OOS,55-59
BTCUSDT,2026-04-29 20:00:00+00:00,SHORT,BEAR_TREND,55.0,55.0,False,75484.4,77923.71525633665,68166.45423099001,-0.3780979098966913,TIME,0.08645868936052233,0.4697629783699669,False,OOS,55-59
BTCUSDT,2026-04-30 03:00:00+00:00,SHORT,BEAR_TREND,62.0,62.0,False,75786.0,76898.43743181566,72448.68770455301,-0.7783808556196435,TIME,0.4607000675656196,0.8560481450590066,False,OOS,60-64
BTCUSDT,2026-05-02 08:00:00+00:00,LONG,BULL_TREND,62.0,62.0,True,78218.0,77685.37442495274,79815.87672514179,0.35916412760132255,TIME,1.740434638193523,0.35860088014559105,False,OOS,60-64
BTCUSDT,2026-05-02 14:00:00+00:00,LONG,BULL_TREND,73.0,73.0,True,78276.0,77952.49226985723,79246.5231904283,1.2954868182440458,TIME,2.686180016831449,0.7696879449839249,False,OOS,70-74
BTCUSDT,2026-05-02 20:00:00+00:00,LONG,BULL_TREND,58.0,58.0,True,78394.5,78032.25809498983,79481.22571503052,-1.0,SL,2.0718199347447683,1.014515424408664,False,OOS,55-59
BTCUSDT,2026-05-03 07:00:00+00:00,LONG,BULL_TREND,78.0,78.0,True,78301.4,78044.42160951074,79072.33517146776,3.0,TP3R,8.906585474531232,0.25683093381643685,False,OOS,75+
BTCUSDT,2026-05-03 13:00:00+00:00,LONG,BULL_TREND,64.0,64.0,True,78713.4,78003.22198600962,80843.93404197111,0.2354339288265809,TIME,2.6427176891249817,0.8238779411269189,False,OOS,60-64
BTCUSDT,2026-05-03 19:00:00+00:00,LONG,BULL_TREND,61.0,61.0,True,78675.2,78004.922537297,80686.032388109,3.0,TP3R,3.127809178523664,0.8159307606651913,False,OOS,60-64
BTCUSDT,2026-05-04 02:00:00+00:00,LONG,BULL_TREND,66.0,66.0,True,79899.1,78192.50865314774,85018.8740405568,-1.0,SL,0.5113116280646013,1.0376239181489875,False,OOS,65-69
BTCUSDT,2026-05-04 08:00:00+00:00,LONG,BULL_TREND,70.0,70.0,True,79754.5,78190.33689785285,84446.98930644146,-1.0,SL,0.9741311490524145,1.0396613996121524,False,OOS,70-74
BTCUSDT,2026-05-04 15:00:00+00:00,LONG,BULL_TREND,48.0,48.0,True,80065.9,78067.81826734653,86060.14519796037,0.7250454154726358,TIME,0.7961135793417,0.40999323832068496,False,OOS,<55
BTCUSDT,2026-05-04 21:00:00+00:00,LONG,BULL_TREND,50.0,50.0,True,80076.0,78070.9362780074,86091.1911659778,0.7293533786281291,TIME,0.8325919928075762,0.17959528969091534,False,OOS,<55
BTCUSDT,2026-05-05 03:00:00+00:00,LONG,BULL_TREND,62.0,62.0,True,80633.5,78852.42068298665,85976.73795104006,0.40756186042137466,TIME,0.6242843815987432,0.08584682250781969,False,OOS,60-64
BTCUSDT,2026-05-05 09:00:00+00:00,LONG,BULL_TREND,70.0,70.0,True,80631.2,79671.86186568283,83509.21440295149,1.1832115907786207,TIME,1.3694858496739912,0.15698323105563303,False,OOS,70-74
BTCUSDT,2026-05-05 15:00:00+00:00,LONG,BULL_TREND,69.0,69.0,True,81514.5,80288.40156834295,85192.79529497116,-0.11826130452188463,TIME,1.0718552165700719,0.7041033392671955,False,OOS,65-69
BTCUSDT,2026-05-05 21:00:00+00:00,LONG,BULL_TREND,63.0,63.0,True,81538.4,80439.78473043251,84834.24580870244,-0.1859613694250034,TIME,1.1744784873670882,0.8075620506797448,False,OOS,60-64
BTCUSDT,2026-05-06 03:00:00+00:00,LONG,BULL_TREND,73.0,73.0,True,81359.3,80607.44114681624,83614.87655955128,-0.5023549279237982,TIME,1.9543561850442994,0.7876478377454967,False,OOS,70-74
BTCUSDT,2026-05-06 09:00:00+00:00,LONG,BULL_TREND,64.0,64.0,True,81766.2,80609.0028427984,85237.79147160477,-0.5376784726162324,TIME,0.9181667906698,0.9422767703965597,False,OOS,60-64
BTCUSDT,2026-05-06 16:00:00+00:00,LONG,BULL_TREND,62.0,62.0,True,81710.5,80953.95759700915,83980.12720897254,-1.0,SL,0.1171117437036478,2.7830561666818765,True,OOS,60-64
BTCUSDT,2026-05-07 07:00:00+00:00,LONG,BULL_TREND,65.0,65.0,True,81619.8,80630.98093413693,84586.25719758924,-1.0,SL,0.06148748754852785,2.510469392935177,True,OOS,65-69
BTCUSDT,2026-05-10 00:00:00+00:00,LONG,BULL_TREND,67.0,67.0,True,80671.1,80167.7582841416,82181.12514757522,3.0,TP3R,3.555040132027065,0.886077958468803,False,OOS,65-69
BTCUSDT,2026-05-10 06:00:00+00:00,LONG,BULL_TREND,67.0,67.0,True,80683.4,80513.51493967081,81193.05518098753,3.0,TP3R,10.460601989113059,2.6977063145632645,False,OOS,65-69
BTCUSDT,2026-05-10 12:00:00+00:00,LONG,BULL_TREND,60.0,60.0,True,80822.4,80514.04491981413,81747.46524055759,-1.0,SL,5.3123820726826265,1.9370525682273732,False,OOS,60-64
BTCUSDT,2026-05-10 18:00:00+00:00,LONG,BULL_TREND,56.0,57.0,True,81415.8,80596.16485700887,83874.7054289734,-1.0,SL,1.2745915166442572,1.4527195547700942,False,OOS,55-59
BTCUSDT,2026-05-11 00:00:00+00:00,LONG,BULL_TREND,67.0,67.0,True,81841.5,80183.77092714798,86814.68721855605,-0.16070177229966176,TIME,0.15527265837061902,0.873182490254375,False,OOS,65-69
BTCUSDT,2026-05-11 16:00:00+00:00,LONG,BULL_TREND,58.0,58.0,True,81751.6,80350.11415557544,85956.05753327369,-1.0,SL,0.2478084251664966,1.1554165933548002,True,OOS,55-59
BTCUSDT,2026-05-11 22:00:00+00:00,LONG,BULL_TREND,56.0,56.0,True,81802.5,80351.13872658143,86156.58382025572,-1.0,SL,0.06655820419713399,1.3790501625316318,True,OOS,55-59
BTCUSDT,2026-05-13 16:00:00+00:00,SHORT,BEAR_TREND,53.0,53.0,False,78892.0,81311.97453565164,71632.07639304509,-1.0,SL,0.02938047444406701,1.1039785587167816,True,OOS,<55
BTCUSDT,2026-05-13 22:00:00+00:00,SHORT,BEAR_TREND,57.0,57.0,False,79381.5,81308.9802965952,73599.05911021441,-1.0,SL,0.26568364973930286,1.3579905354278798,True,OOS,55-59
BTCUSDT,2026-05-14 04:00:00+00:00,SHORT,BEAR_TREND,62.0,62.0,False,79229.3,79815.68596406715,77470.14210779857,-1.0,SL,0.07043142662138123,4.723339523322655,True,OOS,60-64
BTCUSDT,2026-05-14 10:00:00+00:00,SHORT,BEAR_TREND,62.0,62.0,False,79584.6,79998.97867233957,78341.46398298132,-1.0,SL,0.9570955902745253,5.8265546978284775,False,OOS,60-64
BTCUSDT,2026-05-15 16:00:00+00:00,SHORT,BEAR_TREND,37.0,37.0,False,79159.0,81276.81425064994,72805.55724805017,0.4508894015171264,TIME,0.7352863923368649,0.1761722020170107,False,OOS,<55
BTCUSDT,2026-05-15 22:00:00+00:00,SHORT,BEAR_TREND,57.0,57.0,False,79028.0,80772.11504055434,73795.65487833697,0.4714711936310378,TIME,0.8177212895008906,0.09844534105125567,False,OOS,55-59
BTCUSDT,2026-05-16 04:00:00+00:00,SHORT,BEAR_TREND,56.0,56.0,True,79040.7,79564.72346211947,77468.62961364159,1.9649883534513244,TIME,2.7458694200069025,0.04007454153877627,False,OOS,55-59
BTCUSDT,2026-05-16 10:00:00+00:00,SHORT,BEAR_TREND,64.0,64.0,True,77881.0,79236.04593302155,73815.86220093534,-0.38375082890398904,TIME,0.20604467582690889,0.45378535517896273,False,OOS,60-64
BTCUSDT,2026-05-16 16:00:00+00:00,SHORT,BEAR_TREND,56.0,56.0,True,78204.2,79183.43567371507,75266.49297885479,0.18688044656882868,TIME,0.5400130062600937,0.3677357858439142,False,OOS,55-59
BTCUSDT,2026-05-16 22:00:00+00:00,SHORT,BEAR_TREND,49.0,49.0,False,78205.8,78364.92671306823,77728.41986079533,3.0,TP3R,3.3331927102183236,2.2529215433884793,False,OOS,<55
BTCUSDT,2026-05-17 04:00:00+00:00,SHORT,BEAR_TREND,60.0,60.0,True,78011.0,78363.5693124607,76953.29206261788,-1.0,SL,3.8148527182152328,1.569336809656877,False,OOS,60-64
BTCUSDT,2026-05-17 13:00:00+00:00,SHORT,BEAR_TREND,68.0,68.0,False,78220.0,78589.2203371253,77112.3389886241,3.0,TP3R,4.56502481180502,0.6310594963812338,False,OOS,65-69
