hour_utc,symbol,bin,buy_usdt,sell_usdt,buy_count,sell_count
2026-09-03T05:00:00Z,CAKEUSDT,R1,34539.04085000001,13494.978150000004,230,88
2026-09-03T05:00:00Z,CAKEUSDT,R2,21640.29896,13479.79926,11,8
2026-09-03T05:00:00Z,CAKEUSDT,W,0.0,0.0,0,0
2026-09-03T05:00:00Z,ENAUSDT,M,0.0,25193.438745,0,2
2026-09-03T05:00:00Z,ENAUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,ENAUSDT,R1,125806.37133300003,61588.219545999986,580,409
2026-09-03T05:00:00Z,ENAUSDT,R2,207060.18333200002,283538.86046100006,92,98
2026-09-03T05:00:00Z,ENAUSDT,W,0.0,0.0,0,0
2026-09-03T05:00:00Z,ETHUSDT,M,5479284.805173999,5394189.611059999,260,242
2026-09-03T05:00:00Z,ETHUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,ETHUSDT,R1,2099471.114144999,1530532.8190730035,16010,13683
2026-09-03T05:00:00Z,ETHUSDT,R2,6939049.597778041,4756180.774230005,3597,1598
2026-09-03T05:00:00Z,ETHUSDT,W,0.0,623531.837769,0,5
2026-09-03T05:00:00Z,HBARUSDT,M,0.0,0.0,0,0
2026-09-03T05:00:00Z,HBARUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,HBARUSDT,R1,90771.29997999992,68365.47554,547,509
2026-09-03T05:00:00Z,HBARUSDT,R2,16115.08741,16922.55542,8,11
2026-09-03T05:00:00Z,HBARUSDT,W,0.0,0.0,0,0
2026-09-03T05:00:00Z,LINKUSDT,M,10429.37515,0.0,1,0
2026-09-03T05:00:00Z,LINKUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,LINKUSDT,R1,177592.91131999987,238578.8987599997,1278,2065
2026-09-03T05:00:00Z,LINKUSDT,R2,277722.48256999993,134499.5104,111,74
2026-09-03T05:00:00Z,LINKUSDT,W,0.0,0.0,0,0
2026-09-03T05:00:00Z,MORPHOUSDT,M,0.0,0.0,0,0
2026-09-03T05:00:00Z,MORPHOUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,MORPHOUSDT,R1,21068.39692999999,25393.76163,182,171
2026-09-03T05:00:00Z,MORPHOUSDT,R2,1741.8454199999999,1486.9499999999998,1,1
2026-09-03T05:00:00Z,MORPHOUSDT,W,0.0,0.0,0,0
2026-09-03T05:00:00Z,NEARUSDT,M,12380.1408,63083.254400000005,1,5
2026-09-03T05:00:00Z,NEARUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,NEARUSDT,R1,143005.15809999994,110880.28980000012,620,466
2026-09-03T05:00:00Z,NEARUSDT,R2,235525.28719999993,261631.54619999998,96,107
2026-09-03T05:00:00Z,NEARUSDT,W,0.0,0.0,0,0
2026-09-03T05:00:00Z,ONDOUSDT,M,0.0,26864.829209999996,0,2
2026-09-03T05:00:00Z,ONDOUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,ONDOUSDT,R1,85299.65040000003,74402.35769999989,553,394
2026-09-03T05:00:00Z,ONDOUSDT,R2,83280.04451000002,110903.90746999998,40,45
2026-09-03T05:00:00Z,ONDOUSDT,W,0.0,0.0,0,0
2026-09-03T05:00:00Z,SEIUSDT,M,0.0,0.0,0,0
2026-09-03T05:00:00Z,SEIUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,SEIUSDT,R1,37213.759191,57527.57424000001,333,559
2026-09-03T05:00:00Z,SEIUSDT,R2,0.0,7004.384506,0,5
2026-09-03T05:00:00Z,SEIUSDT,W,0.0,0.0,0,0
2026-09-03T05:00:00Z,SOLUSDT,M,2144559.0889500002,2518159.377449999,116,123
2026-09-03T05:00:00Z,SOLUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,SOLUSDT,R1,451132.63238999964,408317.09862999956,2234,2394
2026-09-03T05:00:00Z,SOLUSDT,R2,1997294.7644400008,1949068.2333000032,619,565
2026-09-03T05:00:00Z,SOLUSDT,W,0.0,0.0,0,0
2026-09-03T05:00:00Z,SUIUSDT,M,131485.43674,82750.14511,6,6
2026-09-03T05:00:00Z,SUIUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,SUIUSDT,R1,371947.6447200001,393849.11281999934,1934,1915
2026-09-03T05:00:00Z,SUIUSDT,R2,588800.9717599998,775350.5806000005,278,353
2026-09-03T05:00:00Z,SUIUSDT,W,0.0,0.0,0,0
2026-09-03T05:00:00Z,TAOUSDT,M,55206.56873,25122.78084,3,2
2026-09-03T05:00:00Z,TAOUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,TAOUSDT,R1,74444.47907999996,81226.38203000005,401,378
2026-09-03T05:00:00Z,TAOUSDT,R2,204954.8284,94056.84870000005,77,44
2026-09-03T05:00:00Z,TAOUSDT,W,503433.128,0.0,2,0
2026-09-03T05:00:00Z,UNIUSDT,M,40331.380829999995,0.0,2,0
2026-09-03T05:00:00Z,UNIUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,UNIUSDT,R1,645601.7110900005,347946.85310999874,3185,1402
2026-09-03T05:00:00Z,UNIUSDT,R2,741395.3563999993,666426.32235,341,356
2026-09-03T05:00:00Z,UNIUSDT,W,0.0,0.0,0,0
2026-09-03T05:00:00Z,XLMUSDT,M,11937.6936,22584.8448,1,1
2026-09-03T05:00:00Z,XLMUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,XLMUSDT,R1,63845.87779999998,42253.66440000001,296,265
2026-09-03T05:00:00Z,XLMUSDT,R2,168415.25889999993,176645.72639999999,65,60
2026-09-03T05:00:00Z,XLMUSDT,W,0.0,0.0,0,0
2026-09-03T05:00:00Z,XRPUSDT,M,951929.1868000001,1642149.9123499999,62,92
2026-09-03T05:00:00Z,XRPUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,XRPUSDT,R1,775561.0436699971,481298.76928999944,3295,3683
2026-09-03T05:00:00Z,XRPUSDT,R2,2518565.445919998,2434330.802299997,716,779
2026-09-03T05:00:00Z,XRPUSDT,W,0.0,0.0,0,0
2026-09-03T05:00:00Z,ZECUSDT,M,628867.9753599999,327006.48624999996,36,16
2026-09-03T05:00:00Z,ZECUSDT,MW,0.0,0.0,0,0
2026-09-03T05:00:00Z,ZECUSDT,R1,1258320.650339996,1425561.7072199977,5577,5834
2026-09-03T05:00:00Z,ZECUSDT,R2,1251351.8207700006,1204705.849630001,454,521
2026-09-03T05:00:00Z,ZECUSDT,W,133458.432,0.0,1,0
2026-09-03T06:00:00Z,AAVEUSDT,M,13529.279999999999,0.0,1,0
2026-09-03T06:00:00Z,AAVEUSDT,MW,0.0,0.0,0,0
2026-09-03T06:00:00Z,AAVEUSDT,R1,104154.99848999998,102115.51059000005,785,772
2026-09-03T06:00:00Z,AAVEUSDT,R2,27766.200350000006,9641.91382,17,5
2026-09-03T06:00:00Z,AAVEUSDT,W,0.0,0.0,0,0
2026-09-03T06:00:00Z,AVAXUSDT,M,14656.81503,56343.87469,1,4
2026-09-03T06:00:00Z,AVAXUSDT,MW,0.0,0.0,0,0
2026-09-03T06:00:00Z,AVAXUSDT,R1,103652.8443200002,54088.160010000014,805,329
2026-09-03T06:00:00Z,AVAXUSDT,R2,156779.5914199999,199468.25468,68,72
2026-09-03T06:00:00Z,AVAXUSDT,W,0.0,0.0,0,0
2026-09-03T06:00:00Z,CAKEUSDT,M,0.0,16004.98304,0,1
2026-09-03T06:00:00Z,CAKEUSDT,MW,0.0,0.0,0,0
2026-09-03T06:00:00Z,CAKEUSDT,R1,34824.95327,126183.82897,199,780
2026-09-03T06:00:00Z,CAKEUSDT,R2,85173.00139,55226.71559000001,44,31
