episode_id,direction,route,family_key,reference,seed_time,seed_entry,stop,seed_day_index,confirmed_time,core_time,derisk_time,exit_time,exit_reason,max_state,realized_R,marked_R_at_end,remaining_weight_R,resolved,invalidated_before_confirm,r25_maturity_class,r25_seed_risk_R,r25_confirm_risk_add_R,r25_core_risk_add_R,r25_max_episode_risk_R,legs,phase
R26-LONG-0001,LONG,RECLAIM,RECLAIM|77252.92170715,77252.92170715038,2026-09-19 00:00:00+00:00,80883.87,77660.0,625,,,,,CENSORED_OPEN,SEED,0.0,-0.1354654499095808,0.35,False,False,NOT_MATURE_BEAR,0.35,0.0,0.65,1.0,"[{""stage"":""SEED"",""open_time"":""2026-09-19 00:00:00+00:00"",""entry"":80883.87,""stop"":77660.0,""initial_weight_R"":0.35,""remaining_weight_R"":0.35,""closes"":[]}]",STRICT_FORWARD
